run-id,run-name,run-current-time,output-filepath,renderer-variant,renderer-variant-name,variable,to-use-scene,scene-path,warmup-frames,measure-frames,auto-terminate,window-width,window-height,seed,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,renderer_name,pass_name_0,pass_name_1,pass_name_2,pass_name_3,pass_0_time_min_ms,pass_0_time_median_ms,pass_0_time_max_ms,pass_0_time_avg_ms,pass_0_time_p01_ms,pass_0_time_p10_ms,pass_0_time_p90_ms,pass_0_time_p99_ms,pass_1_time_min_ms,pass_1_time_median_ms,pass_1_time_max_ms,pass_1_time_avg_ms,pass_1_time_p01_ms,pass_1_time_p10_ms,pass_1_time_p90_ms,pass_1_time_p99_ms,pass_2_time_min_ms,pass_2_time_median_ms,pass_2_time_max_ms,pass_2_time_avg_ms,pass_2_time_p01_ms,pass_2_time_p10_ms,pass_2_time_p90_ms,pass_2_time_p99_ms,pass_3_time_min_ms,pass_3_time_median_ms,pass_3_time_max_ms,pass_3_time_avg_ms,pass_3_time_p01_ms,pass_3_time_p10_ms,pass_3_time_p90_ms,pass_3_time_p99_ms,variable-geometry-count,variable-overdraw-count,variable-waste-quad-count,variable-alu-op-count,param_run_id,param_run_name,param_run_current_time,param_output_filepath,param_renderer_variant_name,param_variable,param_to_use_scene,param_scene_path,param_warmup_frames,param_measure_frames,param_auto_terminate,param_window_width,param_window_height,param_seed,param_camera_pos_x,param_camera_pos_y,param_camera_pos_z,param_camera_lookat_x,param_camera_lookat_y,param_camera_lookat_z,param_camera_near_z,param_camera_far_z,param_camera_fov,param_material_count,param_geometry_count,param_overdraw_count,param_z_min,param_z_max,param_xy_minmax,param_radius,param_gbuffer_cnt,param_texture_count,param_texture_size,param_texture_sampling_count,param_geometry_div,param_object_count,param_alu_calc_count,param_renderer_variant,runner_experiment,runner_repeat,runner_run_index,runner_result_row,runner_status,runner_return_code,runner_error
0,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00000.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,0,Forward,forward,,,total,0.92816,0.92992,0.93181,0.92990,0.92819,0.92880,0.93101,0.93168,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.92816,0.92992,0.93181,0.92990,0.92819,0.92880,0.93101,0.93168,147456,0,8,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,0,1,quad_alu_orthogonal,0,0,0,success,0,
1,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00001.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,0,ForwardPrepass,depth_prepass,forward,,total,0.92352,0.92592,0.92762,0.92548,0.92362,0.92394,0.92704,0.92758,0.94582,0.94717,0.94886,0.94712,0.94614,0.94640,0.94800,0.94832,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.87008,1.87264,1.87558,1.87260,1.87018,1.87078,1.87443,1.87558,147456,0,8,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,0,2,quad_alu_orthogonal,0,1,0,success,0,
2,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00002.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,0,VisBuf,visibility,resolve,,total,0.92544,0.92608,0.92672,0.92602,0.92547,0.92570,0.92627,0.92640,0.02339,0.02352,0.02618,0.02412,0.02339,0.02342,0.02608,0.02614,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.94899,0.94966,0.95226,0.95014,0.94902,0.94938,0.95197,0.95226,147456,0,8,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,0,4,quad_alu_orthogonal,0,2,0,success,0,
3,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00003.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,1,Forward,forward,,,total,0.94016,0.94157,0.94256,0.94140,0.94038,0.94064,0.94208,0.94246,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.94016,0.94157,0.94256,0.94140,0.94038,0.94064,0.94208,0.94246,147456,0,8,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,1,1,quad_alu_orthogonal,0,3,0,success,0,
4,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00004.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,1,ForwardPrepass,depth_prepass,forward,,total,0.92307,0.92538,0.92698,0.92488,0.92310,0.92355,0.92627,0.92685,0.95456,0.95485,0.95658,0.95499,0.95459,0.95466,0.95555,0.95632,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.87779,1.88022,1.88234,1.87987,1.87802,1.87837,1.88131,1.88214,147456,0,8,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,1,2,quad_alu_orthogonal,0,4,0,success,0,
5,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00005.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,1,VisBuf,visibility,resolve,,total,0.92550,0.92586,0.92637,0.92590,0.92554,0.92563,0.92621,0.92637,0.03981,0.04304,0.04365,0.04292,0.03997,0.04291,0.04317,0.04362,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.96595,0.96886,0.96989,0.96882,0.96598,0.96864,0.96928,0.96986,147456,0,8,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,1,4,quad_alu_orthogonal,0,5,0,success,0,
6,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00006.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,2,Forward,forward,,,total,0.94842,0.94982,0.95082,0.94973,0.94864,0.94890,0.95050,0.95078,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.94842,0.94982,0.95082,0.94973,0.94864,0.94890,0.95050,0.95078,147456,0,8,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,2,1,quad_alu_orthogonal,0,6,0,success,0,
7,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00007.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,2,ForwardPrepass,depth_prepass,forward,,total,0.92320,0.92547,1.06432,0.92600,0.92320,0.92346,0.92630,0.92653,0.96118,0.96147,0.96250,0.96152,0.96125,0.96131,0.96173,0.96243,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.88451,1.88698,2.02566,1.88752,1.88451,1.88493,1.88794,1.88835,147456,0,8,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,2,2,quad_alu_orthogonal,0,7,0,success,0,
8,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00008.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,2,VisBuf,visibility,resolve,,total,0.92525,0.92579,0.92653,0.92579,0.92525,0.92550,0.92608,0.92627,0.04755,0.04979,0.05005,0.04955,0.04758,0.04787,0.04992,0.05005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97328,0.97552,0.97616,0.97534,0.97331,0.97395,0.97584,0.97613,147456,0,8,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,2,4,quad_alu_orthogonal,0,8,0,success,0,
9,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00009.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,4,Forward,forward,,,total,0.96522,0.96627,0.96742,0.96622,0.96528,0.96557,0.96704,0.96739,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.96522,0.96627,0.96742,0.96622,0.96528,0.96557,0.96704,0.96739,147456,0,8,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,4,1,quad_alu_orthogonal,0,9,0,success,0,
10,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00010.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,4,ForwardPrepass,depth_prepass,forward,,total,0.92307,0.92547,0.92634,0.92467,0.92314,0.92336,0.92598,0.92630,0.97405,0.97466,0.99267,0.97479,0.97411,0.97437,0.97491,0.97507,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.89728,1.90003,1.91616,1.89946,1.89744,1.89782,1.90080,1.90122,147456,0,8,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,4,2,quad_alu_orthogonal,0,10,0,success,0,
11,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00011.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,4,VisBuf,visibility,resolve,,total,0.92496,0.92566,0.92637,0.92565,0.92512,0.92528,0.92602,0.92637,0.06582,0.06611,0.07069,0.06723,0.06582,0.06592,0.06963,0.07053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99110,0.99194,0.99706,0.99287,0.99110,0.99139,0.99536,0.99581,147456,0,8,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,4,4,quad_alu_orthogonal,0,11,0,success,0,
12,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00012.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,8,Forward,forward,,,total,1.00320,1.00458,1.00579,1.00456,1.00330,1.00400,1.00518,1.00563,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00320,1.00458,1.00579,1.00456,1.00330,1.00400,1.00518,1.00563,147456,0,8,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,8,1,quad_alu_orthogonal,0,12,0,success,0,
13,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00013.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,8,ForwardPrepass,depth_prepass,forward,,total,0.92768,0.92992,0.93146,0.92945,0.92778,0.92816,0.93085,0.93133,1.00592,1.00637,1.00752,1.00638,1.00592,1.00614,1.00666,1.00685,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.93376,1.93622,1.93818,1.93584,1.93389,1.93440,1.93731,1.93776,147456,0,8,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,8,2,quad_alu_orthogonal,0,13,0,success,0,
14,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00014.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,8,VisBuf,visibility,resolve,,total,0.92918,0.93005,0.93091,0.93005,0.92925,0.92954,0.93062,0.93082,0.10422,0.10454,0.10797,0.10553,0.10422,0.10432,0.10739,0.10765,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.03357,1.03494,1.03856,1.03558,1.03360,1.03411,1.03757,1.03818,147456,0,8,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,8,4,quad_alu_orthogonal,0,14,0,success,0,
15,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00015.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,16,Forward,forward,,,total,1.07050,1.07210,1.07350,1.07204,1.07056,1.07123,1.07283,1.07341,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.07050,1.07210,1.07350,1.07204,1.07056,1.07123,1.07283,1.07341,147456,0,8,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,16,1,quad_alu_orthogonal,0,15,0,success,0,
16,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00016.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,16,ForwardPrepass,depth_prepass,forward,,total,0.92733,0.92970,0.93094,0.92917,0.92758,0.92790,0.93043,0.93072,1.05917,1.06006,1.06195,1.06006,1.05933,1.05962,1.06045,1.06179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.98650,1.98960,1.99094,1.98924,1.98720,1.98784,1.99062,1.99088,147456,0,8,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,16,2,quad_alu_orthogonal,0,16,0,success,0,
17,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00017.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,16,VisBuf,visibility,resolve,,total,0.92925,0.93021,0.93354,0.93020,0.92954,0.92979,0.93059,0.93082,0.18096,0.18768,0.18797,0.18518,0.18096,0.18099,0.18778,0.18794,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.11066,1.11760,1.12128,1.11538,1.11082,1.11117,1.11821,1.11859,147456,0,8,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,16,4,quad_alu_orthogonal,0,17,0,success,0,
18,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00018.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,32,Forward,forward,,,total,1.20579,1.20701,1.20813,1.20697,1.20589,1.20618,1.20790,1.20806,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.20579,1.20701,1.20813,1.20697,1.20589,1.20618,1.20790,1.20806,147456,0,8,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,32,1,quad_alu_orthogonal,0,18,0,success,0,
19,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00019.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,32,ForwardPrepass,depth_prepass,forward,,total,0.92778,0.93014,0.93734,0.92947,0.92781,0.92806,0.93078,0.93133,1.18896,1.18957,1.19366,1.18961,1.18899,1.18928,1.18998,1.19024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.11693,2.11974,2.12675,2.11907,2.11699,2.11754,2.12051,2.12182,147456,0,8,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,32,2,quad_alu_orthogonal,0,19,0,success,0,
20,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00020.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,32,VisBuf,visibility,resolve,,total,0.92995,0.93056,0.93110,0.93056,0.93011,0.93027,0.93082,0.93098,0.33712,0.33747,0.34586,0.34083,0.33712,0.33722,0.34570,0.34582,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.26730,1.26816,1.27683,1.27139,1.26736,1.26771,1.27632,1.27670,147456,0,8,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,32,4,quad_alu_orthogonal,0,20,0,success,0,
21,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00021.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,64,Forward,forward,,,total,1.48893,1.49011,1.50214,1.49031,1.48928,1.48970,1.49085,1.49414,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.48893,1.49011,1.50214,1.49031,1.48928,1.48970,1.49085,1.49414,147456,0,8,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,64,1,quad_alu_orthogonal,0,21,0,success,0,
22,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_9g12k_mf\run_00022.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,64,ForwardPrepass,depth_prepass,forward,,total,0.92755,0.92970,0.93149,0.92923,0.92755,0.92774,0.93078,0.93126,1.47565,1.47638,1.48016,1.47648,1.47581,1.47600,1.47680,1.48010,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.40355,2.40602,2.41136,2.40571,2.40368,2.40397,2.40736,2.41059,147456,0,8,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,-1.0,1.0,1.0,0.5,1,1,256,1,8,2304,64,2,quad_alu_orthogonal,0,22,0,success,0,
