source_file,run_id,result_id,frame,total,forward,index_count,depth_prepass,geometry,lighting,visibility,resolve,gbuffer
run_00000.csv_0_result.csv,00000,0,0,0.27880,0.27480,8231199.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,10,0.27702,0.27280,8231199.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,20,0.27856,0.27442,8234561.10000,,,,,,
run_00000.csv_0_result.csv,00000,0,30,0.27815,0.27390,8236002.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,40,0.30356,0.29943,8236002.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,50,0.27908,0.27464,8236002.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,60,0.27724,0.27322,8236002.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,70,0.27860,0.27448,8236002.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,80,0.27869,0.27471,8236002.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,90,0.30836,0.30395,8237667.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,100,0.34192,0.33773,8329675.20000,,,,,,
run_00000.csv_0_result.csv,00000,0,110,0.35212,0.34789,8334444.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,120,0.36641,0.36217,8317910.40000,,,,,,
run_00000.csv_0_result.csv,00000,0,130,0.34302,0.33865,8139647.40000,,,,,,
run_00000.csv_0_result.csv,00000,0,140,0.32730,0.32314,7834020.30000,,,,,,
run_00000.csv_0_result.csv,00000,0,150,0.32723,0.32304,7424970.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,160,0.30941,0.30541,7313065.20000,,,,,,
run_00000.csv_0_result.csv,00000,0,170,0.29521,0.29112,7154175.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,180,0.30238,0.29823,7421709.90000,,,,,,
run_00000.csv_0_result.csv,00000,0,190,0.32306,0.31914,7716846.60000,,,,,,
run_00000.csv_0_result.csv,00000,0,200,0.31849,0.31411,7789365.60000,,,,,,
run_00000.csv_0_result.csv,00000,0,210,0.31852,0.31441,7826196.60000,,,,,,
run_00000.csv_0_result.csv,00000,0,220,0.31019,0.30584,7722507.90000,,,,,,
run_00000.csv_0_result.csv,00000,0,230,0.31696,0.31274,7757628.60000,,,,,,
run_00000.csv_0_result.csv,00000,0,240,0.30415,0.29962,7718556.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,250,0.31909,0.31482,7713440.40000,,,,,,
run_00000.csv_0_result.csv,00000,0,260,0.31802,0.31377,7695356.40000,,,,,,
run_00000.csv_0_result.csv,00000,0,270,0.31806,0.31362,7698819.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,280,0.32024,0.31549,7700268.00000,,,,,,
run_00000.csv_0_result.csv,00000,0,290,0.31622,0.31147,7720264.80000,,,,,,
