frame,total,forward,index_count
0,0.52302,0.51904,8231199.00000
10,0.53411,0.53007,8231199.00000
20,0.52656,0.52252,8234561.10000
30,0.51623,0.51216,8236002.00000
40,0.52929,0.52537,8236002.00000
50,0.51916,0.51527,8236002.00000
60,0.52658,0.52249,8236002.00000
70,0.51938,0.51544,8236002.00000
80,0.52004,0.51591,8236002.00000
90,0.65726,0.65314,8237667.00000
100,1.01991,1.01555,8329675.20000
110,1.14575,1.14167,8334444.00000
120,1.18278,1.17853,8317910.40000
130,1.04872,1.04426,8139647.40000
140,1.01556,1.01115,7834020.30000
150,0.81491,0.81098,7424970.00000
160,0.81246,0.80847,7313065.20000
170,0.76207,0.75823,7154175.00000
180,0.81632,0.81227,7421709.90000
190,0.82760,0.82364,7716846.60000
200,0.83342,0.82928,7789365.60000
210,0.87430,0.87003,7826196.60000
220,0.84456,0.84050,7722507.90000
230,0.79664,0.79234,7757628.60000
240,0.77595,0.77187,7718556.00000
250,0.81533,0.81076,7713440.40000
260,0.80702,0.80235,7695356.40000
270,0.86544,0.86046,7698819.00000
280,0.90777,0.90360,7700268.00000
290,0.90872,0.90446,7720264.80000
300,0.92811,0.92376,7730274.00000
310,0.94564,0.94124,7730274.00000
320,0.94488,0.94060,7744542.00000
330,0.95204,0.94751,7870452.00000
340,0.98357,0.97915,7870452.00000
350,0.95009,0.94550,7860626.40000
360,0.92141,0.91670,7803858.00000
370,0.92314,0.91890,7800402.00000
380,0.91583,0.91162,7791610.80000
390,0.91006,0.90550,7793692.20000
400,0.90139,0.89665,7792572.00000
410,0.90889,0.90456,7790788.80000
420,0.88650,0.88227,7774376.10000
430,0.84060,0.83592,7465851.00000
440,0.80914,0.80486,7100517.00000
450,0.80630,0.80176,7082915.40000
460,0.80152,0.79682,7070199.60000
470,0.77458,0.77025,7068315.60000
480,0.77056,0.76627,6944262.90000
490,0.84120,0.83675,6947631.00000
500,0.89376,0.88908,7164264.60000
510,0.90432,0.90008,7409877.60000
520,0.93968,0.93533,7792772.10000
530,0.91677,0.91230,7782946.20000
540,0.89900,0.89492,7708882.20000
550,0.92155,0.91576,7631395.80000
560,0.94246,0.93782,7774871.40000
570,0.99314,0.98917,7833945.00000
580,1.21499,1.21069,8015462.10000
590,1.24634,1.24171,8052279.90000
600,1.27957,1.27467,8120811.00000
610,1.24119,1.23659,8118021.00000
620,1.16023,1.15579,8111811.90000
630,1.00305,0.99888,7943511.60000
640,0.95147,0.94650,7721718.60000
650,1.05638,1.05236,7634876.10000
660,1.07064,1.06647,7668963.00000
670,0.98230,0.97788,7623788.40000
680,0.92251,0.91822,7621869.00000
690,0.86332,0.85898,7621161.00000
700,0.84199,0.83797,7657194.90000
710,0.84774,0.84334,7685407.80000
720,0.86682,0.86223,7674967.20000
730,0.86327,0.85909,7627148.40000
740,0.79517,0.79112,7612737.60000
750,0.80779,0.80334,7626187.20000
760,0.85327,0.84905,7597246.20000
