run-id,run-name,output-filepath,renderer-variant,variable,to-use-scene,to-load-texture,use-vfc,scene-path,warmup-frames,measure-frames,auto-terminate,vsync,camera-mode,camera-filepath,camera-keyframe-interval,to-set-start-frame,key-frame,profile-window-frames,window-width,window-height,seed,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,to-remain-only-in-camera,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,scene_source_path,scene_file_size_bytes,scene_ok,scene_message,scene_mesh_count,scene_object_count,scene_material_count,scene_vertex_count,scene_index_count,scene_triangle_count,scene_degenerate_triangle_count,scene_bounds_min_x,scene_bounds_min_y,scene_bounds_min_z,scene_bounds_max_x,scene_bounds_max_y,scene_bounds_max_z,scene_extent_x,scene_extent_y,scene_extent_z,scene_diagonal,scene_bounding_radius,scene_surface_area,scene_min_triangle_area,scene_max_triangle_area,scene_avg_triangle_area,scene_tiny_triangle_count,scene_small_triangle_count,scene_medium_triangle_count,scene_large_triangle_count,scene_mesh_tri_min,scene_mesh_tri_max,scene_mesh_tri_avg,scene_referenced_material_count,scene_material_tri_min,scene_material_tri_max,scene_material_tri_avg,scene_dominant_material_triangle_ratio,scene_texture_reference_count,scene_unique_texture_count,scene_missing_texture_file_count,scene_indices_per_vertex,scene_fits_uint16_indices,scene_triangle_density_bbox_surface
8,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00008.csv,3,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,1,D:/project/TVBPerf/out/build/x64-Release/bin/Release/assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,119845216,1,no-message,132,132,132,2883642,8496360,2832120,29787,-62.458248,-7.561873,-96.481483,111.301956,43.532352,87.936989,173.760204,51.094225,184.418472,258.482884,129.241442,470700.467153,0.000000,2505.504778,0.166201,1342909,1314235,167319,7657,4,485176,21455.454545,132,4,485176,21455.454545,0.171312,274,274,0,2.946399,0,28.126870
