frame,visibility_ms,index_count,predicted_ms,residual_ms
450,0.131054,4918621.2,0.14252995837726387,-0.011475958377263867
670,0.327728,10858999.2,0.3393810715725022,-0.011653071572502172
1190,0.26924200000000004,9099990.0,0.2810913601870204,-0.011849360187020375
60,0.23048600000000002,7933098.0,0.24242311564456567,-0.011937115644565649
230,0.157,5715609.0,0.16894038808948486,-0.01194038808948486
280,0.187366,6632592.6,0.1993272157361055,-0.011961215736105507
1060,0.32761,10864773.0,0.33957240265570376,-0.011962402655703752
40,0.17906,6388479.0,0.19123782581746784,-0.012177825817467847
210,0.17128000000000002,6153959.4,0.1834663600410304,-0.01218636004103038
550,0.12928199999999998,4889201.1,0.14155504071456373,-0.012273040714563754
200,0.175272,6279649.2,0.18763144466145132,-0.012359444661451308
270,0.18681399999999998,6632600.4,0.1993274742110179,-0.012513474211017922
260,0.18675000000000003,6632607.0,0.1993276929205591,-0.012577692920559075
160,0.176896,6344505.0,0.1897806237923362,-0.012884623792336208
1050,0.30284,10146439.8,0.3157684140770144,-0.012928414077014394
460,0.129128,4915782.0,0.1424358735091656,-0.013307873509165596
470,0.12908,4915782.0,0.1424358735091656,-0.013355873509165589
1280,0.25914000000000004,8847516.9,0.2727249547517345,-0.01358495475173449
250,0.185026,6632634.6,0.19932860752409512,-0.014302607524095123
30,0.176888,6388479.0,0.19123782581746784,-0.014349825817467854
1230,0.26671199999999995,9103013.4,0.28119154903958743,-0.01447954903958748
1220,0.26670800000000006,9103005.0,0.28119127068198946,-0.014483270681989402
1320,0.192138,6862126.5,0.20693346633683238,-0.014795466336832375
20,0.176356,6388479.0,0.19123782581746784,-0.01488182581746783
2110,0.30249800000000004,10195232.4,0.31738529394992643,-0.014887293949926383
1160,0.20110199999999998,7146947.4,0.21637180699903766,-0.015269806999037683
610,0.267188,9154439.1,0.28289568407810584,-0.015707684078105855
1310,0.168954,6191688.0,0.1847166031921056,-0.015762603192105595
290,0.183506,6632589.0,0.19932709643999214,-0.015821096439992133
10,0.175152,6388479.0,0.19123782581746784,-0.01608582581746784
1290,0.252526,8728518.0,0.26878159189940276,-0.016255591899402788
660,0.320032,10768835.4,0.33639324076444366,-0.016361240764443674
2220,0.088668,3796645.8,0.10535015155896496,-0.016682151558964964
600,0.208578,7428586.8,0.22570471972102923,-0.01712671972102922
0,0.17393399999999998,6388479.0,0.19123782581746784,-0.017303825817467866
2090,0.29537,10054158.0,0.31271039738890793,-0.017340397388907913
1260,0.263456,9094303.2,0.2809029120932258,-0.017446912093225797
50,0.21456,7620873.9,0.23207669296719038,-0.017516692967190384
1270,0.261694,9091825.2,0.28082079660183834,-0.01912679660183836
1420,0.31131000000000003,10592118.6,0.3305372331500629,-0.01922723315006286
2100,0.29118,10013727.0,0.3113706026220434,-0.02019060262204342
