alu_calc_count,Forward,Forward+Prepass,Deferred,TVB,Deferred+Prepass,TVB+GBuffer
10,11.25,1.6666666666666667,0.0,87.08333333333333,0.0,0.0
20,6.666666666666667,1.6666666666666667,0.0,91.66666666666666,0.0,0.0
40,6.25,1.6666666666666667,0.0,91.66666666666666,0.0,0.4166666666666667
80,5.833333333333333,1.25,0.0,87.08333333333333,0.0,5.833333333333333
160,5.416666666666667,0.8333333333333334,0.0,67.08333333333333,0.0,26.666666666666668
