frame,total,visibility,gbuffer,lighting,index_count
0,0.30437,0.18833,0.08889,0.01703,6388479.00000
10,0.30650,0.18874,0.09096,0.01704,6388479.00000
20,0.30957,0.18938,0.09361,0.01716,6388479.00000
30,0.31376,0.19018,0.09636,0.01757,6388479.00000
40,0.31976,0.19248,0.09952,0.01798,6388479.00000
50,0.35686,0.22505,0.10322,0.01880,7620873.90000
60,0.38795,0.24197,0.11272,0.02238,7933098.00000
70,0.39439,0.24307,0.11729,0.02413,7933098.00000
80,0.39204,0.24172,0.11699,0.02353,7933098.00000
90,0.39088,0.24211,0.11652,0.02244,7933098.00000
100,0.38420,0.23789,0.11606,0.02073,7778540.10000
110,0.34520,0.19735,0.11634,0.02156,6388359.00000
120,0.34523,0.19759,0.11632,0.02145,6388359.00000
130,0.34396,0.19650,0.11631,0.02161,6328608.30000
140,0.34149,0.19495,0.11617,0.02095,6278724.00000
150,0.33929,0.19276,0.11604,0.02092,6278724.00000
160,0.34058,0.19378,0.11638,0.02082,6344505.00000
170,0.34878,0.19952,0.11668,0.02245,6548192.40000
180,0.35364,0.20445,0.11673,0.02305,6654137.70000
190,0.34885,0.20088,0.11636,0.02193,6649594.80000
200,0.33538,0.18944,0.11607,0.02027,6279649.20000
210,0.33210,0.18665,0.11592,0.01982,6153959.40000
220,0.32141,0.17571,0.11651,0.01968,5654925.00000
230,0.31715,0.17264,0.11584,0.01884,5715609.00000
240,0.34591,0.20152,0.11604,0.01880,6556806.00000
250,0.34389,0.19909,0.11580,0.01956,6632634.60000
260,0.34604,0.20176,0.11565,0.01914,6632607.00000
270,0.34476,0.20122,0.11543,0.01862,6632600.40000
280,0.34573,0.20136,0.11574,0.01908,6632592.60000
290,0.34362,0.19922,0.11589,0.01901,6632589.00000
300,0.33470,0.19171,0.11542,0.01791,6086332.20000
310,0.32384,0.18187,0.11505,0.01733,5774538.60000
320,0.32004,0.17837,0.11494,0.01729,5711706.00000
330,0.32100,0.17766,0.11554,0.01764,5522449.20000
340,0.31653,0.17338,0.11572,0.01788,5438616.30000
350,0.31302,0.16988,0.11554,0.01838,5419182.00000
360,0.31146,0.16766,0.11553,0.01871,5369350.80000
370,0.30288,0.15455,0.11607,0.02214,4967546.10000
380,0.29745,0.15070,0.11596,0.02131,4898302.80000
390,0.29457,0.14970,0.11569,0.01963,4809108.60000
400,0.29208,0.14884,0.11572,0.01791,4843965.00000
410,0.29764,0.15327,0.11590,0.01861,4857206.70000
420,0.30070,0.15165,0.11646,0.02269,4924218.00000
430,0.29866,0.14969,0.11641,0.02239,4921590.00000
440,0.29387,0.14828,0.11597,0.02010,4919838.00000
450,0.29225,0.14652,0.11570,0.01993,4918621.20000
460,0.28992,0.14504,0.11558,0.01972,4915782.00000
470,0.28935,0.14460,0.11559,0.01972,4915782.00000
480,0.28717,0.14229,0.11559,0.01974,4724589.90000
490,0.27356,0.12908,0.11542,0.01946,4350555.00000
500,0.27940,0.13451,0.11568,0.01957,4561743.60000
510,0.28486,0.13965,0.11574,0.01988,4649973.00000
520,0.28508,0.13997,0.11591,0.01969,4649973.00000
