frame,total,visibility,resolve,index_count
0,0.25255,0.17395,0.07193,6388479.00000
10,0.25775,0.17456,0.07448,6388479.00000
20,0.25902,0.17498,0.07746,6388479.00000
30,0.26399,0.17639,0.08087,6388479.00000
40,0.27025,0.17841,0.08503,6388479.00000
50,0.31217,0.21642,0.08889,7620873.90000
60,0.33440,0.22994,0.09744,7933098.00000
70,0.33966,0.23164,0.10099,7933098.00000
80,0.33839,0.23035,0.10112,7933098.00000
90,0.33827,0.23042,0.10095,7933098.00000
100,0.33550,0.22828,0.10005,7778540.10000
110,0.29142,0.18360,0.10116,6388359.00000
120,0.29101,0.18220,0.10142,6388359.00000
130,0.28750,0.17965,0.10135,6328608.30000
140,0.28386,0.17652,0.10083,6278724.00000
150,0.28317,0.17586,0.10059,6278724.00000
160,0.28416,0.17604,0.10156,6344505.00000
170,0.29329,0.18453,0.10202,6548192.40000
180,0.30006,0.19129,0.10194,6654137.70000
190,0.29605,0.18825,0.10128,6649594.80000
200,0.28175,0.17384,0.10118,6279649.20000
210,0.27714,0.16964,0.10100,6153959.40000
220,0.26566,0.15824,0.10084,5654925.00000
230,0.26152,0.15470,0.10004,5715609.00000
240,0.29417,0.18569,0.10046,6556806.00000
250,0.29022,0.18309,0.10051,6632634.60000
260,0.29160,0.18501,0.09993,6632607.00000
270,0.29234,0.18620,0.09940,6632600.40000
280,0.29303,0.18552,0.10088,6632592.60000
290,0.28921,0.18228,0.10008,6632589.00000
300,0.27914,0.17347,0.09888,6086332.20000
310,0.26933,0.16414,0.09842,5774538.60000
320,0.26719,0.16196,0.09870,5711706.00000
330,0.26735,0.16148,0.09888,5522449.20000
340,0.26326,0.15777,0.09876,5438616.30000
350,0.25944,0.15330,0.09898,5419182.00000
360,0.25670,0.15045,0.09910,5369350.80000
370,0.24612,0.13865,0.10082,4967546.10000
380,0.24093,0.13369,0.10062,4898302.80000
390,0.24108,0.13435,0.09982,4809108.60000
400,0.24118,0.13502,0.09900,4843965.00000
410,0.24400,0.13761,0.09969,4857206.70000
420,0.24292,0.13604,0.10035,4924218.00000
430,0.24038,0.13400,0.09989,4921590.00000
440,0.24048,0.13435,0.09919,4919838.00000
450,0.23500,0.13013,0.09802,4918621.20000
460,0.23328,0.12855,0.09804,4915782.00000
470,0.23310,0.12827,0.09792,4915782.00000
480,0.22970,0.12548,0.09770,4724589.90000
490,0.22232,0.11607,0.09855,4350555.00000
500,0.22514,0.12047,0.09784,4561743.60000
510,0.22908,0.12428,0.09814,4649973.00000
520,0.22934,0.12430,0.09832,4649973.00000
530,0.23138,0.12422,0.09860,4649973.00000
540,0.22815,0.12303,0.09815,4649973.00000
550,0.23305,0.12839,0.09827,4889201.10000
560,0.23733,0.13141,0.09934,4808830.80000
570,0.23402,0.12910,0.09824,4297629.90000
580,0.21149,0.10762,0.09726,3585789.60000
590,0.24045,0.13433,0.09954,5050871.70000
600,0.31355,0.20631,0.10058,7428586.80000
610,0.37464,0.26611,0.10132,9154439.10000
620,0.39590,0.28540,0.10320,9521362.20000
630,0.39338,0.28214,0.10432,9517167.00000
640,0.39338,0.28166,0.10467,9459631.80000
650,0.39481,0.28271,0.10488,9421272.60000
660,0.43019,0.31800,0.10516,10768835.40000
670,0.43958,0.32720,0.10545,10858999.20000
680,0.44111,0.32830,0.10558,10858885.50000
690,0.43839,0.32785,0.10348,10855368.00000
700,0.44040,0.33036,0.10308,10855368.00000
710,0.44013,0.33061,0.10264,10855368.00000
720,0.43911,0.32966,0.10221,10673067.00000
730,0.43329,0.32682,0.09940,10593060.00000
740,0.42758,0.32301,0.09774,10404744.00000
750,0.42492,0.31910,0.09890,10279200.00000
760,0.43365,0.32472,0.10161,10437937.50000
770,0.44772,0.33483,0.10562,10766673.60000
780,0.45168,0.33840,0.10634,10864798.80000
790,0.42230,0.31022,0.10533,9787313.40000
800,0.41836,0.30712,0.10442,9664446.60000
810,0.41797,0.30734,0.10366,9667598.40000
820,0.41624,0.30554,0.10380,9667593.00000
830,0.42009,0.30968,0.10338,9667602.00000
840,0.42272,0.31247,0.10297,9667602.60000
850,0.42741,0.31781,0.10254,9667603.20000
860,0.42982,0.32042,0.10250,9667607.40000
870,0.44163,0.33389,0.10137,10385949.00000
880,0.46084,0.35572,0.09788,10864839.00000
890,0.46389,0.35875,0.09790,10864839.00000
900,0.46722,0.36143,0.09891,10864835.40000
910,0.46815,0.35878,0.10246,10864828.20000
920,0.45888,0.34986,0.10210,10864825.20000
930,0.45686,0.34852,0.10159,10864821.00000
940,0.45684,0.34776,0.10224,10864821.00000
950,0.45798,0.34835,0.10271,10864821.00000
960,0.45557,0.34527,0.10312,10864818.00000
970,0.45204,0.34177,0.10330,10864786.20000
980,0.44319,0.33434,0.10160,10864773.00000
990,0.44416,0.33560,0.10168,10864773.00000
1000,0.44499,0.33723,0.10078,10625328.60000
1010,0.41538,0.30758,0.10072,9667551.00000
1020,0.40934,0.30048,0.10130,9667551.00000
1030,0.40207,0.29434,0.10083,9667551.00000
1040,0.40480,0.29636,0.10095,9667551.00000
1050,0.40983,0.30099,0.10176,10146439.80000
1060,0.43404,0.32486,0.10240,10864773.00000
1070,0.44092,0.33031,0.10355,10864773.00000
1080,0.42005,0.31030,0.10271,10025094.60000
1090,0.38820,0.28028,0.10076,9329834.40000
1100,0.38726,0.27890,0.10087,9156234.00000
1110,0.38490,0.27668,0.10093,9156234.00000
1120,0.38462,0.27697,0.10056,9156234.00000
1130,0.38333,0.27582,0.10010,9153888.00000
1140,0.37071,0.26310,0.09927,8888382.00000
1150,0.31122,0.20436,0.09971,6681090.00000
1160,0.30772,0.20044,0.10032,7146947.40000
1170,0.38446,0.27744,0.09976,9101922.00000
1180,0.37463,0.26758,0.09961,9097980.00000
1190,0.37595,0.26897,0.09973,9099990.00000
1200,0.37904,0.27231,0.09970,9103005.00000
1210,0.37671,0.26967,0.09966,9103881.00000
1220,0.37427,0.26710,0.09968,9103005.00000
1230,0.37141,0.26483,0.09944,9103013.40000
1240,0.37626,0.27015,0.09898,9103039.20000
1250,0.37619,0.26983,0.09907,9100531.50000
1260,0.36791,0.26135,0.09940,9094303.20000
1270,0.36632,0.26018,0.09906,9091825.20000
1280,0.36334,0.25752,0.09859,8847516.90000
1290,0.35701,0.25207,0.09760,8728518.00000
1300,0.34696,0.24128,0.09878,8236771.20000
1310,0.27378,0.16815,0.09867,6191688.00000
1320,0.29577,0.19037,0.09857,6862126.50000
1330,0.27410,0.16963,0.09750,5573805.00000
1340,0.28134,0.17970,0.09417,6060954.00000
1350,0.31743,0.21417,0.09587,6881545.80000
1360,0.39491,0.29350,0.09421,9634320.90000
1370,0.43906,0.33613,0.09534,10864779.00000
1380,0.44434,0.33743,0.09991,10864773.60000
1390,0.43974,0.33510,0.09758,10864773.00000
1400,0.44046,0.33473,0.09888,10864774.80000
1410,0.41471,0.31800,0.08941,10566703.20000
