frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,2.10633,0.11175,1.78474,0.12505,0.05534,2955774.10000
60,1.58431,0.09018,1.33172,0.10372,0.04109,3390293.45000
120,1.29400,0.05087,1.08852,0.09741,0.03837,1763572.05000
180,1.15748,0.05180,0.94673,0.09910,0.03802,1334104.85000
240,0.97965,0.05017,0.77824,0.09958,0.03774,1563999.05000
300,0.82997,0.04214,0.63920,0.09751,0.03733,942806.45000
360,1.21535,0.03717,1.02016,0.09971,0.03801,651664.20000
420,1.27654,0.03123,1.08524,0.10039,0.03803,531526.60000
480,1.07558,0.02126,0.90427,0.09834,0.03773,335265.25000
540,0.97914,0.02529,0.80641,0.09177,0.03798,394504.35000
