frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,1.47497,0.14105,0.02774,0.00219,0.03807,1.09027,0.10125,0.03967,2955774.10000
60,1.53644,0.15264,0.02933,0.00216,0.04187,1.14234,0.09795,0.03828,3390293.45000
120,1.40166,0.09583,0.02799,0.00217,0.04076,1.06477,0.09727,0.03809,1763572.05000
180,1.33915,0.08876,0.02758,0.00253,0.04012,1.01525,0.09823,0.03777,1334104.85000
240,1.18138,0.09763,0.02752,0.00261,0.04008,0.85090,0.09886,0.03771,1563999.05000
300,0.99502,0.08974,0.02732,0.00261,0.03955,0.67414,0.09654,0.03734,942806.45000
360,1.34958,0.07509,0.02766,0.00263,0.04008,1.03926,0.10130,0.03823,651664.20000
420,1.46139,0.06788,0.02782,0.00271,0.04011,1.16007,0.09950,0.03830,531526.60000
480,1.19342,0.06009,0.02758,0.00257,0.03950,0.89749,0.09698,0.03768,335265.25000
540,1.09873,0.06389,0.02740,0.00245,0.03962,0.81048,0.08979,0.03822,394504.35000
