frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,1.55731,0.08758,1.29881,0.10513,0.04342,2955774.10000
60,1.42998,0.08293,1.19665,0.09742,0.03812,3390293.45000
120,1.29645,0.05115,1.09054,0.09753,0.03823,1763572.05000
180,1.15277,0.05179,0.94880,0.09748,0.03799,1334104.85000
240,0.98108,0.05025,0.78217,0.09450,0.03801,1563999.05000
300,0.82318,0.04209,0.64127,0.08810,0.03763,942806.45000
360,1.17873,0.03718,0.99674,0.09042,0.03808,651664.20000
420,1.26926,0.03124,1.08819,0.09220,0.03801,531526.60000
480,1.07319,0.02141,0.90544,0.09235,0.03748,335265.25000
540,0.97592,0.02529,0.80389,0.09210,0.03804,394504.35000
