renderer_name,factor,min_marginal_mean_ms,max_marginal_mean_ms,marginal_range_ms,marginal_range_percent_of_mean
DonutDeferredPrepass,geometry-div,0.05821703703703704,0.06597333333333333,0.007756296296296289,12.485343741429803
DonutDeferredPrepass,material-assign-diversity,0.06210037037037037,0.062138148148148144,3.777777777777547e-05,0.0608110525081541
DonutDeferredPrepass,material-assign-locality,0.062070370370370366,0.062150740740740736,8.037037037036954e-05,0.12937253327715795
DonutDeferredPrepass,material-assign-max-open,0.06210962962962963,0.062130740740740736,2.1111111111103698e-05,0.033982646989840964
DonutVisGBuffer,geometry-div,0.1148462962962963,0.11852407407407407,0.00367777777777778,3.15172059187599
DonutVisGBuffer,material-assign-diversity,0.11667037037037037,0.11671925925925926,4.888888888888998e-05,0.041895983698654556
DonutVisGBuffer,material-assign-locality,0.11665,0.11671925925925926,6.925925925925502e-05,0.059352643573088996
DonutVisGBuffer,material-assign-max-open,0.11651296296296296,0.11691592592592592,0.0004029629629629661,0.3453244716979962
