frame,total,visibility,resolve,index_count
0,0.37117,0.17366,0.19031,6388479.00000
10,0.37969,0.17450,0.19870,6388479.00000
20,0.39379,0.17614,0.20941,6388479.00000
30,0.40313,0.17680,0.21992,6388479.00000
40,0.41922,0.17870,0.23346,6388479.00000
50,0.46551,0.21379,0.24456,7620873.90000
60,0.50884,0.23029,0.27147,7933098.00000
70,0.52146,0.23209,0.28230,7933098.00000
80,0.52039,0.23064,0.28271,7933098.00000
90,0.52043,0.23058,0.28294,7933098.00000
100,0.51866,0.22841,0.28279,7778540.10000
110,0.47443,0.18391,0.28376,6388359.00000
120,0.47201,0.18129,0.28384,6388359.00000
130,0.47055,0.17994,0.28418,6328608.30000
140,0.46948,0.17875,0.28394,6278724.00000
150,0.46656,0.17610,0.28397,6278724.00000
160,0.46817,0.17665,0.28438,6344505.00000
170,0.47492,0.18436,0.28382,6548192.40000
180,0.48126,0.19105,0.28357,6654137.70000
190,0.47927,0.18912,0.28318,6649594.80000
200,0.46566,0.17486,0.28404,6279649.20000
210,0.46184,0.17103,0.28418,6153959.40000
220,0.44796,0.15762,0.28380,5654925.00000
230,0.44603,0.15628,0.28328,5715609.00000
240,0.47719,0.18675,0.28388,6556806.00000
250,0.47430,0.18352,0.28405,6632634.60000
260,0.47686,0.18647,0.28380,6632607.00000
270,0.47761,0.18682,0.28347,6632600.40000
280,0.47702,0.18692,0.28352,6632592.60000
290,0.47276,0.18257,0.28345,6632589.00000
300,0.46420,0.17398,0.28359,6086332.20000
310,0.45552,0.16614,0.28273,5774538.60000
320,0.45269,0.16322,0.28266,5711706.00000
330,0.45221,0.16298,0.28228,5522449.20000
340,0.44741,0.15878,0.28192,5438616.30000
350,0.44376,0.15401,0.28249,5419182.00000
360,0.44048,0.15164,0.28231,5369350.80000
370,0.43118,0.14142,0.28296,4967546.10000
380,0.43390,0.14310,0.28326,4898302.80000
390,0.42825,0.13822,0.28295,4809108.60000
400,0.42426,0.13535,0.28206,4843965.00000
410,0.42794,0.13852,0.28236,4857206.70000
420,0.42705,0.13751,0.28301,4924218.00000
430,0.42444,0.13477,0.28275,4921590.00000
440,0.42232,0.13339,0.28187,4919838.00000
450,0.41946,0.13103,0.28186,4918621.20000
460,0.41861,0.12888,0.28279,4915782.00000
470,0.41870,0.12914,0.28287,4915782.00000
480,0.41752,0.12690,0.28322,4724589.90000
490,0.40624,0.11677,0.28273,4350555.00000
500,0.41118,0.12120,0.28298,4561743.60000
510,0.41541,0.12512,0.28333,4649973.00000
520,0.41374,0.12534,0.28156,4649973.00000
530,0.41278,0.12349,0.28266,4649973.00000
540,0.41362,0.12415,0.28267,4649973.00000
550,0.41783,0.12929,0.28179,4889201.10000
560,0.41947,0.13277,0.27977,4808830.80000
570,0.41722,0.13012,0.28035,4297629.90000
580,0.39514,0.10847,0.27978,3585789.60000
590,0.42154,0.13562,0.27907,5050871.70000
600,0.49702,0.20829,0.28176,7428586.80000
610,0.55316,0.26729,0.27824,9154439.10000
620,0.57399,0.28747,0.27932,9521362.20000
630,0.57390,0.28447,0.28263,9517167.00000
640,0.57255,0.28300,0.28312,9459631.80000
650,0.57319,0.28422,0.28165,9421272.60000
660,0.60934,0.31980,0.28242,10768835.40000
670,0.61965,0.32877,0.28302,10858999.20000
680,0.61843,0.32959,0.28188,10858885.50000
690,0.61808,0.33064,0.27990,10855368.00000
700,0.61498,0.33067,0.27720,10855368.00000
710,0.61388,0.33235,0.27429,10855368.00000
720,0.60949,0.33172,0.27105,10673067.00000
730,0.60035,0.32969,0.26409,10593060.00000
740,0.59191,0.32437,0.26034,10404744.00000
750,0.59312,0.32064,0.26505,10279200.00000
760,0.60736,0.32608,0.27405,10437937.50000
770,0.62512,0.33636,0.28164,10766673.60000
780,0.62952,0.34030,0.28250,10864798.80000
790,0.60003,0.31161,0.28168,9787313.40000
800,0.59905,0.30930,0.28305,9664446.60000
810,0.59553,0.30950,0.27868,9667598.40000
820,0.59618,0.30770,0.28154,9667593.00000
830,0.59625,0.31020,0.27940,9667602.00000
840,0.60447,0.31498,0.28270,9667602.60000
850,0.60853,0.31849,0.28316,9667603.20000
860,0.61245,0.32198,0.28327,9667607.40000
870,0.62308,0.33324,0.28267,10385949.00000
880,0.64695,0.35692,0.28318,10864839.00000
