frame,total,forward,index_count
0,0.84952,0.84547,6388479.00000
10,0.87964,0.87564,6388479.00000
20,0.89807,0.89384,6388479.00000
30,0.89615,0.89219,6388479.00000
40,0.93177,0.92575,6388479.00000
50,1.03953,1.03535,7620873.90000
60,1.16365,1.15926,7933098.00000
70,1.20204,1.19779,7933098.00000
80,1.23728,1.23302,7933098.00000
90,1.21510,1.21085,7933098.00000
100,1.26355,1.25922,7778540.10000
110,1.11659,1.11251,6388359.00000
120,1.07460,1.07049,6388359.00000
130,1.06416,1.06007,6328608.30000
140,1.10586,1.10201,6278724.00000
150,1.05459,1.05062,6278724.00000
160,1.01740,1.01322,6344505.00000
170,1.03033,1.02632,6548192.40000
180,1.05778,1.05388,6654137.70000
190,1.10482,1.10074,6649594.80000
200,1.18832,1.18430,6279649.20000
210,1.12601,1.12222,6153959.40000
220,1.13199,1.12794,5654925.00000
230,1.15594,1.15197,5715609.00000
240,1.20953,1.20564,6556806.00000
250,1.09283,1.08842,6632634.60000
260,1.15449,1.15027,6632607.00000
270,1.19310,1.18874,6632600.40000
280,1.15536,1.15126,6632592.60000
290,1.11894,1.11495,6632589.00000
300,1.11461,1.11050,6086332.20000
310,1.07198,1.06769,5774538.60000
320,1.15471,1.15065,5711706.00000
330,1.22170,1.21772,5522449.20000
340,1.17856,1.17445,5438616.30000
350,1.07396,1.07011,5419182.00000
360,1.04155,1.03766,5369350.80000
370,1.01986,1.01565,4967546.10000
380,0.92209,0.91832,4898302.80000
390,0.83351,0.82955,4809108.60000
400,0.86304,0.85892,4843965.00000
410,0.88097,0.87725,4857206.70000
420,0.97652,0.97247,4924218.00000
430,0.99817,0.99416,4921590.00000
440,0.85514,0.85116,4919838.00000
450,0.92189,0.91751,4918621.20000
460,0.78932,0.78506,4915782.00000
470,0.76848,0.76447,4915782.00000
480,0.80609,0.80190,4724589.90000
490,0.64296,0.63889,4350555.00000
500,0.74901,0.74496,4561743.60000
510,0.72772,0.72364,4649973.00000
520,0.70485,0.70104,4649973.00000
530,0.72587,0.72185,4649973.00000
540,0.73106,0.72719,4649973.00000
550,0.79734,0.79312,4889201.10000
560,0.82509,0.82109,4808830.80000
570,0.81596,0.81179,4297629.90000
580,0.84928,0.84519,3585789.60000
590,0.84696,0.84272,5050871.70000
600,1.24188,1.23707,7428586.80000
610,1.24644,1.24190,9154439.10000
620,1.35434,1.34985,9521362.20000
630,1.33921,1.33469,9517167.00000
640,1.31371,1.30906,9459631.80000
650,1.37440,1.36952,9421272.60000
660,1.45757,1.45290,10768835.40000
670,1.45402,1.44947,10858999.20000
680,1.39782,1.39347,10858885.50000
690,1.38176,1.37692,10855368.00000
700,1.42253,1.41792,10855368.00000
710,1.44548,1.44096,10855368.00000
720,1.41488,1.41066,10673067.00000
730,1.36958,1.36467,10593060.00000
740,1.35547,1.35135,10404744.00000
750,1.41760,1.41344,10279200.00000
760,1.53560,1.53120,10437937.50000
770,1.59886,1.59457,10766673.60000
780,1.62714,1.62245,10864798.80000
790,1.61166,1.60724,9787313.40000
800,1.65781,1.65344,9664446.60000
810,1.64028,1.63587,9667598.40000
820,1.62015,1.61516,9667593.00000
830,1.68686,1.68221,9667602.00000
840,1.76886,1.76460,9667602.60000
850,1.84583,1.84134,9667603.20000
860,1.84406,1.83967,9667607.40000
870,1.70887,1.70454,10385949.00000
880,1.99275,1.98835,10864839.00000
890,2.06610,2.06151,10864839.00000
900,2.14726,2.14282,10864835.40000
910,2.20031,2.19565,10864828.20000
920,2.01300,2.00846,10864825.20000
930,2.04933,2.04470,10864821.00000
940,2.00829,2.00354,10864821.00000
950,2.00140,1.99656,10864821.00000
960,2.04927,2.04413,10864818.00000
970,1.99862,1.99427,10864786.20000
980,1.96060,1.92658,10864773.00000
990,1.91120,1.90626,10864773.00000
1000,1.87390,1.86915,10625328.60000
1010,1.75082,1.74655,9667551.00000
1020,1.69665,1.69215,9667551.00000
1030,1.61237,1.60776,9667551.00000
1040,1.53863,1.53390,9667551.00000
1050,1.44493,1.44038,10146439.80000
1060,1.47376,1.46893,10864773.00000
1070,1.53303,1.52793,10864773.00000
1080,1.54711,1.54216,10025094.60000
1090,1.56696,1.56253,9329834.40000
1100,1.59543,1.59038,9156234.00000
1110,1.60404,1.59895,9156234.00000
1120,1.62617,1.62152,9156234.00000
1130,1.75571,1.75128,9153888.00000
1140,1.69821,1.69386,8888382.00000
1150,1.41324,1.40895,6681090.00000
1160,1.44272,1.43867,7146947.40000
1170,1.54130,1.53672,9101922.00000
1180,1.50160,1.49682,9097980.00000
1190,1.55830,1.55334,9099990.00000
1200,1.64868,1.64383,9103005.00000
1210,1.70089,1.69621,9103881.00000
1220,1.63232,1.62764,9103005.00000
1230,1.58962,1.58507,9103013.40000
1240,1.61000,1.60551,9103039.20000
1250,1.62756,1.62222,9100531.50000
1260,1.53822,1.53344,9094303.20000
1270,1.54182,1.53696,9091825.20000
1280,1.63635,1.63189,8847516.90000
1290,1.44592,1.44150,8728518.00000
1300,1.24614,1.24163,8236771.20000
1310,1.33705,1.33295,6191688.00000
1320,1.52148,1.51702,6862126.50000
1330,1.40937,1.40539,5573805.00000
1340,1.49130,1.48727,6060954.00000
1350,1.60139,1.59712,6881545.80000
1360,2.16667,2.16217,9634320.90000
1370,1.92806,1.92326,10864779.00000
1380,1.92563,1.92109,10864773.60000
1390,1.94610,1.94144,10864773.00000
1400,1.99250,1.98791,10864774.80000
1410,1.94273,1.93827,10566703.20000
1420,1.69619,1.69164,10592118.60000
1430,1.88979,1.88490,10864791.00000
1440,1.83376,1.82939,10864798.20000
1450,1.84058,1.83552,10864803.00000
1460,1.81098,1.80650,10864803.00000
1470,1.82002,1.81524,10864803.00000
1480,1.82614,1.82155,10864807.80000
1490,1.88665,1.88226,10864813.20000
1500,1.87165,1.86718,10864818.60000
1510,1.90435,1.89979,10864824.00000
1520,1.86604,1.86169,10864827.00000
1530,1.74745,1.74269,10864822.20000
1540,1.62662,1.62211,10864824.00000
1550,1.60220,1.59770,10864827.00000
1560,1.56244,1.55830,10864828.20000
1570,1.50705,1.50250,10869039.60000
1580,1.42777,1.42324,10951032.60000
1590,1.39464,1.39004,10974487.80000
1600,1.31502,1.31044,10974497.40000
1610,1.27029,1.26579,10974504.00000
1620,1.20201,1.19714,10974501.00000
1630,1.16451,1.15966,10974495.00000
1640,1.07994,1.07565,10974492.00000
1650,1.08006,1.07582,10974492.00000
1660,1.04970,1.04527,10974493.80000
1670,1.03750,1.03274,10974916.20000
1680,1.03820,1.03344,11108102.10000
1690,0.98082,0.97604,11241013.20000
1700,0.94432,0.94005,11241018.60000
1710,0.89530,0.89117,11241024.00000
1720,0.90216,0.89797,11241025.80000
1730,0.85573,0.85120,11241037.20000
1740,0.79866,0.79414,11241052.20000
1750,0.75916,0.75464,11241054.00000
1760,0.72093,0.71668,11241054.00000
