frame,total,geometry,lighting,index_count
1310,2.63956,2.61250,0.01984,6191688.00000
1320,2.83232,2.80257,0.02186,6862126.50000
1330,3.11366,3.08898,0.01742,5573805.00000
1340,2.84562,2.82198,0.01640,6060954.00000
1350,3.19443,3.16945,0.01791,6881545.80000
1360,4.01850,3.98720,0.02291,9634320.90000
1370,3.80391,3.76652,0.02986,10864779.00000
1380,3.70964,3.67006,0.03160,10864773.60000
1390,3.94819,3.90801,0.03271,10864773.00000
1400,4.19166,4.15042,0.03208,10864774.80000
1410,3.73778,3.70578,0.02448,10566703.20000
1420,3.44127,3.41292,0.02118,10592118.60000
1430,3.77334,3.74092,0.02489,10864791.00000
1440,3.81572,3.78305,0.02507,10864798.20000
1450,3.62319,3.58980,0.02592,10864803.00000
1460,3.72466,3.69058,0.02690,10864803.00000
1470,3.61736,3.58215,0.02780,10864803.00000
1480,3.71153,3.67588,0.02832,10864807.80000
1490,3.71711,3.68171,0.02805,10864813.20000
1500,3.84052,3.80641,0.02668,10864818.60000
1510,3.75659,3.72462,0.02484,10864824.00000
1520,3.70662,3.67508,0.02425,10864827.00000
1530,3.40526,3.37438,0.02364,10864822.20000
1540,3.19384,3.16366,0.02294,10864824.00000
1550,3.13402,3.10388,0.02298,10864827.00000
1560,3.02669,2.99610,0.02341,10864828.20000
1570,2.87314,2.84128,0.02471,10869039.60000
1580,2.74895,2.71516,0.02680,10951032.60000
1590,2.66078,2.62382,0.03003,10974487.80000
1600,2.49436,2.45648,0.03077,10974497.40000
1610,2.36629,2.32953,0.02968,10974504.00000
1620,2.27027,2.23509,0.02802,10974501.00000
1630,2.16685,2.13362,0.02599,10974495.00000
1640,2.04191,2.00953,0.02507,10974492.00000
1650,2.01270,1.98012,0.02522,10974492.00000
1660,1.94502,1.91275,0.02458,10974493.80000
1670,1.92576,1.89434,0.02393,10974916.20000
1680,1.93567,1.90449,0.02398,11108102.10000
1690,1.79426,1.76309,0.02376,11241013.20000
1700,1.72692,1.69690,0.02235,11241018.60000
1710,1.66222,1.63425,0.02071,11241024.00000
1720,1.62233,1.59605,0.01917,11241025.80000
1730,1.56744,1.54198,0.01799,11241037.20000
1740,1.44420,1.41945,0.01718,11241052.20000
1750,1.37118,1.34702,0.01655,11241054.00000
1760,1.33578,1.31208,0.01624,11241054.00000
1770,1.26927,1.24591,0.01622,11241054.00000
1780,1.28946,1.26564,0.01613,11241054.00000
1790,1.25222,1.22914,0.01592,11241054.00000
1800,1.23393,1.21036,0.01580,11241054.00000
1810,1.25627,1.23294,0.01587,11241049.80000
1820,1.26938,1.24615,0.01568,11241039.60000
1830,1.31962,1.29635,0.01590,11241032.40000
1840,1.36418,1.34037,0.01607,11241024.00000
1850,1.39222,1.36808,0.01642,11241018.00000
1860,1.46209,1.43760,0.01693,11241019.80000
1870,1.57048,1.54644,0.01693,11241019.80000
1880,1.61748,1.59233,0.01766,11241012.60000
1890,1.70695,1.68000,0.01831,11241006.00000
1900,1.81642,1.78941,0.01947,11241003.00000
1910,1.95287,1.92455,0.02078,11240994.00000
1920,2.00790,1.97820,0.02258,11240985.60000
1930,2.11319,2.08207,0.02390,11240971.20000
1940,2.19116,2.15804,0.02592,11240961.00000
1950,2.25427,2.21985,0.02716,11240949.00000
1960,2.27332,2.23688,0.02907,11240934.60000
1970,2.43711,2.39885,0.03074,11240930.40000
1980,2.56366,2.52531,0.03146,11161169.70000
1990,2.54171,2.50720,0.02756,10974408.00000
2000,2.61727,2.58454,0.02558,10974408.00000
2010,2.81443,2.78186,0.02514,10974408.00000
2020,2.99231,2.95918,0.02552,10974408.00000
2030,3.14896,3.11782,0.02377,10974408.00000
2040,3.05703,3.02707,0.02210,10973341.80000
2050,3.20911,3.17984,0.02209,10972275.60000
2060,3.40294,3.37217,0.02350,10974408.00000
2070,3.56626,3.53446,0.02438,10846963.80000
2080,3.29021,3.25914,0.02299,10364410.50000
2090,3.04515,3.01677,0.02116,10054158.00000
2100,3.04736,3.01735,0.02118,10013727.00000
2110,3.05646,3.02593,0.02319,10195232.40000
2120,3.59336,3.55988,0.02578,10491190.80000
2130,3.59672,3.56220,0.02672,10491226.80000
2140,4.04699,4.01208,0.02692,10606616.40000
2150,3.77292,3.73416,0.03119,10839546.30000
2160,3.93058,3.89812,0.02499,10082360.10000
2170,2.91646,2.89206,0.01700,7223112.00000
2180,2.99530,2.97092,0.01720,6549874.20000
2190,3.14880,3.12406,0.01723,6266152.50000
2200,2.08204,2.05884,0.01624,5132634.90000
2210,1.04006,1.01882,0.01426,3836330.40000
2220,0.45336,0.43248,0.01417,3796645.80000
2230,0.17654,0.15569,0.01416,2713873.80000
2240,0.07925,0.05809,0.01421,1232427.90000
2250,0.03594,0.01432,0.01428,384978.60000
2260,0.05382,0.03262,0.01421,521978.40000
2270,0.20556,0.18443,0.01414,2713873.80000
2280,0.13618,0.11535,0.01414,1252506.00000
2290,0.09243,0.07154,0.01415,1252506.00000
2300,0.03634,0.01497,0.01460,130779.00000
2310,0.02656,0.00512,0.01482,0.00000
2320,0.02662,0.00511,0.01477,0.00000
2330,0.02663,0.00516,0.01476,0.00000
2340,0.02660,0.00505,0.01480,0.00000
2350,0.02637,0.00493,0.01480,0.00000
2360,0.02644,0.00500,0.01477,0.00000
2370,0.02662,0.00508,0.01477,0.00000
2380,0.02661,0.00504,0.01480,0.00000
2390,0.02654,0.00508,0.01479,0.00000
