frame,total,depth_prepass,forward,index_count
0,2.02037,0.08507,1.92540,6388479.00000
10,2.17574,0.09002,2.03488,6388479.00000
20,2.10176,0.08558,1.98685,6388479.00000
30,2.30304,0.09110,2.17163,6388479.00000
40,2.25066,0.08648,2.11953,6388479.00000
50,2.77029,0.10986,2.58513,7620873.90000
60,3.03397,0.12108,2.90016,7933098.00000
70,3.27036,0.12220,3.14130,7933098.00000
80,3.24198,0.12195,3.11060,7933098.00000
90,3.14418,0.12838,3.00354,7933098.00000
100,3.29722,0.15627,3.13350,7778540.10000
110,3.37903,0.13109,3.22107,6388359.00000
120,3.15222,0.12070,3.01996,6388359.00000
130,3.13261,0.13450,2.98854,6328608.30000
140,2.84429,0.12664,2.68985,6278724.00000
150,3.03149,0.12245,2.89655,6278724.00000
160,3.04638,0.12637,2.90812,6344505.00000
170,2.86174,0.12292,2.72598,6548192.40000
180,3.06873,0.13586,2.92268,6654137.70000
190,3.03439,0.14217,2.86199,6649594.80000
200,3.17423,0.11816,3.04707,6279649.20000
210,3.15284,0.13105,2.99452,6153959.40000
220,3.32989,0.10973,3.17660,5654925.00000
230,2.87832,0.11240,2.73238,5715609.00000
240,2.56921,0.09569,2.46187,6556806.00000
250,2.77325,0.09597,2.63856,6632634.60000
260,2.77773,0.12405,2.64730,6632607.00000
270,2.76058,0.13327,2.55093,6632600.40000
280,3.12936,0.12812,2.99072,6632592.60000
290,3.03309,0.13391,2.88802,6632589.00000
300,2.38551,0.11694,2.03252,6086332.20000
310,2.26111,0.12290,1.93733,5774538.60000
320,2.15514,0.11851,1.93055,5711706.00000
330,2.21802,0.08806,2.06040,5522449.20000
340,2.33165,0.08213,2.23862,5438616.30000
350,2.56610,0.10487,2.30806,5419182.00000
360,2.35333,0.08922,2.25322,5369350.80000
370,2.77262,0.07618,2.67696,4967546.10000
380,2.69889,0.07760,2.61386,4898302.80000
390,2.44210,0.07578,2.32115,4809108.60000
400,2.28110,0.07187,2.16797,4843965.00000
410,2.40144,0.07654,2.25735,4857206.70000
420,2.85744,0.07640,2.77064,4924218.00000
430,3.10194,0.07492,3.02030,4921590.00000
440,2.70505,0.06774,2.62683,4919838.00000
450,3.01765,0.07024,2.91043,4918621.20000
460,2.59140,0.07050,2.48211,4915782.00000
470,2.47589,0.07018,2.36513,4915782.00000
480,2.86065,0.06506,2.75492,4724589.90000
490,2.22670,0.06200,2.15234,4350555.00000
500,2.65569,0.06451,2.54598,4561743.60000
510,2.64165,0.06669,2.54675,4649973.00000
520,2.55730,0.06646,2.44666,4649973.00000
530,2.69427,0.06600,2.61736,4649973.00000
540,2.69772,0.06289,2.62478,4649973.00000
550,2.63154,0.07007,2.55128,4889201.10000
