frame,total,depth_prepass,geometry,lighting,index_count
0,2.03283,0.12650,1.84262,0.01954,6388479.00000
10,2.14108,0.12781,1.98184,0.02005,6388479.00000
20,2.19176,0.12798,2.03351,0.01981,6388479.00000
30,2.26697,0.12819,2.10291,0.02013,6388479.00000
40,2.42333,0.12877,2.24622,0.02064,6388479.00000
50,2.77988,0.15215,2.59371,0.02276,7620873.90000
60,3.23806,0.16089,3.03831,0.02799,7933098.00000
70,3.37660,0.16070,3.17694,0.02837,7933098.00000
80,3.17392,0.15926,2.97524,0.02780,7933098.00000
90,3.33262,0.15972,3.13684,0.02626,7933098.00000
100,3.54918,0.15894,3.35432,0.02491,7778540.10000
110,2.96655,0.12880,2.77379,0.02332,6388359.00000
120,2.81506,0.12843,2.65210,0.02304,6388359.00000
130,2.61653,0.12784,2.45502,0.02303,6328608.30000
140,2.53737,0.12783,2.37627,0.02288,6278724.00000
150,2.80254,0.12744,2.63749,0.02336,6278724.00000
160,2.75703,0.13156,2.56611,0.02585,6344505.00000
170,2.70626,0.13732,2.50002,0.02238,6548192.40000
180,2.74728,0.14100,2.53688,0.02490,6654137.70000
190,2.71162,0.13689,2.54083,0.02313,6649594.80000
200,2.85583,0.13012,2.65766,0.02382,6279649.20000
210,2.83506,0.12941,2.67323,0.02360,6153959.40000
220,2.99740,0.11718,2.84488,0.02549,5654925.00000
230,2.46949,0.11532,2.32288,0.02084,5715609.00000
240,2.63831,0.13345,2.44409,0.02484,6556806.00000
250,2.77936,0.13684,2.60757,0.02440,6632634.60000
260,2.61482,0.13572,2.44602,0.02246,6632607.00000
270,2.73656,0.13593,2.53317,0.02142,6632600.40000
280,2.75923,0.13637,2.55628,0.02476,6632592.60000
290,2.81864,0.13809,2.60973,0.02600,6632589.00000
300,2.20213,0.12626,2.04696,0.01886,6086332.20000
310,2.06761,0.11980,1.91962,0.01817,5774538.60000
320,2.05374,0.11726,1.90714,0.01842,5711706.00000
330,2.16940,0.11487,2.02427,0.01940,5522449.20000
340,2.32661,0.11612,2.17966,0.02010,5438616.30000
350,2.38982,0.11843,2.24013,0.02026,5419182.00000
360,2.36021,0.11589,2.21366,0.01995,5369350.80000
370,2.77552,0.10688,2.63614,0.02172,4967546.10000
380,2.68246,0.10562,2.54554,0.02058,4898302.80000
390,2.47348,0.10558,2.33355,0.02196,4809108.60000
400,2.33367,0.10394,2.19940,0.01876,4843965.00000
410,2.40680,0.10506,2.27002,0.01923,4857206.70000
420,2.90629,0.10442,2.76767,0.02320,4924218.00000
430,2.95341,0.10390,2.81538,0.02294,4921590.00000
