frame,total,forward,index_count
1640,8.05798,8.05316,10974492.00000
1650,7.97641,7.97122,10974492.00000
1660,7.48522,7.48001,10974493.80000
1670,7.27051,7.26589,10974916.20000
1680,7.14124,7.13640,11108102.10000
1690,6.65665,6.65228,11241013.20000
1700,6.52722,6.52249,11241018.60000
1710,6.45372,6.44905,11241024.00000
1720,6.16142,6.15658,11241025.80000
1730,5.90348,5.89874,11241037.20000
1740,5.35023,5.34535,11241052.20000
1750,4.94186,4.93754,11241054.00000
1760,4.80807,4.77378,11241054.00000
1770,4.65168,4.64731,11241054.00000
1780,4.61738,4.61317,11241054.00000
1790,4.53305,4.52885,11241054.00000
1800,4.47669,4.47220,11241054.00000
1810,4.73430,4.72946,11241049.80000
1820,4.74402,4.73910,11241039.60000
1830,4.98597,4.98122,11241032.40000
1840,5.01575,5.01121,11241024.00000
1850,5.22493,5.22040,11241018.00000
1860,5.29775,5.29297,11241019.80000
1870,5.67584,5.67133,11241019.80000
1880,6.12524,6.11596,11241012.60000
1890,6.55543,6.55094,11241006.00000
1900,7.01967,6.99746,11241003.00000
1910,7.22573,7.22068,11240994.00000
1920,7.49041,7.48567,11240985.60000
1930,7.83622,7.83154,11240971.20000
1940,8.29512,8.29010,11240961.00000
1950,8.32982,8.32509,11240949.00000
1960,9.22966,9.22462,11240934.60000
1970,9.66876,9.66352,11240930.40000
1980,9.71748,9.71286,11161169.70000
1990,9.83107,9.80638,10974408.00000
2000,10.50910,10.50414,10974408.00000
2010,10.99745,10.99217,10974408.00000
2020,11.97912,11.95215,10974408.00000
2030,11.70092,11.69567,10974408.00000
2040,12.31483,12.30963,10973341.80000
2050,12.59188,12.58670,10972275.60000
2060,13.33812,13.33293,10974408.00000
2070,13.76633,13.76150,10846963.80000
2080,12.65723,12.65225,10364410.50000
2090,10.68380,10.67872,10054158.00000
2100,12.04202,12.03659,10013727.00000
2110,12.66351,12.65841,10195232.40000
2120,13.94964,13.94464,10491190.80000
2130,15.29744,15.29189,10491226.80000
2140,16.37042,16.36550,10606616.40000
2150,15.35218,15.31774,10839546.30000
2160,13.79436,13.78908,10082360.10000
2170,10.44576,10.44094,7223112.00000
2180,10.31616,10.31102,6549874.20000
2190,12.39562,12.39110,6266152.50000
2200,7.92948,7.89648,5132634.90000
2210,3.95800,3.92484,3836330.40000
2220,1.52972,1.52542,3796645.80000
2230,0.46167,0.45778,2713873.80000
2240,0.17529,0.17122,1232427.90000
2250,0.03174,0.02795,384978.60000
2260,0.10491,0.10101,521978.40000
2270,0.59432,0.59005,2713873.80000
2280,0.40071,0.39686,1252506.00000
2290,0.22485,0.22097,1252506.00000
2300,0.03978,0.03572,130779.00000
2310,0.01006,0.00593,0.00000
2320,0.00997,0.00588,0.00000
2330,0.01000,0.00590,0.00000
2340,0.00998,0.00603,0.00000
2350,0.01036,0.00626,0.00000
2360,0.01055,0.00636,0.00000
2370,0.01024,0.00613,0.00000
2380,0.00994,0.00591,0.00000
2390,0.00969,0.00587,0.00000
