frame,total,depth_prepass,geometry,lighting,index_count
0,3.89644,0.12676,3.68493,0.01928,6388479.00000
10,3.91449,0.12688,3.75018,0.01931,6388479.00000
20,4.41184,0.12766,4.23543,0.01964,6388479.00000
30,4.34829,0.12804,4.18943,0.01989,6388479.00000
40,4.53896,0.12807,4.38024,0.02027,6388479.00000
50,4.92393,0.15186,4.73810,0.02235,7620873.90000
60,6.10612,0.15947,5.90949,0.02661,7933098.00000
70,6.11734,0.15970,5.91662,0.02917,7933098.00000
80,6.49130,0.15990,6.29260,0.02819,7933098.00000
90,6.13328,0.16016,5.93356,0.02789,7933098.00000
100,6.25119,0.16000,6.02347,0.02617,7778540.10000
110,5.53525,0.12847,5.37083,0.02323,6388359.00000
120,5.60385,0.12902,5.41102,0.02363,6388359.00000
130,5.39144,0.12768,5.22889,0.02396,6328608.30000
140,5.34614,0.12802,5.18389,0.02342,6278724.00000
150,5.14605,0.12746,4.98416,0.02382,6278724.00000
160,5.44886,0.13092,5.28349,0.02366,6344505.00000
170,5.16451,0.13674,4.96342,0.02258,6548192.40000
180,5.04305,0.14049,4.81050,0.02308,6654137.70000
190,5.26823,0.13698,5.09663,0.02395,6649594.80000
200,5.60278,0.12902,5.43872,0.02411,6279649.20000
210,5.36691,0.12971,5.20460,0.02410,6153959.40000
220,5.34936,0.11641,5.19767,0.02400,5654925.00000
230,4.94231,0.11498,4.79568,0.02129,5715609.00000
240,4.89578,0.13319,4.70062,0.02277,6556806.00000
250,5.80334,0.13557,5.60300,0.02458,6632634.60000
260,4.91372,0.13481,4.71726,0.02115,6632607.00000
270,4.62448,0.13479,4.45822,0.02152,6632600.40000
280,4.90494,0.13604,4.70478,0.02323,6632592.60000
290,5.18802,0.13847,4.98437,0.02420,6632589.00000
300,4.42675,0.12677,4.26788,0.01924,6086332.20000
310,3.94219,0.12036,3.73194,0.01877,5774538.60000
320,3.85872,0.11694,3.70143,0.01839,5711706.00000
330,4.21586,0.11604,4.04036,0.01998,5522449.20000
340,4.52705,0.11613,4.38026,0.01992,5438616.30000
350,4.60188,0.11807,4.45251,0.02034,5419182.00000
360,4.53855,0.11566,4.37399,0.02005,5369350.80000
370,5.45175,0.10766,5.25644,0.02257,4967546.10000
380,5.35694,0.10584,5.21845,0.02155,4898302.80000
390,4.78925,0.10457,4.65342,0.02060,4809108.60000
400,4.44030,0.10352,4.30709,0.01850,4843965.00000
410,4.62578,0.10555,4.47098,0.01926,4857206.70000
420,5.67865,0.10457,5.53868,0.02333,4924218.00000
430,5.84647,0.10304,5.70928,0.02286,4921590.00000
440,5.16806,0.10118,5.03366,0.02190,4919838.00000
450,5.22744,0.10096,5.06414,0.02104,4918621.20000
460,5.11576,0.10262,4.95183,0.02042,4915782.00000
470,4.98000,0.10097,4.84725,0.02011,4915782.00000
480,5.58504,0.09986,5.45319,0.02085,4724589.90000
490,4.40555,0.09010,4.24930,0.01905,4350555.00000
500,5.47194,0.09382,5.34639,0.02006,4561743.60000
510,5.08549,0.09644,4.95766,0.01995,4649973.00000
520,5.06466,0.09660,4.89891,0.01937,4649973.00000
530,5.41708,0.09672,5.28822,0.02093,4649973.00000
540,5.40407,0.09663,5.27613,0.02046,4649973.00000
550,5.16326,0.10056,5.03082,0.02070,4889201.10000
560,4.57827,0.10192,4.42810,0.01978,4808830.80000
570,4.18744,0.09744,4.00063,0.01936,4297629.90000
580,4.22056,0.08023,4.11166,0.01843,3585789.60000
590,4.52870,0.10612,4.36980,0.01971,5050871.70000
600,5.59262,0.14950,5.40794,0.02394,7428586.80000
610,5.64885,0.18333,5.42448,0.03054,9154439.10000
620,5.89776,0.19392,5.65727,0.03615,9521362.20000
630,5.73602,0.19276,5.49629,0.03667,9517167.00000
640,5.85842,0.19186,5.61882,0.03684,9459631.80000
650,6.12835,0.19048,5.86692,0.03908,9421272.60000
660,6.39438,0.21873,6.12519,0.04420,10768835.40000
670,6.60338,0.22150,6.30273,0.04412,10858999.20000
680,6.57351,0.22222,6.29712,0.04278,10858885.50000
690,6.51915,0.22274,6.24365,0.04155,10855368.00000
700,6.43563,0.22270,6.16141,0.03991,10855368.00000
710,6.58241,0.22292,6.30485,0.03971,10855368.00000
720,6.45218,0.21970,6.18382,0.03805,10673067.00000
