frame,total,geometry,lighting,index_count
0,0.54889,0.52245,0.01906,6388479.00000
10,0.55699,0.53076,0.01907,6388479.00000
20,0.55638,0.52952,0.01938,6388479.00000
30,0.58196,0.55496,0.01977,6388479.00000
40,0.59776,0.57030,0.02020,6388479.00000
50,0.66379,0.63423,0.02222,7620873.90000
60,0.73295,0.70098,0.02478,7933098.00000
70,0.74646,0.71236,0.02672,7933098.00000
80,0.75717,0.72265,0.02664,7933098.00000
90,0.74342,0.70992,0.02547,7933098.00000
100,0.80051,0.76987,0.02338,7778540.10000
110,0.66464,0.63416,0.02237,6388359.00000
120,0.66196,0.63131,0.02297,6388359.00000
130,0.64474,0.61397,0.02312,6328608.30000
140,0.65658,0.62671,0.02282,6278724.00000
150,0.63203,0.60156,0.02319,6278724.00000
160,0.64594,0.61626,0.02252,6344505.00000
170,0.64283,0.61368,0.02169,6548192.40000
180,0.61917,0.58967,0.02232,6654137.70000
190,0.65550,0.62551,0.02267,6649594.80000
200,0.72221,0.69178,0.02323,6279649.20000
210,0.65752,0.62733,0.02294,6153959.40000
220,0.69712,0.66704,0.02273,5654925.00000
230,0.64227,0.61416,0.02047,5715609.00000
240,0.72494,0.69536,0.02192,6556806.00000
250,0.67572,0.64439,0.02382,6632634.60000
260,0.69328,0.66573,0.02032,6632607.00000
270,0.72306,0.69461,0.02115,6632600.40000
280,0.71009,0.67264,0.02277,6632592.60000
290,0.69681,0.66642,0.02284,6632589.00000
300,0.71014,0.68513,0.01799,6086332.20000
310,0.66197,0.63772,0.01712,5774538.60000
320,0.68836,0.66345,0.01751,5711706.00000
330,0.74207,0.71633,0.01850,5522449.20000
340,0.71201,0.68576,0.01888,5438616.30000
350,0.67718,0.65089,0.01882,5419182.00000
360,0.63764,0.61160,0.01887,5369350.80000
370,0.64121,0.61292,0.02098,4967546.10000
380,0.58965,0.56257,0.01986,4898302.80000
390,0.52854,0.50240,0.01892,4809108.60000
400,0.54186,0.51775,0.01702,4843965.00000
410,0.55296,0.52785,0.01808,4857206.70000
420,0.59034,0.56117,0.02170,4924218.00000
430,0.61274,0.58366,0.02187,4921590.00000
440,0.54820,0.52067,0.01999,4919838.00000
450,0.51345,0.48756,0.01890,4918621.20000
460,0.50266,0.47639,0.01892,4915782.00000
470,0.49211,0.46630,0.01874,4915782.00000
480,0.51557,0.48993,0.01847,4724589.90000
490,0.42777,0.40266,0.01797,4350555.00000
500,0.50912,0.48342,0.01858,4561743.60000
510,0.48311,0.45628,0.01883,4649973.00000
520,0.46914,0.44342,0.01848,4649973.00000
530,0.49211,0.46645,0.01870,4649973.00000
540,0.49703,0.47103,0.01867,4649973.00000
550,0.50879,0.48285,0.01862,4889201.10000
560,0.52982,0.50446,0.01820,4808830.80000
570,0.50937,0.48530,0.01736,4297629.90000
580,0.52084,0.49684,0.01698,3585789.60000
590,0.53569,0.51061,0.01794,5050871.70000
600,0.72689,0.69772,0.02203,7428586.80000
610,0.77780,0.74278,0.02750,9154439.10000
620,0.80907,0.76915,0.03250,9521362.20000
630,0.79068,0.74681,0.03646,9517167.00000
640,0.81851,0.77448,0.03693,9459631.80000
650,0.83115,0.78488,0.03896,9421272.60000
660,0.88160,0.82997,0.04431,10768835.40000
670,0.85995,0.80861,0.04400,10858999.20000
680,0.85235,0.80195,0.04316,10858885.50000
690,0.84158,0.79209,0.04195,10855368.00000
700,0.84924,0.80081,0.04074,10855368.00000
710,0.85196,0.80460,0.03965,10855368.00000
720,0.81985,0.77402,0.03826,10673067.00000
730,0.81464,0.77184,0.03573,10593060.00000
740,0.80223,0.76223,0.03247,10404744.00000
750,0.82764,0.78802,0.03212,10279200.00000
760,0.88718,0.84650,0.03319,10437937.50000
770,0.91804,0.87403,0.03621,10766673.60000
780,0.93361,0.88834,0.03788,10864798.80000
790,0.91381,0.87036,0.03592,9787313.40000
800,0.93067,0.88802,0.03538,9664446.60000
810,0.92709,0.88607,0.03388,9667598.40000
820,0.91952,0.87928,0.03292,9667593.00000
830,0.96046,0.92079,0.03200,9667602.00000
840,1.00430,0.96532,0.03142,9667602.60000
850,1.03630,0.99916,0.02948,9667603.20000
860,1.04123,1.00608,0.02772,9667607.40000
870,0.99160,0.95596,0.02798,10385949.00000
880,1.12815,1.10250,0.01824,10864839.00000
890,1.16289,1.13700,0.01818,10864839.00000
900,1.21073,1.18400,0.01926,10864835.40000
910,1.25306,1.22016,0.02574,10864828.20000
920,1.16394,1.12653,0.03004,10864825.20000
930,1.15481,1.11793,0.02943,10864821.00000
940,1.17686,1.13991,0.02970,10864821.00000
950,1.16488,1.12704,0.03053,10864821.00000
960,1.17107,1.13178,0.03223,10864818.00000
970,1.16218,1.12187,0.03281,10864786.20000
980,1.13546,1.09548,0.03284,10864773.00000
990,1.12594,1.08619,0.03173,10864773.00000
1000,1.11812,1.08339,0.02743,10625328.60000
1010,1.03563,1.00331,0.02512,9667551.00000
1020,1.01142,0.97469,0.02896,9667551.00000
1030,0.96982,0.93171,0.03081,9667551.00000
1040,0.92856,0.89120,0.03001,9667551.00000
1050,0.87760,0.83744,0.03284,10146439.80000
1060,0.90557,0.86408,0.03388,10864773.00000
1070,0.91002,0.86774,0.03475,10864773.00000
1080,0.90244,0.86213,0.03311,10025094.60000
1090,0.93605,0.89776,0.03066,9329834.40000
1100,0.94228,0.90228,0.03264,9156234.00000
1110,0.95432,0.91463,0.03186,9156234.00000
1120,0.95142,0.91126,0.03301,9156234.00000
1130,1.02695,0.98888,0.03093,9153888.00000
1140,1.04602,1.01008,0.02884,8888382.00000
1150,0.84331,0.80967,0.02603,6681090.00000
1160,0.85340,0.82339,0.02281,7146947.40000
1170,0.92000,0.88305,0.02963,9101922.00000
1180,0.92296,0.88407,0.03153,9097980.00000
1190,0.89694,0.85766,0.03177,9099990.00000
1200,0.95174,0.91540,0.02880,9103005.00000
1210,0.97729,0.94054,0.02896,9103881.00000
1220,0.99702,0.95875,0.03057,9103005.00000
1230,0.99438,0.95883,0.02819,9103013.40000
1240,0.95231,0.91941,0.02560,9103039.20000
1250,0.97523,0.94106,0.02665,9100531.50000
1260,0.93410,0.89900,0.02794,9094303.20000
1270,0.97430,0.93877,0.02787,9091825.20000
1280,1.04637,1.01547,0.02380,8847516.90000
1290,0.93360,0.90367,0.02193,8728518.00000
1300,0.78822,0.75563,0.02640,8236771.20000
1310,0.81513,0.78908,0.01894,6191688.00000
1320,0.88044,0.85236,0.02076,6862126.50000
1330,0.87771,0.85340,0.01697,5573805.00000
1340,0.88484,0.86115,0.01657,6060954.00000
1350,0.93678,0.91212,0.01734,6881545.80000
1360,1.26989,1.23952,0.02230,9634320.90000
1370,1.13858,1.10402,0.02746,10864779.00000
1380,1.14824,1.11102,0.02982,10864773.60000
1390,1.17034,1.13070,0.03223,10864773.00000
1400,1.19466,1.15636,0.03081,10864774.80000
1410,1.11729,1.08639,0.02382,10566703.20000
1420,1.01807,0.98990,0.02085,10592118.60000
1430,1.11061,1.07905,0.02429,10864791.00000
1440,1.06738,1.03572,0.02433,10864798.20000
1450,1.07418,1.04157,0.02527,10864803.00000
1460,1.04749,1.01362,0.02626,10864803.00000
1470,1.04579,1.01191,0.02667,10864803.00000
1480,1.05238,1.01788,0.02702,10864807.80000
1490,1.07022,1.03566,0.02721,10864813.20000
1500,1.13534,1.10150,0.02634,10864818.60000
1510,1.09220,1.05886,0.02452,10864824.00000
1520,1.12048,1.08913,0.02406,10864827.00000
1530,1.01644,0.98632,0.02306,10864822.20000
1540,0.94783,0.91181,0.02706,10864824.00000
