frame,total,depth_prepass,forward,index_count
0,0.39504,0.08442,0.30387,6388479.00000
10,0.41898,0.08551,0.32678,6388479.00000
20,0.42080,0.08521,0.32863,6388479.00000
30,0.44126,0.08540,0.34924,6388479.00000
40,0.44072,0.08585,0.34799,6388479.00000
50,0.52230,0.10341,0.41159,7620873.90000
60,0.59358,0.11311,0.47358,7933098.00000
70,0.58878,0.11571,0.46619,7933098.00000
80,0.62241,0.11552,0.49960,7933098.00000
90,0.60524,0.11470,0.48332,7933098.00000
100,0.66724,0.11482,0.54547,7778540.10000
110,0.52932,0.08776,0.43442,6388359.00000
120,0.51826,0.08756,0.42381,6388359.00000
130,0.51088,0.08760,0.41643,6328608.30000
140,0.49976,0.08688,0.40623,6278724.00000
150,0.50747,0.08688,0.41396,6278724.00000
160,0.51426,0.09036,0.41634,6344505.00000
170,0.51636,0.09661,0.41256,6548192.40000
180,0.51681,0.10172,0.40844,6654137.70000
190,0.52055,0.09784,0.41585,6649594.80000
200,0.56363,0.09107,0.46241,6279649.20000
210,0.53801,0.09145,0.43900,6153959.40000
220,0.53702,0.08092,0.44913,5654925.00000
230,0.50191,0.07920,0.41194,5715609.00000
240,0.52420,0.09079,0.42536,6556806.00000
250,0.54774,0.09634,0.44499,6632634.60000
260,0.51685,0.09499,0.41488,6632607.00000
270,0.50934,0.09555,0.40698,6632600.40000
280,0.53887,0.09717,0.43519,6632592.60000
290,0.52862,0.09662,0.42532,6632589.00000
300,0.47259,0.08923,0.37678,6086332.20000
310,0.44546,0.08374,0.35482,5774538.60000
320,0.43874,0.08166,0.35019,5711706.00000
330,0.44273,0.07972,0.35603,5522449.20000
340,0.45942,0.08106,0.37132,5438616.30000
350,0.46564,0.08322,0.37556,5419182.00000
360,0.46827,0.08159,0.37980,5369350.80000
370,0.51082,0.07587,0.42700,4967546.10000
380,0.50158,0.07461,0.41994,4898302.80000
390,0.45994,0.07173,0.38128,4809108.60000
400,0.44602,0.07034,0.36895,4843965.00000
410,0.45987,0.07293,0.37988,4857206.70000
420,0.51499,0.07292,0.43521,4924218.00000
430,0.53270,0.07141,0.45403,4921590.00000
440,0.47118,0.06692,0.39730,4919838.00000
450,0.54327,0.06608,0.47038,4918621.20000
460,0.48455,0.06590,0.41153,4915782.00000
470,0.47034,0.06551,0.39796,4915782.00000
480,0.55020,0.06443,0.47829,4724589.90000
490,0.43048,0.05830,0.36495,4350555.00000
500,0.49040,0.06091,0.42239,4561743.60000
510,0.48138,0.06261,0.41146,4649973.00000
520,0.46380,0.06255,0.39424,4649973.00000
530,0.48759,0.06203,0.41869,4649973.00000
540,0.48932,0.06244,0.42005,4649973.00000
550,0.48385,0.06563,0.41072,4889201.10000
560,0.44808,0.06782,0.37296,4808830.80000
570,0.42869,0.06510,0.35635,4297629.90000
580,0.40648,0.05626,0.34319,3585789.60000
590,0.46111,0.07426,0.38015,5050871.70000
600,0.56998,0.10768,0.45464,7428586.80000
