frame,total,visibility,resolve,index_count
0,0.80605,0.17414,0.62354,6388479.00000
10,0.83380,0.17468,0.65245,6388479.00000
20,0.87470,0.17585,0.69032,6388479.00000
30,0.91633,0.17728,0.73110,6388479.00000
40,0.96089,0.17843,0.77544,6388479.00000
50,1.03997,0.21585,0.81730,7620873.90000
60,1.14953,0.23053,0.91202,7933098.00000
70,1.18919,0.23257,0.94947,7933098.00000
80,1.18719,0.23043,0.94950,7933098.00000
90,1.18793,0.23075,0.95008,7933098.00000
100,1.18502,0.22839,0.94934,7778540.10000
110,1.14158,0.18349,0.95136,6388359.00000
120,1.14180,0.18289,0.95145,6388359.00000
130,1.13876,0.18034,0.95146,6328608.30000
140,1.13680,0.17828,0.95172,6278724.00000
150,1.13475,0.17657,0.95145,6278724.00000
160,1.13566,0.17690,0.95214,6344505.00000
170,1.14608,0.18624,0.95135,6548192.40000
180,1.14858,0.19093,0.95092,6654137.70000
190,1.14797,0.18934,0.95185,6649594.80000
200,1.13453,0.17554,0.95209,6279649.20000
210,1.12972,0.17071,0.95199,6153959.40000
220,1.11640,0.15812,0.95162,5654925.00000
230,1.11470,0.15671,0.95115,5715609.00000
240,1.14376,0.18555,0.95139,6556806.00000
250,1.14358,0.18533,0.95170,6632634.60000
260,1.14507,0.18693,0.95137,6632607.00000
270,1.14383,0.18584,0.95134,6632600.40000
280,1.14404,0.18622,0.95095,6632592.60000
290,1.14255,0.18388,0.95170,6632589.00000
300,1.13301,0.17501,0.95126,6086332.20000
310,1.12470,0.16722,0.95086,5774538.60000
320,1.12013,0.16282,0.95066,5711706.00000
330,1.11970,0.16294,0.95006,5522449.20000
340,1.11612,0.15904,0.95042,5438616.30000
350,1.11116,0.15460,0.94999,5419182.00000
360,1.10910,0.15169,0.95059,5369350.80000
370,1.09723,0.13962,0.95051,4967546.10000
380,1.09172,0.13422,0.95076,4898302.80000
390,1.09270,0.13490,0.95086,4809108.60000
400,1.09748,0.13772,0.95045,4843965.00000
410,1.09684,0.13961,0.95053,4857206.70000
420,1.09530,0.13718,0.95094,4924218.00000
430,1.09227,0.13489,0.95067,4921590.00000
440,1.09029,0.13342,0.95010,4919838.00000
450,1.08736,0.13107,0.94948,4918621.20000
460,1.08580,0.12901,0.94981,4915782.00000
470,1.08493,0.12858,0.94952,4915782.00000
480,1.08558,0.12727,0.94998,4724589.90000
