frame,total,visibility,visibility_debug,index_count
0,0.13195,0.10667,0.01387,2955774.10000
60,0.15918,0.13599,0.01489,3390293.45000
120,0.08657,0.06670,0.01192,1763572.05000
180,0.07743,0.05825,0.01184,1334104.85000
240,0.08343,0.06452,0.01165,1563999.05000
300,0.07344,0.05434,0.01179,942806.45000
360,0.06056,0.04230,0.01166,651664.20000
420,0.06060,0.03786,0.01301,531526.60000
480,0.05145,0.03263,0.01157,335265.25000
540,0.05316,0.03456,0.01169,394504.35000
600,0.24954,0.22007,0.02007,4763095.10000
660,0.31467,0.28452,0.02039,7008309.50000
720,0.27801,0.25492,0.01584,6851715.25000
780,0.28418,0.26104,0.01557,6833477.10000
840,0.33307,0.30968,0.01473,7736553.50000
900,0.33464,0.30967,0.01509,7912527.20000
960,0.27060,0.24806,0.01526,6364935.35000
1020,0.22786,0.20383,0.01453,5390683.35000
1080,0.17601,0.15584,0.01307,4144249.10000
1140,0.11553,0.09401,0.01191,2469341.80000
1200,0.12591,0.10661,0.01215,2921893.50000
1260,0.08782,0.06932,0.01166,1600253.25000
1320,0.10800,0.08704,0.01197,1828604.05000
1380,0.22749,0.20504,0.01450,5316520.45000
1440,0.31617,0.29123,0.01494,7541994.90000
1500,0.37918,0.35611,0.01508,9143355.45000
1560,0.42733,0.40287,0.01494,10284076.30000
1620,0.44436,0.41975,0.01493,10793619.40000
1680,0.46089,0.43619,0.01513,11201993.95000
1740,0.46133,0.43452,0.01496,11196844.40000
1800,0.46658,0.44013,0.01439,11241036.30000
1860,0.46355,0.43915,0.01447,11241007.00000
1920,0.45929,0.43681,0.01490,11240943.40000
1980,0.42099,0.39656,0.01440,10257777.50000
2040,0.29800,0.27366,0.01429,7118236.70000
2100,0.20589,0.18235,0.01425,4779189.60000
2160,0.09664,0.07854,0.01128,1653801.50000
2220,0.03012,0.01218,0.01102,250198.20000
2280,0.02502,0.00653,0.01109,81778.25000
2340,0.02185,0.00316,0.01113,0.00000
2400,0.02163,0.00312,0.01117,0.00000
2460,0.02162,0.00304,0.01119,0.00000
