frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,1.16129,0.41063,0.58481,0.10512,0.04555,8496360.00000
60,1.22218,0.41684,0.61725,0.11665,0.05419,8496360.00000
120,0.82549,0.25739,0.41058,0.10066,0.04148,8496360.00000
180,0.73148,0.21430,0.36904,0.09573,0.03835,8496360.00000
240,0.75502,0.21942,0.38598,0.09697,0.03845,8496360.00000
300,0.77291,0.22620,0.39132,0.09952,0.03834,8496360.00000
360,0.77735,0.22589,0.40013,0.09900,0.03832,8496360.00000
420,0.77796,0.21865,0.40910,0.09756,0.03807,8496360.00000
480,0.77777,0.22373,0.39900,0.09992,0.03788,8496360.00000
540,0.76765,0.22784,0.38773,0.09851,0.03791,8496360.00000
