frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,0.67675,0.26627,0.02739,0.00227,0.03363,0.16943,0.10128,0.04337,3553381.35000
60,0.80258,0.28461,0.03009,0.00228,0.03703,0.23811,0.12404,0.05178,3662944.30000
120,0.80023,0.21516,0.03050,0.00223,0.04124,0.29268,0.13122,0.05133,2176008.00000
180,0.61821,0.14210,0.02783,0.00217,0.04054,0.23194,0.10360,0.03783,1760027.75000
240,0.69001,0.19456,0.03011,0.00218,0.04130,0.24508,0.10559,0.03832,2911562.30000
300,0.72286,0.22196,0.03040,0.00218,0.04143,0.24919,0.10653,0.03827,3211259.30000
360,0.72516,0.22351,0.03016,0.00218,0.04171,0.25003,0.10621,0.03825,3197534.35000
420,0.65835,0.17444,0.02880,0.00258,0.04108,0.23778,0.10570,0.03775,2080022.75000
480,0.65800,0.17806,0.02914,0.00284,0.04112,0.23704,0.10611,0.03743,2143202.10000
540,0.69474,0.21436,0.02958,0.00272,0.04097,0.23980,0.10424,0.03723,2652802.15000
