frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,2.44764,0.74660,0.03062,0.00217,0.03692,1.46254,0.09626,0.03524,26437728.00000
60,2.77994,0.74142,0.03346,0.00261,0.04088,1.79638,0.09898,0.03833,26437728.00000
120,2.35293,0.72794,0.03323,0.00274,0.04076,1.38531,0.09910,0.03784,26437728.00000
180,2.45814,0.72907,0.03245,0.00299,0.04023,1.48710,0.10173,0.03764,26437728.00000
240,2.13579,0.73245,0.03240,0.00314,0.04019,1.16907,0.09171,0.03790,26437728.00000
300,1.71604,0.73541,0.03232,0.00310,0.03983,0.74761,0.08688,0.03738,26437728.00000
360,2.25929,0.72480,0.03241,0.00303,0.04003,1.30432,0.08987,0.03830,26437728.00000
420,2.56855,0.72150,0.03266,0.00307,0.03997,1.61582,0.09086,0.03818,26437728.00000
480,2.05305,0.71770,0.03258,0.00293,0.03956,1.09528,0.09421,0.03818,26437728.00000
540,1.93119,0.72020,0.03236,0.00305,0.03986,0.97591,0.08983,0.03835,26437728.00000
