frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,1.55427,0.60229,0.79260,0.09355,0.04135,18152448.10000
60,1.40581,0.52302,0.72774,0.09331,0.04214,18586967.45000
120,0.80762,0.25406,0.41949,0.08879,0.03111,13912915.15000
180,0.35052,0.05218,0.16649,0.08646,0.03211,1334104.85000
240,0.33757,0.05072,0.15549,0.08639,0.03180,1563999.05000
300,0.30259,0.04259,0.12934,0.08609,0.03133,942806.45000
360,0.32061,0.03760,0.15134,0.08612,0.03184,651664.20000
420,0.32438,0.03163,0.15995,0.08639,0.03235,531526.60000
480,0.29519,0.02197,0.14162,0.08622,0.03225,335265.25000
540,0.29328,0.02573,0.13629,0.08610,0.03181,394504.35000
