frame,total,visibility,gbuffer,lighting,tonemap,index_count
3980,1.23301,0.30027,0.25999,0.58508,0.06897,1368927.60000
3990,1.22298,0.29296,0.25754,0.58497,0.06926,1203030.60000
4000,1.22217,0.29172,0.25762,0.58513,0.06931,1136307.00000
4010,1.22778,0.29474,0.25880,0.58587,0.06980,1136307.00000
4020,1.22439,0.29090,0.25919,0.58612,0.06963,1135353.00000
4030,1.20995,0.27426,0.26026,0.58650,0.07066,1133922.00000
4040,1.20908,0.26991,0.26304,0.58705,0.07065,1127630.10000
4050,1.20844,0.26902,0.26296,0.58738,0.07090,1114198.50000
4060,1.21921,0.27796,0.26359,0.58793,0.07156,1109320.80000
4070,1.26216,0.31626,0.26551,0.58837,0.07146,1097757.00000
4080,1.26902,0.32464,0.26615,0.58819,0.07156,989522.70000
4090,1.26342,0.31854,0.26616,0.58846,0.07198,959068.80000
4100,1.25326,0.30714,0.26663,0.58862,0.07197,955726.80000
4110,1.23748,0.29414,0.26452,0.58854,0.07185,952774.80000
4120,1.22939,0.28820,0.26320,0.58782,0.07191,946752.00000
4130,1.22626,0.28689,0.26186,0.58759,0.07153,946752.00000
4140,1.21322,0.27872,0.25900,0.58662,0.07066,936063.60000
4150,1.16743,0.24143,0.25416,0.58477,0.06922,925034.40000
4160,1.15075,0.23094,0.24921,0.58405,0.06880,847947.60000
4170,1.14900,0.22631,0.25103,0.58452,0.06898,844791.00000
4180,1.15524,0.22830,0.25288,0.58614,0.06974,856005.00000
4190,1.21172,0.26816,0.26356,0.58902,0.07202,937723.20000
4200,1.15024,0.21766,0.25638,0.58626,0.07168,955816.50000
4210,1.10764,0.19054,0.24487,0.58322,0.07104,932270.70000
4220,1.09391,0.18458,0.23860,0.58260,0.07037,835883.10000
4230,1.10678,0.19923,0.23672,0.58289,0.07016,774845.40000
4240,1.07389,0.17993,0.22850,0.57879,0.06847,645792.60000
4250,1.00698,0.13311,0.21343,0.57493,0.06755,626154.90000
4260,0.98327,0.12112,0.20632,0.57151,0.06660,820752.90000
4270,0.96799,0.11731,0.20118,0.56801,0.06414,847883.10000
4280,0.95568,0.10855,0.20012,0.56662,0.06277,851313.60000
4290,1.01150,0.16138,0.20331,0.56700,0.06235,1549581.90000
4300,1.33154,0.43688,0.22776,0.57836,0.06710,4784774.70000
4310,1.69130,0.74029,0.26668,0.58776,0.07188,7443434.10000
4320,1.77511,0.79924,0.28448,0.59137,0.07430,7534573.50000
4330,1.76365,0.78350,0.28826,0.59194,0.07454,7345506.00000
4340,1.75602,0.77661,0.28839,0.59197,0.07433,7293889.50000
4350,1.74683,0.77016,0.28703,0.59149,0.07362,7286704.50000
4360,1.71981,0.75018,0.28275,0.58989,0.07245,7120082.40000
4370,1.72534,0.76538,0.27616,0.58815,0.07126,6876027.00000
4380,1.78002,0.81743,0.27886,0.58820,0.07172,6995521.20000
4390,1.83332,0.85805,0.28639,0.59016,0.07343,7438791.60000
4400,1.84583,0.86259,0.29218,0.59147,0.07429,7806564.60000
4410,1.83909,0.85235,0.29414,0.59212,0.07489,7898038.80000
4420,1.56093,0.62378,0.25644,0.58649,0.07122,5073115.80000
4430,1.06380,0.16340,0.23066,0.58295,0.06876,986856.00000
4440,1.07171,0.16977,0.23205,0.58302,0.06884,1018490.70000
4450,1.07467,0.17185,0.23249,0.58342,0.06854,995847.00000
4460,1.07254,0.16566,0.23531,0.58394,0.06943,826828.20000
4470,1.07639,0.16854,0.23477,0.58472,0.07011,794107.80000
4480,1.07194,0.16643,0.23305,0.58434,0.06997,800317.80000
4490,1.07356,0.16792,0.23304,0.58443,0.06978,768141.00000
4500,1.08706,0.17456,0.23908,0.58519,0.06994,768141.00000
4510,1.08539,0.17367,0.23870,0.58467,0.06984,772944.30000
4520,1.09129,0.18031,0.23626,0.58553,0.07054,728095.20000
4530,1.10246,0.18544,0.23782,0.58780,0.07283,629619.60000
4540,1.09228,0.18186,0.23372,0.58626,0.07198,648370.20000
4550,1.06965,0.17198,0.22686,0.58346,0.06941,645797.40000
4560,1.04719,0.16068,0.22026,0.58070,0.06742,663747.00000
4570,1.02396,0.14735,0.21540,0.57815,0.06531,663747.00000
4580,1.01464,0.14313,0.21258,0.57722,0.06424,673584.00000
4590,1.03742,0.15555,0.21852,0.57976,0.06627,692317.80000
4600,1.06394,0.16917,0.22542,0.58296,0.06860,700212.60000
4610,1.07305,0.17384,0.22849,0.58379,0.06894,710465.40000
4620,1.09235,0.18601,0.23258,0.58530,0.07026,833323.80000
4630,1.08655,0.18380,0.23032,0.58423,0.06971,865845.00000
4640,1.08140,0.18253,0.22822,0.58332,0.06900,907119.00000
4650,1.08309,0.18136,0.23092,0.58356,0.06880,923638.20000
4660,1.02642,0.13944,0.21920,0.58144,0.06806,740826.60000
4670,1.07826,0.18073,0.22903,0.58244,0.06825,963931.80000
4680,1.15421,0.24700,0.24060,0.58179,0.06662,1371031.80000
4690,1.18254,0.26952,0.24731,0.58127,0.06565,1764218.40000
4700,1.19932,0.28788,0.24651,0.58086,0.06550,2104503.30000
4710,1.24016,0.32010,0.25335,0.58129,0.06543,2559327.90000
4720,1.30084,0.37890,0.25378,0.58150,0.06586,3231323.70000
4730,1.31787,0.39907,0.25146,0.58123,0.06562,3460569.00000
4740,1.35315,0.43652,0.24927,0.58098,0.06510,3791779.80000
4750,1.39712,0.48195,0.24808,0.58066,0.06501,4425012.00000
4760,1.45848,0.54555,0.24694,0.57960,0.06416,5111786.40000
4770,1.49980,0.58422,0.24504,0.57898,0.06340,5601058.20000
4780,1.52628,0.61886,0.24305,0.57852,0.06284,6072787.20000
4790,1.55291,0.64780,0.24177,0.57790,0.06256,6587517.30000
4800,1.61747,0.71495,0.23926,0.57761,0.06232,7238693.70000
4810,1.65807,0.76049,0.23543,0.57720,0.06163,7808200.20000
4820,1.66273,0.76764,0.23302,0.57665,0.06042,7888114.80000
4830,1.65217,0.76048,0.23069,0.57656,0.06022,7885347.90000
4840,1.62184,0.73168,0.23029,0.57592,0.05949,7481674.80000
4850,1.58498,0.69803,0.22972,0.57485,0.05862,7328065.20000
4860,1.57870,0.69369,0.22866,0.57436,0.05808,7315021.80000
4870,1.57426,0.69340,0.22516,0.57341,0.05794,7306089.00000
4880,1.56900,0.69054,0.22428,0.57290,0.05704,7306089.00000
4890,1.56175,0.68615,0.22157,0.57292,0.05686,7283698.80000
4900,1.56184,0.69098,0.21872,0.57184,0.05628,7274103.00000
4910,1.55645,0.68691,0.21769,0.57159,0.05618,7304120.70000
4920,1.56125,0.68860,0.21975,0.57171,0.05619,7318312.20000
4930,1.56158,0.69101,0.21869,0.57172,0.05638,7376699.40000
4940,1.56607,0.69525,0.21837,0.57172,0.05608,7431806.40000
4950,1.56316,0.69296,0.21788,0.57172,0.05614,7437498.30000
4960,1.58212,0.70907,0.22060,0.57206,0.05683,7518266.10000
4970,1.59723,0.72008,0.22256,0.57293,0.05732,7544908.50000
4980,1.59928,0.72250,0.22174,0.57307,0.05766,7547026.20000
4990,1.61678,0.73718,0.22425,0.57350,0.05746,7852593.60000
5000,1.65916,0.77314,0.22920,0.57464,0.05829,8264053.50000
5010,1.68485,0.79683,0.23033,0.57487,0.05844,8418276.60000
5020,1.67500,0.78830,0.22858,0.57460,0.05859,8369125.80000
5030,1.68427,0.79585,0.23039,0.57484,0.05862,8442983.70000
5040,1.70452,0.80936,0.23446,0.57658,0.05989,8477408.70000
5050,1.64055,0.74281,0.23448,0.57768,0.06085,7394860.50000
5060,1.43784,0.55108,0.22733,0.57647,0.06094,5500588.80000
5070,1.42246,0.53856,0.22586,0.57581,0.06062,5276821.80000
5080,1.35783,0.47772,0.22427,0.57508,0.05989,4623870.30000
5090,1.30046,0.42488,0.22257,0.57352,0.05924,4173706.20000
5100,1.30901,0.43357,0.22292,0.57332,0.05868,4262943.90000
5110,1.40324,0.52240,0.22575,0.57402,0.05934,5462800.50000
5120,1.55493,0.65965,0.23055,0.57510,0.06049,6951093.90000
5130,1.59722,0.70792,0.22998,0.57495,0.06049,7637121.30000
5140,1.61388,0.72517,0.23008,0.57479,0.06008,7812762.00000
5150,1.64823,0.75776,0.22888,0.57493,0.05965,8153601.90000
5160,1.67743,0.79098,0.22801,0.57479,0.05910,8409669.00000
5170,1.67314,0.78796,0.22727,0.57466,0.05900,8445553.20000
5180,1.67905,0.79377,0.22805,0.57451,0.05872,8473692.90000
5190,1.67774,0.79204,0.22846,0.57437,0.05872,8478084.00000
5200,1.67800,0.79320,0.22810,0.57392,0.05853,8478084.00000
5210,1.68251,0.79645,0.22898,0.57399,0.05879,8484696.60000
5220,1.68534,0.79813,0.22944,0.57403,0.05893,8496360.00000
5230,1.68613,0.80021,0.22914,0.57378,0.05821,8496360.00000
5240,1.67983,0.79389,0.22960,0.57352,0.05806,8496360.00000
5250,1.67278,0.78838,0.22874,0.57326,0.05772,8496360.00000
5260,1.67651,0.79418,0.22721,0.57305,0.05771,8496360.00000
5270,1.66714,0.78580,0.22621,0.57290,0.05771,8496360.00000
5280,1.66461,0.78432,0.22596,0.57252,0.05717,8496360.00000
5290,1.66425,0.78598,0.22486,0.57201,0.05657,8496360.00000
5300,1.66020,0.78434,0.22404,0.57139,0.05569,8496360.00000
5310,1.65774,0.78424,0.22275,0.57101,0.05516,8496356.40000
5320,1.64362,0.77382,0.22075,0.56999,0.05462,8485882.20000
5330,1.62894,0.76015,0.21970,0.56975,0.05492,8219520.60000
5340,1.57126,0.70854,0.21404,0.56879,0.05538,7646179.20000
5350,1.53408,0.67677,0.21008,0.56850,0.05444,7277520.60000
5360,1.49098,0.63876,0.20804,0.56772,0.05268,6951556.80000
5370,1.47311,0.62378,0.20715,0.56686,0.05158,6773201.40000
5380,1.42790,0.58291,0.20473,0.56584,0.05132,6285740.70000
5390,1.31983,0.48270,0.19853,0.56446,0.05240,4708220.40000
5400,1.06325,0.23276,0.19585,0.56194,0.05376,2222066.40000
5410,0.98100,0.15604,0.19180,0.56128,0.05388,1586958.30000
5420,0.90996,0.08876,0.18828,0.56102,0.05438,976652.40000
5430,0.88700,0.06796,0.18616,0.56058,0.05551,791694.30000
5440,0.85534,0.03728,0.18573,0.55944,0.05536,420072.60000
5450,0.84997,0.03142,0.18559,0.55979,0.05606,344217.00000
5460,0.84993,0.03106,0.18554,0.55960,0.05656,344217.00000
5470,0.84967,0.03112,0.18554,0.55920,0.05619,344217.00000
5480,0.84996,0.03101,0.18552,0.55973,0.05603,344217.00000
5490,0.84865,0.03104,0.18559,0.55878,0.05584,344217.00000
