frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,2.08090,0.18233,1.70797,0.11687,0.04933,2955774.10000
60,1.60909,0.13192,1.32298,0.09756,0.03879,3390293.45000
120,1.56581,0.10369,1.30997,0.09890,0.03884,1763572.05000
180,1.27490,0.07792,1.04401,0.10026,0.03858,1334104.85000
240,1.15267,0.07439,0.92488,0.10044,0.03863,1563999.05000
300,1.05188,0.06401,0.83492,0.09986,0.03870,942806.45000
360,1.41458,0.06132,1.19968,0.10043,0.03868,651664.20000
420,1.28646,0.04734,1.09045,0.09648,0.03828,531526.60000
480,1.08793,0.03535,0.90144,0.09921,0.03778,335265.25000
540,1.08354,0.04311,0.88778,0.09997,0.03857,394504.35000
600,1.86714,0.19735,1.52365,0.09240,0.03923,4763095.10000
660,2.02182,0.27564,1.60114,0.09086,0.03913,7008309.50000
720,1.96387,0.28058,1.54031,0.08972,0.03885,6851715.25000
780,2.15026,0.29499,1.70956,0.09169,0.03938,6833477.10000
840,1.56926,0.32646,1.09312,0.09515,0.03981,7736553.50000
900,1.83312,0.35080,1.33020,0.09369,0.04355,7912527.20000
960,1.72828,0.28824,1.28982,0.09446,0.04115,6364935.35000
1020,1.55831,0.23283,1.17759,0.09429,0.03911,5390683.35000
1080,1.58457,0.19492,1.24321,0.09287,0.03918,4144249.10000
1140,1.33143,0.12452,1.05896,0.09482,0.03871,2469341.80000
1200,1.41467,0.13902,1.12782,0.09464,0.03869,2921893.50000
1260,0.84595,0.08631,0.60814,0.09836,0.03883,1600253.25000
1320,0.89014,0.11890,0.61848,0.09979,0.03875,1828604.05000
1380,1.76664,0.26069,1.36016,0.09208,0.03941,5316520.45000
1440,1.98816,0.32944,1.51611,0.08952,0.03887,7541994.90000
1500,1.97834,0.38498,1.45446,0.08622,0.03810,9143355.45000
1560,1.74054,0.39440,1.20930,0.08628,0.03631,10284076.30000
1620,1.71752,0.38999,1.19693,0.08243,0.03410,10793619.40000
1680,1.88626,0.39824,1.35962,0.08134,0.03258,11201993.95000
1740,1.68083,0.39731,1.15816,0.08147,0.03004,11196844.40000
1800,1.61305,0.40804,1.08153,0.08194,0.02772,11241036.30000
1860,1.78444,0.41062,1.24694,0.08232,0.03050,11241007.00000
1920,1.95785,0.41422,1.41164,0.08283,0.03502,11240943.40000
1980,1.81420,0.37971,1.29757,0.08638,0.03613,10257777.50000
2040,1.61521,0.29630,1.17825,0.08924,0.03708,7118236.70000
2100,1.44688,0.22174,1.07418,0.09441,0.04209,4779189.60000
2160,0.60015,0.08901,0.36848,0.09366,0.03532,1653801.50000
2220,0.17256,0.01192,0.03426,0.08564,0.02738,250198.20000
2280,0.15189,0.00940,0.01908,0.08419,0.02577,81778.25000
2340,0.13275,0.00754,0.00674,0.08209,0.02315,0.00000
2400,0.13201,0.00566,0.00674,0.08325,0.02314,0.00000
2460,0.13344,0.00825,0.00675,0.08218,0.02315,0.00000
