frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,2.62180,0.61554,0.03102,0.00217,0.03636,1.75687,0.10354,0.03849,18152448.10000
60,2.75365,0.59622,0.03328,0.00220,0.03990,1.91326,0.09999,0.03884,18586967.45000
120,2.25456,0.46027,0.03203,0.00221,0.03955,1.55203,0.09979,0.03879,13912915.15000
180,1.92512,0.11761,0.02712,0.00220,0.03939,1.56968,0.09966,0.03882,1334104.85000
240,1.65621,0.12351,0.02691,0.00258,0.03949,1.30261,0.09598,0.03878,1563999.05000
300,1.20438,0.10058,0.02648,0.00227,0.03900,0.86678,0.09919,0.03895,942806.45000
360,1.68034,0.09078,0.02677,0.00255,0.03922,1.36143,0.09444,0.03910,651664.20000
420,1.86799,0.08295,0.02709,0.00272,0.03941,1.56257,0.09131,0.03866,531526.60000
480,1.37206,0.06879,0.02676,0.00247,0.03923,1.07069,0.09868,0.03819,335265.25000
540,1.34193,0.07239,0.02664,0.00238,0.03925,1.03310,0.10049,0.03878,394504.35000
600,3.92091,0.71823,0.03245,0.00290,0.04011,2.96186,0.10215,0.03952,18946657.50000
660,5.33775,0.94441,0.03362,0.00300,0.04116,4.15795,0.09334,0.04097,22204983.50000
720,5.39137,0.96767,0.03316,0.00302,0.04068,4.19114,0.09216,0.04015,22048389.25000
780,5.04807,0.92597,0.03390,0.00303,0.04150,3.88553,0.09257,0.04170,22030151.10000
840,3.80528,0.97294,0.03300,0.00296,0.04017,2.59265,0.09686,0.04023,22933227.50000
900,4.47253,1.04278,0.03306,0.00275,0.04026,3.18968,0.09457,0.04511,23109201.20000
960,4.13296,0.92887,0.03348,0.00273,0.04086,2.96527,0.09461,0.04280,21561609.35000
1020,3.72682,0.80112,0.03347,0.00268,0.04097,2.68963,0.09348,0.04011,20587357.35000
1080,3.54083,0.67329,0.03313,0.00259,0.04037,2.62804,0.09608,0.04013,19340923.10000
1140,2.53943,0.41819,0.03094,0.00283,0.04024,1.89143,0.09196,0.03907,11587346.20000
1200,2.57789,0.61738,0.03313,0.00268,0.04071,1.72404,0.09466,0.03952,18118567.50000
1260,1.53227,0.55915,0.03316,0.00254,0.04096,0.72696,0.10168,0.03987,16796927.25000
1320,1.71527,0.61555,0.03319,0.00238,0.04102,0.85350,0.10108,0.03984,17025278.05000
1380,3.96176,0.90133,0.03237,0.00289,0.04013,2.82748,0.09228,0.04147,20513194.45000
1440,5.14780,1.03198,0.03153,0.00279,0.03903,3.88725,0.08980,0.04099,22738668.90000
1500,4.62703,1.09847,0.03076,0.00277,0.03785,3.30379,0.08887,0.03902,24340029.45000
1560,3.30149,1.10161,0.02990,0.00287,0.03656,1.98175,0.08701,0.03605,25480750.30000
1620,3.05133,1.08396,0.02921,0.00262,0.03578,1.74938,0.08861,0.03345,25990293.40000
1680,3.43339,1.08043,0.02835,0.00240,0.03421,2.13896,0.08714,0.03291,26398667.95000
1740,2.97598,1.06804,0.02621,0.00274,0.03148,1.70853,0.08252,0.03019,26393518.40000
1800,2.89544,1.08932,0.02599,0.00299,0.03126,1.61483,0.07966,0.02848,26437710.30000
1860,3.20506,1.10185,0.02732,0.00315,0.03297,1.90463,0.08062,0.03077,26437681.00000
1920,3.43091,1.11511,0.02916,0.00263,0.03546,2.10061,0.08632,0.03479,26437617.40000
1980,3.43756,1.09701,0.02940,0.00274,0.03629,2.11839,0.09067,0.03610,25454451.50000
2040,3.21254,0.89416,0.02980,0.00275,0.03677,2.09545,0.09100,0.03670,22314910.70000
2100,3.27165,0.64624,0.03111,0.00306,0.03878,2.39394,0.09238,0.04214,16667258.70000
2160,0.97200,0.20035,0.02473,0.00224,0.03448,0.54890,0.09518,0.03494,3680024.70000
2220,0.26935,0.01762,0.02043,0.00215,0.02558,0.05725,0.08595,0.02803,250198.20000
2280,0.23875,0.01031,0.02001,0.00218,0.02484,0.03845,0.08536,0.02573,81778.25000
2340,0.21959,0.00542,0.01978,0.00216,0.02450,0.02589,0.08570,0.02317,0.00000
2400,0.21935,0.00539,0.01978,0.00215,0.02451,0.02595,0.08570,0.02318,0.00000
2460,0.21928,0.00537,0.01979,0.00216,0.02451,0.02586,0.08570,0.02318,0.00000
