run-id,run-name,output-filepath,renderer-variant,visibility-debug-mode,donut-linear-gbuffer,variable,to-use-scene,to-load-texture,use-vfc,scene-variant,scene-importer,scene-path,warmup-frames,measure-frames,auto-terminate,vsync,camera-mode,camera-filepath,camera-keyframe-interval,to-set-start-frame,key-frame,profile-window-frames,capture-frames,capture-output-dir,capture-stride,capture-fps,window-width,window-height,seed,material-assign-strategy,material-assign-max-open,material-assign-locality,material-assign-diversity,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,to-remain-only-in-camera,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,scene_source_path,scene_file_size_bytes,scene_ok,scene_message,scene_mesh_count,scene_object_count,scene_material_count,scene_vertex_count,scene_index_count,scene_triangle_count,scene_degenerate_triangle_count,scene_bounds_min_x,scene_bounds_min_y,scene_bounds_min_z,scene_bounds_max_x,scene_bounds_max_y,scene_bounds_max_z,scene_extent_x,scene_extent_y,scene_extent_z,scene_diagonal,scene_bounding_radius,scene_surface_area,scene_min_triangle_area,scene_max_triangle_area,scene_avg_triangle_area,scene_tiny_triangle_count,scene_small_triangle_count,scene_medium_triangle_count,scene_large_triangle_count,scene_mesh_tri_min,scene_mesh_tri_max,scene_mesh_tri_avg,scene_referenced_material_count,scene_material_tri_min,scene_material_tri_max,scene_material_tri_avg,scene_dominant_material_triangle_ratio,scene_texture_reference_count,scene_unique_texture_count,scene_missing_texture_file_count,scene_indices_per_vertex,scene_fits_uint16_indices,scene_triangle_density_bbox_surface
0,16_real_software_raster_reference,${RUN_TEMP}\run_00000.csv,10,2,0,0,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2500,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,60,0,captures,1,60,1920,1080,0,1,255,1,1,0,0,-3,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,${REPOSITORY_ROOT}/assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,691352,1,no-message,405,405,29,2035034,11241054,3747018,30,-16.245575,-1.131135,-14.363933,20.001305,18.757229,9.402087,36.246880,19.888364,23.766020,47.688646,23.844323,10551.862615,0.000000,117.119261,0.002816,482980,3116837,142616,4585,2,84602,9251.896296,28,132,830242,133822.071429,0.221574,73,72,0,5.523767,0,911.682131
