frame,triangle_count,total_fragments,covered_pixels,overdraw_extra,avg_overdraw,max_overdraw,rasterized_triangles,skipped_triangles,quad_instances,quad_covered_lanes,quad_waste_lanes,quad_efficiency
200,549468,5026194,2073599,2952595,2.423899,9,122007,427461,1543956,5026194,1149630,0.813850
201,549468,5036829,2073600,2963229,2.429026,9,121107,428361,1543992,5036829,1139139,0.815553
202,549468,5045313,2073599,2971714,2.433119,9,120685,428783,1544805,5045313,1133907,0.816497
203,549468,5057014,2073600,2983414,2.438761,9,119921,429547,1547473,5057014,1132878,0.816979
204,549468,5066064,2073599,2992465,2.443126,9,118165,431303,1547542,5066064,1124104,0.818405
205,549468,5088286,2073600,3014686,2.453842,9,118140,431328,1553791,5088286,1126878,0.818689
206,549468,5101020,2073600,3027420,2.459983,9,116578,432890,1553228,5101020,1111892,0.821035
207,573624,5112861,2073600,3039261,2.465693,10,115980,457644,1556411,5112861,1112783,0.821258
208,573624,5131034,2073600,3057434,2.474457,9,114605,459019,1560866,5131034,1112430,0.821825
209,573624,5151607,2073599,3078008,2.484380,10,114643,458981,1568465,5151607,1122253,0.821122
210,573624,5172009,2073600,3098409,2.494217,9,113196,460428,1569676,5172009,1106695,0.823738
211,571944,5142014,2073600,3068414,2.479752,10,111407,460537,1556166,5142014,1082650,0.826071
212,571944,5074622,2073600,3001022,2.447252,11,108733,463211,1538417,5074622,1079046,0.824650
213,571508,4997651,2073600,2924051,2.410133,9,105861,465647,1514420,4997651,1060029,0.825011
214,565914,4793533,2073600,2719933,2.311696,8,103052,462862,1460653,4793533,1049079,0.820443
215,565914,4526387,2073600,2452787,2.182864,9,99127,466787,1382230,4526387,1002533,0.818675
216,565914,4419751,2073599,2346152,2.131440,8,96380,469534,1351141,4419751,984813,0.817781
217,565914,4389877,2073600,2316277,2.117032,9,93388,472526,1338404,4389877,963739,0.819984
218,565914,4371601,2073599,2298002,2.108219,8,90197,475717,1330276,4371601,949503,0.821559
219,565914,4369367,2073598,2295769,2.107143,8,87573,478341,1325986,4369367,934577,0.823796
220,574974,4371665,2073600,2298065,2.108249,8,85482,489492,1322011,4371665,916379,0.826707
221,508708,4319197,2073600,2245597,2.082946,9,82858,425850,1304919,4319197,900479,0.827484
222,501242,4334753,2073600,2261153,2.090448,10,81399,419843,1310316,4334753,906511,0.827043
223,473724,4325440,2073600,2251840,2.085957,11,80416,393308,1308262,4325440,907608,0.826562
224,493981,4318781,2073600,2245181,2.082745,11,79643,414338,1307279,4318781,910335,0.825910
225,509503,4329477,2073598,2255879,2.087906,12,78308,431195,1308595,4329477,904903,0.827123
226,576145,4336735,2073600,2263135,2.091404,11,77439,498706,1306925,4336735,890965,0.829568
227,588516,4299593,2073600,2225993,2.073492,11,73908,514608,1288366,4299593,853871,0.834311
228,560704,4186560,2073600,2112960,2.018981,10,75501,485203,1255876,4186560,836944,0.833394
229,550648,4088114,2073600,2014514,1.971506,10,74503,476145,1224903,4088114,811498,0.834375
230,523376,4120569,2073600,2046969,1.987157,9,72609,450767,1230722,4120569,802319,0.837023
231,549755,4207644,2073600,2134044,2.029149,10,75137,474618,1260294,4207644,833532,0.834655
232,544456,4182037,2073599,2108438,2.016801,9,82379,462077,1263491,4182037,871927,0.827477
233,560072,4131038,2073599,2057439,1.992207,9,81681,478391,1251335,4131038,874302,0.825326
234,649187,4083357,2073501,2009856,1.969306,9,83966,565221,1241444,4083357,882419,0.822300
235,689157,4056744,2073258,1983486,1.956700,10,105410,583747,1255041,4056744,963420,0.808090
236,691958,4230680,2073298,2157382,2.040556,16,111475,580483,1314690,4230680,1028080,0.804501
237,754643,4404430,2073319,2331111,2.124338,18,112648,641995,1364899,4404430,1055166,0.806732
238,758082,4614325,2073314,2541011,2.225579,20,113381,644701,1428617,4614325,1100143,0.807481
239,786402,4565746,2073341,2492405,2.202120,19,111241,675161,1409743,4565746,1073226,0.809677
240,764104,4379354,2073344,2306010,2.112218,18,110896,653208,1355550,4379354,1042846,0.807671
241,773065,4217093,2073363,2143730,2.033939,20,110196,662869,1304900,4217093,1002507,0.807934
242,754300,4341075,2073375,2267700,2.093724,19,112773,641527,1342090,4341075,1027285,0.808641
243,781302,4603307,2073365,2529942,2.220211,19,118705,662597,1420767,4603307,1079761,0.810004
244,781302,4872538,2073322,2799216,2.350112,20,131442,649860,1513393,4872538,1181034,0.804903
245,781306,5018857,2073299,2945558,2.420711,18,133911,647395,1555365,5018857,1202603,0.806701
246,787118,4992786,2073354,2919432,2.408072,18,135736,651382,1552548,4992786,1217406,0.803966
247,807314,4990434,2073337,2917097,2.406957,18,134524,672790,1552832,4990434,1220894,0.803441
248,807326,4906373,2073338,2833035,2.366413,17,131822,675504,1527604,4906373,1204043,0.802952
249,768847,4907735,2073343,2834392,2.367064,17,131798,637049,1532247,4907735,1221253,0.800741
250,762887,4973861,2073352,2900509,2.398947,16,131717,631170,1549911,4973861,1225783,0.802282
251,757249,4858844,2073337,2785507,2.343490,17,127618,629631,1509989,4858844,1181112,0.804450
252,699836,4745165,2073326,2671839,2.288673,16,124524,575312,1473409,4745165,1148471,0.805134
253,699838,4708759,2073284,2635475,2.271160,17,121924,577914,1457565,4708759,1121501,0.807641
254,699840,4703062,2073270,2629792,2.268427,17,116345,583495,1446306,4703062,1082162,0.812944
255,673453,4695456,2073250,2622206,2.264780,17,116083,557370,1438269,4695456,1057620,0.816164
256,679221,4648041,2073231,2574810,2.241931,17,116083,563138,1421028,4648041,1036071,0.817725
257,672651,4736454,2073182,2663272,2.284630,17,116035,556616,1444124,4736454,1040042,0.819953
258,690249,4878996,2073326,2805670,2.353222,17,112589,577660,1479868,4878996,1040476,0.824228
259,690259,4954490,2073400,2881090,2.389549,17,100033,590226,1495455,4954490,1027330,0.828258
260,554538,4952374,2073600,2878774,2.388298,13,91213,463325,1486788,4952374,994778,0.832730
261,506709,4927370,2073600,2853770,2.376239,11,87450,419259,1478167,4927370,985298,0.833358
262,469809,4910371,2073599,2836772,2.368043,11,88836,380973,1478200,4910371,1002429,0.830465
263,469004,4880362,2073600,2806762,2.353570,11,87810,381194,1471583,4880362,1005970,0.829101
264,469004,4801115,2073600,2727515,2.315353,11,84328,384676,1447784,4801115,990021,0.829045
265,469004,4714969,2073600,2641369,2.273808,11,83334,385670,1424641,4714969,983595,0.827396
266,469004,4646102,2073600,2572502,2.240597,11,82050,386954,1405551,4646102,976102,0.826384
267,464826,4622921,2073600,2549321,2.229418,11,80626,384200,1399060,4622921,973319,0.826076
268,440670,4598135,2073600,2524535,2.217465,11,79021,361649,1389190,4598135,958625,0.827485
269,417628,4648918,2073600,2575318,2.241955,11,76984,340644,1398921,4648918,946766,0.830804
270,320156,4648569,2073600,2574969,2.241787,11,75620,244536,1393556,4648569,925655,0.833940
271,320156,4660307,2073600,2586707,2.247447,11,75300,244856,1396861,4660307,927137,0.834068
272,296750,4672749,2073600,2599149,2.253448,11,74932,221818,1400244,4672749,928227,0.834274
