frame,total,visibility,gbuffer,lighting,index_count
0,0.55132,0.18726,0.33714,0.01688,6388479.00000
10,0.56657,0.18799,0.35122,0.01686,6388479.00000
20,0.58356,0.18898,0.36783,0.01714,6388479.00000
30,0.60498,0.18964,0.38797,0.01757,6388479.00000
40,0.62726,0.19160,0.40840,0.01777,6388479.00000
50,0.68290,0.22566,0.42895,0.01828,7620873.90000
60,0.75035,0.24084,0.47827,0.02130,7933098.00000
70,0.77224,0.24190,0.49752,0.02281,7933098.00000
80,0.77216,0.24154,0.49757,0.02262,7933098.00000
90,0.77035,0.24138,0.49767,0.02132,7933098.00000
100,0.76663,0.23898,0.49759,0.02008,7778540.10000
110,0.72612,0.19768,0.49729,0.02126,6388359.00000
120,0.72498,0.19719,0.49723,0.02108,6388359.00000
130,0.72268,0.19506,0.49750,0.02048,6328608.30000
140,0.72011,0.19300,0.49746,0.01994,6278724.00000
150,0.72098,0.19315,0.49754,0.02058,6278724.00000
160,0.71948,0.19185,0.49751,0.02032,6344505.00000
170,0.72897,0.19904,0.49748,0.02271,6548192.40000
180,0.73366,0.20305,0.49732,0.02370,6654137.70000
190,0.73095,0.20152,0.49757,0.02206,6649594.80000
200,0.71731,0.18999,0.49752,0.02004,6279649.20000
210,0.71470,0.18712,0.49740,0.02010,6153959.40000
220,0.70293,0.17640,0.49736,0.01954,5654925.00000
230,0.69863,0.17279,0.49733,0.01908,5715609.00000
240,0.72740,0.20073,0.49746,0.01939,6556806.00000
250,0.72596,0.19902,0.49732,0.02014,6632634.60000
260,0.72712,0.20020,0.49740,0.01957,6632607.00000
270,0.72821,0.20116,0.49754,0.01943,6632600.40000
280,0.72882,0.20238,0.49738,0.01958,6632592.60000
290,0.72562,0.19911,0.49747,0.01937,6632589.00000
300,0.71528,0.19053,0.49736,0.01795,6086332.20000
310,0.70552,0.18136,0.49726,0.01742,5774538.60000
320,0.70301,0.17878,0.49734,0.01722,5711706.00000
330,0.70292,0.17787,0.49742,0.01770,5522449.20000
340,0.69889,0.17396,0.49744,0.01788,5438616.30000
350,0.69523,0.16976,0.49743,0.01850,5419182.00000
360,0.69518,0.16749,0.49916,0.01884,5369350.80000
370,0.68671,0.15468,0.49907,0.02352,4967546.10000
380,0.68191,0.15026,0.49900,0.02306,4898302.80000
390,0.67919,0.14997,0.49898,0.02013,4809108.60000
400,0.67629,0.14981,0.49845,0.01806,4843965.00000
410,0.68131,0.15412,0.49848,0.01890,4857206.70000
420,0.68394,0.15123,0.49911,0.02382,4924218.00000
430,0.68087,0.14962,0.49921,0.02207,4921590.00000
440,0.67711,0.14848,0.49904,0.02013,4919838.00000
450,0.67624,0.14704,0.49888,0.02082,4918621.20000
460,0.67423,0.14602,0.49846,0.02028,4915782.00000
470,0.67460,0.14560,0.49905,0.02025,4915782.00000
480,0.67175,0.14309,0.49896,0.02010,4724589.90000
490,0.65805,0.12952,0.49898,0.01994,4350555.00000
500,0.66470,0.13553,0.49917,0.02011,4561743.60000
510,0.66959,0.14028,0.49922,0.02023,4649973.00000
520,0.66892,0.13989,0.49924,0.01987,4649973.00000
530,0.66826,0.13940,0.49928,0.01986,4649973.00000
540,0.66775,0.13929,0.49924,0.01968,4649973.00000
550,0.67518,0.14610,0.49908,0.01984,4889201.10000
560,0.67636,0.14848,0.49900,0.01912,4808830.80000
570,0.66777,0.14134,0.49886,0.01772,4297629.90000
580,0.64569,0.11902,0.49900,0.01801,3585789.60000
590,0.67884,0.15034,0.49925,0.01890,5050871.70000
600,0.75025,0.22086,0.49921,0.01992,7428586.80000
610,0.80610,0.27472,0.49932,0.02136,9154439.10000
620,0.82947,0.29627,0.49984,0.02278,9521362.20000
630,0.83020,0.29486,0.49956,0.02516,9517167.00000
640,0.83029,0.29374,0.49952,0.02661,9459631.80000
650,0.83328,0.29423,0.49961,0.02890,9421272.60000
660,0.87094,0.33024,0.49943,0.03043,10768835.40000
670,0.87845,0.33668,0.49946,0.03156,10858999.20000
680,0.87865,0.33871,0.49898,0.03048,10858885.50000
690,0.86858,0.33737,0.49260,0.02818,10855368.00000
700,0.86615,0.33910,0.48794,0.02860,10855368.00000
710,0.86499,0.34035,0.48574,0.02858,10855368.00000
720,0.85958,0.33832,0.48244,0.02836,10673067.00000
730,0.84419,0.33522,0.47193,0.02640,10593060.00000
740,0.83228,0.33049,0.46596,0.02538,10404744.00000
750,0.83509,0.32727,0.47058,0.02634,10279200.00000
760,0.85449,0.33216,0.48349,0.02827,10437937.50000
770,0.88513,0.34436,0.49792,0.03219,10766673.60000
780,0.89255,0.34935,0.49945,0.03308,10864798.80000
790,0.86224,0.32000,0.49933,0.03262,9787313.40000
800,0.85870,0.31746,0.49942,0.03162,9664446.60000
810,0.85633,0.31598,0.49936,0.03029,9667598.40000
820,0.85471,0.31525,0.49922,0.02996,9667593.00000
830,0.85570,0.31857,0.49930,0.02788,9667602.00000
840,0.85597,0.32049,0.49924,0.02598,9667602.60000
850,0.85971,0.32528,0.49939,0.02510,9667603.20000
860,0.86160,0.32735,0.49910,0.02451,9667607.40000
870,0.87205,0.34020,0.49934,0.02332,10385949.00000
880,0.89444,0.36521,0.49904,0.02024,10864839.00000
