frame,total,depth_prepass,geometry,lighting,index_count
1610,1.54333,0.24125,1.26355,0.02828,10974504.00000
1620,1.48948,0.24122,1.21106,0.02687,10974501.00000
1630,1.45485,0.24211,1.17775,0.02476,10974495.00000
1640,1.39708,0.24215,1.12146,0.02336,10974492.00000
1650,1.37915,0.24284,1.10290,0.02314,10974492.00000
1660,1.33890,0.24322,1.06332,0.02221,10974493.80000
1670,1.32741,0.24364,1.05153,0.02209,10974916.20000
1680,1.33714,0.24525,1.05942,0.02177,11108102.10000
1690,1.28096,0.24557,1.00419,0.02088,11241013.20000
1700,1.24730,0.24603,0.97148,0.01966,11241018.60000
1710,1.22109,0.24715,0.94445,0.01890,11241024.00000
1720,1.19765,0.24871,0.92180,0.01795,11241025.80000
1730,1.16181,0.24782,0.88556,0.01718,11241037.20000
1740,1.09874,0.24540,0.82655,0.01680,11241052.20000
1750,1.04749,0.24504,0.77569,0.01639,11241054.00000
1760,1.03770,0.24495,0.76634,0.01618,11241054.00000
1770,1.03288,0.24671,0.76036,0.01608,11241054.00000
1780,1.03878,0.25017,0.76285,0.01590,11241054.00000
1790,1.00886,0.25079,0.73211,0.01585,11241054.00000
1800,1.00291,0.25126,0.72568,0.01552,11241054.00000
1810,1.01106,0.25112,0.73414,0.01540,11241049.80000
1820,1.02622,0.25120,0.74936,0.01559,11241039.60000
1830,1.04832,0.25145,0.77124,0.01554,11241032.40000
1840,1.07180,0.25086,0.79503,0.01578,11241024.00000
1850,1.10185,0.25093,0.82286,0.01603,11241018.00000
1860,1.13565,0.25106,0.85801,0.01646,11241019.80000
1870,1.18074,0.25101,0.90266,0.01690,11241019.80000
1880,1.21164,0.25096,0.93322,0.01708,11241012.60000
1890,1.30725,0.25060,1.02910,0.01747,11241006.00000
1900,1.41858,0.25049,1.13917,0.01828,11241003.00000
1910,1.44583,0.25027,1.16677,0.01896,11240994.00000
1920,1.40303,0.24993,1.12272,0.02026,11240985.60000
1930,1.45239,0.24946,1.17106,0.02190,11240971.20000
1940,1.48538,0.24897,1.20204,0.02380,11240961.00000
1950,1.51591,0.24780,1.23202,0.02555,11240949.00000
1960,1.50714,0.24664,1.22278,0.02708,11240934.60000
1970,1.53717,0.24630,1.25198,0.02849,11240930.40000
1980,1.62704,0.24440,1.34341,0.02906,11161169.70000
1990,1.60700,0.23785,1.33305,0.02560,10974408.00000
2000,1.60608,0.23430,1.33746,0.02398,10974408.00000
2010,1.63990,0.23356,1.37213,0.02376,10974408.00000
2020,1.70691,0.23396,1.43839,0.02439,10974408.00000
2030,1.71134,0.23255,1.44560,0.02281,10974408.00000
2040,1.73266,0.23328,1.46829,0.02140,10973341.80000
2050,1.74458,0.23336,1.47972,0.02143,10972275.60000
2060,1.80815,0.23519,1.54012,0.02249,10974408.00000
2070,1.85747,0.23342,1.59088,0.02356,10846963.80000
2080,1.73968,0.22166,1.48501,0.02242,10364410.50000
2090,1.59648,0.21144,1.35422,0.02053,10054158.00000
2100,1.66011,0.21069,1.41852,0.02093,10013727.00000
2110,1.74500,0.21510,1.49653,0.02274,10195232.40000
2120,1.91785,0.22540,1.65729,0.02528,10491190.80000
2130,1.92732,0.22601,1.66540,0.02552,10491226.80000
2140,2.03701,0.22798,1.77256,0.02542,10606616.40000
2150,1.94070,0.22988,1.67172,0.02890,10839546.30000
2160,1.75132,0.22367,1.49455,0.02366,10082360.10000
2170,1.31260,0.15442,1.13001,0.01750,7223112.00000
2180,1.33457,0.14144,1.16620,0.01756,6549874.20000
2190,1.23859,0.13280,1.07759,0.01763,6266152.50000
2200,0.92387,0.10658,0.78988,0.01736,5132634.90000
2210,0.46664,0.05496,0.38647,0.01436,3836330.40000
2220,0.30120,0.05063,0.22633,0.01422,3796645.80000
2230,0.19728,0.04071,0.13226,0.01421,2713873.80000
2240,0.09867,0.01666,0.05744,0.01422,1232427.90000
2250,0.04537,0.00734,0.01315,0.01431,384978.60000
2260,0.06002,0.00594,0.02956,0.01426,521978.40000
2270,0.18827,0.03636,0.12718,0.01420,2713873.80000
2280,0.12444,0.01684,0.08314,0.01418,1252506.00000
2290,0.10748,0.01665,0.06646,0.01419,1252506.00000
2300,0.04148,0.00422,0.01246,0.01470,130779.00000
2310,0.03018,0.00205,0.00304,0.01485,0.00000
2320,0.03007,0.00222,0.00304,0.01484,0.00000
2330,0.03032,0.00217,0.00304,0.01486,0.00000
2340,0.03001,0.00216,0.00305,0.01490,0.00000
2350,0.02983,0.00195,0.00304,0.01498,0.00000
2360,0.03010,0.00210,0.00305,0.01492,0.00000
2370,0.03034,0.00212,0.00304,0.01490,0.00000
2380,0.03025,0.00224,0.00304,0.01478,0.00000
2390,0.03016,0.00220,0.00304,0.01474,0.00000
