frame,total,visibility,resolve,index_count
0,1.37568,0.17368,1.19499,6388479.00000
10,1.43989,0.17536,1.25737,6388479.00000
20,1.50875,0.17666,1.32550,6388479.00000
30,1.58829,0.17603,1.40499,6388479.00000
40,1.67851,0.17907,1.49231,6388479.00000
50,1.79724,0.21414,1.57534,7620873.90000
60,1.99527,0.23006,1.75816,7933098.00000
70,2.07002,0.23243,1.83022,7933098.00000
80,2.06917,0.23063,1.83072,7933098.00000
90,2.06969,0.23139,1.83084,7933098.00000
100,2.06649,0.22830,1.83047,7778540.10000
110,2.02319,0.18416,1.83196,6388359.00000
120,2.04600,0.18302,1.83253,6388359.00000
130,2.02010,0.18074,1.83249,6328608.30000
140,2.01983,0.17934,1.83298,6278724.00000
150,2.01694,0.17704,1.83302,6278724.00000
160,2.01718,0.17698,1.83334,6344505.00000
170,2.02511,0.18547,1.83278,6548192.40000
180,2.03145,0.19238,1.83234,6654137.70000
190,2.02899,0.18964,1.83216,6649594.80000
200,2.01518,0.17498,1.83313,6279649.20000
210,2.01600,0.17149,1.83880,6153959.40000
220,2.02274,0.15898,1.85708,5654925.00000
230,2.02129,0.15761,1.85677,5715609.00000
240,2.05133,0.18731,1.85706,6556806.00000
250,2.04964,0.18542,1.85731,6632634.60000
260,2.04976,0.18604,1.85671,6632607.00000
270,2.05109,0.18753,1.85691,6632600.40000
280,2.05261,0.18853,1.85669,6632592.60000
290,2.04681,0.18383,1.85636,6632589.00000
300,2.03805,0.17517,1.85622,6086332.20000
310,2.02878,0.16650,1.85524,5774538.60000
320,2.02302,0.16402,1.85217,5711706.00000
330,2.02200,0.16344,1.85185,5522449.20000
340,2.01889,0.16024,1.85169,5438616.30000
350,2.01328,0.15503,1.85178,5419182.00000
360,2.04744,0.15340,1.85289,5369350.80000
370,2.00098,0.14125,1.85267,4967546.10000
380,1.99522,0.13566,1.85277,4898302.80000
390,1.99691,0.13622,1.85362,4809108.60000
400,1.99596,0.13649,1.85264,4843965.00000
410,2.00084,0.13925,1.85469,4857206.70000
420,1.99802,0.13828,1.85270,4924218.00000
430,1.99521,0.13564,1.85264,4921590.00000
440,1.99350,0.13444,1.85206,4919838.00000
450,1.99105,0.13100,1.85288,4918621.20000
460,1.98845,0.12935,1.85180,4915782.00000
470,1.98803,0.12948,1.85172,4915782.00000
480,1.98606,0.12737,1.85187,4724589.90000
490,1.97560,0.11733,1.85160,4350555.00000
500,1.98116,0.12179,1.85241,4561743.60000
510,1.98538,0.12566,1.85282,4649973.00000
520,1.98442,0.12573,1.85200,4649973.00000
530,1.98348,0.12456,1.85214,4649973.00000
540,1.98355,0.12444,1.85245,4649973.00000
550,1.98847,0.12972,1.85188,4889201.10000
560,1.99228,0.13280,1.85298,4808830.80000
570,1.97275,0.12983,1.83588,4297629.90000
580,1.94784,0.10854,1.83242,3585789.60000
590,1.97608,0.13535,1.83408,5050871.70000
600,2.08650,0.20928,1.83486,7428586.80000
610,2.10873,0.26656,1.83292,9154439.10000
620,2.12807,0.28706,1.83367,9521362.20000
630,2.12561,0.28488,1.83334,9517167.00000
640,2.12457,0.28395,1.83343,9459631.80000
650,2.12717,0.28486,1.83457,9421272.60000
660,2.16139,0.32011,1.83382,10768835.40000
670,2.16805,0.32745,1.83331,10858999.20000
680,2.16925,0.33000,1.83223,10858885.50000
690,2.14628,0.32934,1.80943,10855368.00000
700,2.13334,0.33180,1.79419,10855368.00000
710,2.12653,0.33244,1.78682,10855368.00000
720,2.11042,0.33166,1.77129,10673067.00000
730,2.06764,0.32834,1.73210,10593060.00000
740,2.04048,0.32540,1.70796,10404744.00000
750,2.05537,0.32070,1.72715,10279200.00000
760,2.10695,0.32578,1.77446,10437937.50000
770,2.17237,0.33720,1.82739,10766673.60000
780,2.18191,0.34116,1.83351,10864798.80000
790,2.15303,0.31301,1.83282,9787313.40000
800,2.14894,0.30885,1.83270,9664446.60000
810,2.14929,0.30918,1.83283,9667598.40000
820,2.14860,0.30800,1.83353,9667593.00000
830,2.18174,0.31103,1.83406,9667602.00000
840,2.15436,0.31462,1.83275,9667602.60000
850,2.15864,0.31885,1.83276,9667603.20000
860,2.16294,0.32264,1.83287,9667607.40000
870,2.17686,0.33409,1.83560,10385949.00000
880,2.19874,0.35742,1.83447,10864839.00000
890,2.20263,0.36027,1.83531,10864839.00000
900,2.20411,0.36162,1.83546,10864835.40000
910,2.19912,0.35985,1.83240,10864828.20000
920,2.14693,0.35114,1.78892,10864825.20000
930,2.13587,0.35019,1.77878,10864821.00000
940,2.15803,0.34880,1.80193,10864821.00000
950,2.17127,0.34931,1.81527,10864821.00000
960,2.18702,0.34752,1.83228,10864818.00000
970,2.18765,0.34389,1.83641,10864786.20000
980,2.16918,0.33426,1.82750,10864773.00000
990,2.18048,0.33770,1.83562,10864773.00000
1000,2.17981,0.33896,1.83297,10625328.60000
1010,2.14817,0.30701,1.83416,9667551.00000
1020,2.14391,0.30105,1.83579,9667551.00000
1030,2.13506,0.29491,1.83279,9667551.00000
1040,2.13646,0.29695,1.83247,9667551.00000
1050,2.14734,0.30304,1.83284,10146439.80000
1060,2.16815,0.32776,1.83300,10864773.00000
1070,2.17361,0.33346,1.83300,10864773.00000
1080,2.15182,0.31182,1.83281,10025094.60000
1090,2.12110,0.28136,1.83257,9329834.40000
1100,2.11962,0.27919,1.83264,9156234.00000
1110,2.11721,0.27719,1.83273,9156234.00000
1120,2.11709,0.27666,1.83306,9156234.00000
1130,2.11758,0.27729,1.83292,9153888.00000
1140,2.10348,0.26329,1.83270,8888382.00000
1150,2.04730,0.20602,1.83424,6681090.00000
1160,2.04162,0.20035,1.83404,7146947.40000
1170,2.11746,0.27738,1.83262,9101922.00000
1180,2.11152,0.27020,1.83359,9097980.00000
1190,2.10943,0.26894,1.83284,9099990.00000
1200,2.11275,0.27261,1.83267,9103005.00000
1210,2.11160,0.27142,1.83253,9103881.00000
1220,2.10803,0.26690,1.83376,9103005.00000
1230,2.10653,0.26647,1.83264,9103013.40000
1240,2.11293,0.27169,1.83423,9103039.20000
1250,2.11304,0.27110,1.83505,9100531.50000
1260,2.10436,0.26380,1.83361,9094303.20000
1270,2.10383,0.26141,1.83470,9091825.20000
1280,2.12879,0.25965,1.83269,8847516.90000
1290,2.09331,0.25322,1.83262,8728518.00000
1300,2.08378,0.24266,1.83393,8236771.20000
1310,2.01205,0.16916,1.83595,6191688.00000
1320,2.03350,0.19192,1.83413,6862126.50000
1330,2.01040,0.16963,1.83344,5573805.00000
1340,2.02041,0.18014,1.83315,6060954.00000
1350,2.05684,0.21561,1.83385,6881545.80000
1360,2.13480,0.29482,1.83295,9634320.90000
1370,2.17764,0.33793,1.83256,10864779.00000
1380,2.17872,0.33892,1.83261,10864773.60000
1390,2.17522,0.33545,1.83274,10864773.00000
1400,2.17348,0.33576,1.83041,10864774.80000
1410,1.92580,0.31978,1.59874,10566703.20000
1420,1.70355,0.31165,1.38536,10592118.60000
1430,1.94060,0.33502,1.59800,10864791.00000
1440,1.92513,0.33618,1.58116,10864798.20000
1450,1.93078,0.34041,1.58325,10864803.00000
1460,1.97300,0.34303,1.62266,10864803.00000
1470,1.98937,0.34519,1.63669,10864803.00000
1480,2.00909,0.34724,1.65434,10864807.80000
1490,2.00624,0.34881,1.65047,10864813.20000
1500,2.00281,0.35175,1.64366,10864818.60000
1510,1.99140,0.35609,1.62902,10864824.00000
1520,1.95384,0.35889,1.58781,10864827.00000
1530,1.84317,0.35427,1.48153,10864822.20000
1540,1.74057,0.35274,1.38025,10864824.00000
1550,1.73304,0.35422,1.37182,10864827.00000
1560,1.75437,0.35640,1.39053,10864828.20000
1570,1.77048,0.35719,1.40679,10869039.60000
1580,1.80178,0.35850,1.43605,10951032.60000
1590,1.85114,0.35990,1.48386,10974487.80000
1600,1.86460,0.35922,1.49757,10974497.40000
1610,1.82444,0.35758,1.45967,10974504.00000
1620,1.76559,0.35495,1.40357,10974501.00000
