frame,total,geometry,lighting,index_count
0,0.42544,0.39899,0.01929,8231199.00000
10,0.43258,0.40567,0.01967,8231199.00000
20,0.42494,0.39772,0.01983,8234561.10000
30,0.42462,0.39755,0.01987,8236002.00000
40,0.42353,0.39592,0.02045,8236002.00000
50,0.42488,0.39782,0.02008,8236002.00000
60,0.42519,0.39728,0.02062,8236002.00000
70,0.42568,0.39790,0.02070,8236002.00000
80,0.42502,0.39661,0.02132,8236002.00000
90,0.49943,0.46142,0.03094,8237667.00000
100,0.65585,0.61624,0.03217,8329675.20000
110,0.72858,0.69083,0.03052,8334444.00000
120,0.74878,0.71246,0.02922,8317910.40000
130,0.66340,0.62562,0.03074,8139647.40000
140,0.65033,0.61380,0.02941,7834020.30000
150,0.58810,0.54720,0.03374,7424970.00000
160,0.57296,0.53215,0.03358,7313065.20000
170,0.55194,0.51245,0.03239,7154175.00000
180,0.57782,0.53975,0.03117,7421709.90000
190,0.59218,0.55382,0.03134,7716846.60000
200,0.57576,0.53635,0.03250,7789365.60000
210,0.59984,0.55968,0.03324,7826196.60000
220,0.59652,0.55650,0.03262,7722507.90000
230,0.59063,0.54946,0.03383,7757628.60000
240,0.55749,0.51626,0.03394,7718556.00000
250,0.56373,0.52056,0.03561,7713440.40000
260,0.55711,0.51490,0.03509,7695356.40000
270,0.58685,0.54530,0.03406,7698819.00000
280,0.60356,0.56253,0.03384,7700268.00000
290,0.60147,0.56112,0.03307,7720264.80000
300,0.61170,0.57180,0.03243,7730274.00000
310,0.62821,0.58894,0.03205,7730274.00000
320,0.63624,0.59705,0.03164,7744542.00000
330,0.64125,0.60298,0.03090,7870452.00000
340,0.63195,0.59393,0.03084,7870452.00000
350,0.62605,0.58714,0.03130,7860626.40000
360,0.61698,0.57791,0.03167,7803858.00000
370,0.61625,0.57685,0.03191,7800402.00000
380,0.61154,0.57260,0.03149,7791610.80000
390,0.61636,0.57703,0.03193,7793692.20000
400,0.61462,0.57460,0.03240,7792572.00000
410,0.61656,0.57616,0.03273,7790788.80000
420,0.60335,0.56252,0.03351,7774376.10000
430,0.57915,0.53788,0.03396,7465851.00000
440,0.55243,0.51101,0.03423,7100517.00000
450,0.57077,0.53001,0.03340,7082915.40000
460,0.55259,0.51364,0.03148,7070199.60000
470,0.54608,0.50785,0.03110,7068315.60000
480,0.54573,0.50862,0.02929,6944262.90000
490,0.59558,0.55993,0.02828,6947631.00000
500,0.60790,0.56764,0.03190,7164264.60000
510,0.61198,0.57140,0.03288,7409877.60000
520,0.63404,0.59520,0.03158,7792772.10000
530,0.62186,0.58324,0.03140,7782946.20000
540,0.60252,0.56362,0.03145,7708882.20000
550,0.61669,0.57855,0.03091,7631395.80000
560,0.61602,0.57929,0.02972,7774871.40000
570,0.68284,0.65146,0.02424,7833945.00000
580,0.77523,0.74422,0.02338,8015462.10000
590,0.77100,0.73799,0.02586,8052279.90000
600,0.79726,0.76272,0.02746,8120811.00000
610,0.78350,0.74509,0.02957,8118021.00000
620,0.74672,0.71041,0.02972,8111811.90000
630,0.69300,0.66096,0.02450,7943511.60000
640,0.65108,0.62205,0.02186,7721718.60000
650,0.70894,0.67961,0.02242,7634876.10000
660,0.72245,0.69039,0.02492,7668963.00000
670,0.65797,0.62515,0.02562,7623788.40000
680,0.63101,0.59814,0.02542,7621869.00000
690,0.59936,0.56526,0.02708,7621161.00000
700,0.58681,0.55027,0.02945,7657194.90000
710,0.59990,0.56002,0.03217,7685407.80000
720,0.64079,0.60270,0.03150,7674967.20000
730,0.59477,0.55608,0.03153,7627148.40000
740,0.56002,0.52096,0.03156,7612737.60000
750,0.55786,0.51996,0.03054,7626187.20000
760,0.57708,0.53872,0.03098,7597246.20000
770,0.57764,0.54033,0.03012,7594820.40000
780,0.56774,0.53268,0.02804,7589790.60000
790,0.57512,0.54230,0.02564,7538191.80000
800,0.59959,0.56999,0.02177,7376284.80000
810,0.61033,0.58326,0.01960,7196946.00000
820,0.60775,0.58081,0.01998,7066977.00000
830,0.60872,0.58033,0.02130,6851366.40000
840,0.55833,0.53058,0.02059,6848332.80000
850,0.55894,0.53092,0.02060,6847776.00000
860,0.56477,0.53713,0.02055,6847488.00000
870,0.61958,0.59015,0.02038,6847718.40000
880,0.63160,0.60402,0.02044,6847878.00000
890,0.61200,0.58518,0.01983,6773436.30000
900,0.55679,0.53225,0.01738,6977846.70000
910,0.50469,0.47597,0.02143,8005858.80000
920,0.62356,0.59727,0.01889,8114672.70000
930,0.68932,0.66278,0.01919,8255881.50000
940,0.66165,0.62974,0.02454,8315368.80000
950,0.65840,0.62037,0.03115,8294084.40000
960,0.65289,0.61154,0.03386,8262489.00000
970,0.65236,0.61126,0.03388,8262258.60000
980,0.68973,0.64791,0.03468,8260713.00000
990,0.69456,0.65358,0.03384,8260413.00000
1000,0.68026,0.63986,0.03304,8209144.20000
1010,0.69320,0.65254,0.03329,8169582.60000
1020,0.67470,0.63359,0.03366,8152836.60000
1030,0.65709,0.61756,0.03252,8064639.00000
1040,0.65520,0.61647,0.03157,8008168.20000
1050,0.62604,0.58613,0.03257,7889277.00000
1060,0.65044,0.61130,0.03168,7874770.80000
1070,0.69340,0.65522,0.03067,7857863.40000
1080,0.72207,0.68470,0.03004,7844651.40000
1090,0.62631,0.58746,0.03162,7767534.90000
1100,0.64179,0.60314,0.03160,7719672.60000
1110,0.61536,0.57701,0.03106,7176438.30000
1120,0.63325,0.59579,0.03016,6990166.80000
1130,0.64946,0.61220,0.03000,6758233.20000
1140,0.66528,0.62773,0.03032,7029954.30000
1150,0.71204,0.67324,0.03156,7408249.20000
1160,0.71029,0.67160,0.03158,7500250.20000
1170,0.74516,0.70577,0.03194,7953082.20000
1180,0.75236,0.71358,0.03165,7999884.00000
1190,0.76716,0.72838,0.03158,8001468.00000
1200,0.76952,0.73097,0.03141,8001468.00000
1210,0.73723,0.69913,0.03105,8001468.00000
1220,0.71824,0.67978,0.03090,8001468.00000
1230,0.71768,0.67935,0.03094,8001480.60000
1240,0.71058,0.67246,0.03099,8003038.20000
1250,0.70620,0.66810,0.03080,8001468.00000
1260,0.70132,0.66364,0.03045,8001473.40000
1270,0.69816,0.66088,0.03030,7966094.40000
1280,0.67272,0.63532,0.03007,7745203.20000
1290,0.66021,0.62414,0.02891,7579748.40000
1300,0.65468,0.62009,0.02736,7498017.00000
1310,0.67261,0.63660,0.02905,7510593.30000
1320,0.70360,0.66889,0.02745,7033727.70000
1330,0.74779,0.71423,0.02624,6970671.00000
1340,0.70333,0.66955,0.02656,6970383.00000
1350,0.68427,0.65011,0.02688,6970383.00000
1360,0.67143,0.63756,0.02645,6970383.00000
1370,0.67685,0.64236,0.02698,6970383.00000
1380,0.67911,0.64498,0.02683,6970383.00000
1390,0.70053,0.66634,0.02694,6970383.00000
1400,0.72556,0.68988,0.02852,7212977.40000
1410,0.73050,0.69147,0.03169,8001493.20000
1420,0.73944,0.70093,0.03147,8001594.00000
1430,0.72270,0.68372,0.03162,7931326.20000
1440,0.70501,0.66587,0.03183,7829976.00000
1450,0.70012,0.66087,0.03196,7834560.60000
1460,0.69606,0.65673,0.03188,7925053.80000
1470,0.70878,0.66908,0.03257,7991727.00000
1480,0.70409,0.66387,0.03273,7999516.80000
1490,0.69657,0.65553,0.03378,8090580.60000
1500,0.68846,0.64523,0.03457,8357266.20000
1510,0.67188,0.62865,0.03623,8470036.80000
1520,0.66883,0.62491,0.03710,8477401.20000
1530,0.67520,0.63092,0.03716,8489996.40000
1540,0.68245,0.63819,0.03700,8495800.80000
1550,0.67588,0.63112,0.03742,8494414.20000
1560,0.68699,0.65023,0.02992,8494104.00000
1570,0.70484,0.66797,0.02982,8494104.00000
1580,0.70435,0.66626,0.03085,8494104.00000
1590,0.71516,0.67652,0.03160,8494104.00000
1600,0.68251,0.64048,0.03470,8494104.00000
1610,0.65818,0.61290,0.03797,8494104.00000
1620,0.66297,0.61763,0.03794,8492731.20000
1630,0.66016,0.61438,0.03813,8491920.00000
1640,0.66784,0.62170,0.03880,8492370.00000
1650,0.67142,0.62249,0.03997,8449743.60000
1660,0.67573,0.62886,0.03957,8384289.00000
1670,0.66296,0.61618,0.03954,8374041.00000
1680,0.66438,0.61704,0.03992,8367843.60000
1690,0.68660,0.63857,0.04102,8358251.40000
1700,0.66757,0.61979,0.04077,8295681.00000
1710,0.65796,0.61012,0.04043,8261586.00000
1720,0.65820,0.61100,0.03980,8187317.10000
1730,0.66430,0.61879,0.03827,8043384.00000
1740,0.66729,0.62250,0.03765,8041504.80000
