frame,total,depth_prepass,forward,index_count
2180,0.52092,0.07424,0.44008,3327910.80000
2190,0.51566,0.07422,0.43481,3326756.40000
2200,0.50385,0.07315,0.42365,3284885.40000
2210,0.52142,0.07287,0.44204,3266988.00000
2220,0.53935,0.07276,0.45946,3266988.00000
2230,0.53060,0.07223,0.45178,3195621.00000
2240,0.54452,0.07078,0.46698,3114666.00000
2250,0.51158,0.07096,0.43370,3110658.00000
2260,0.51924,0.07136,0.44095,3110223.60000
2270,0.53714,0.07024,0.46025,3107632.20000
2280,0.50672,0.06880,0.43057,3061461.60000
2290,0.46722,0.06390,0.39664,2951409.30000
2300,0.37356,0.05626,0.31058,2661215.40000
2310,0.28156,0.05787,0.21647,2830292.40000
2320,0.25508,0.06027,0.18783,2955202.80000
2330,0.26848,0.05956,0.20204,2936598.00000
2340,0.26690,0.05937,0.20082,2925376.80000
2350,0.39134,0.08569,0.29799,4447362.90000
2360,0.62962,0.16098,0.45875,6957913.50000
2370,0.65800,0.17865,0.47278,7457976.00000
2380,0.69044,0.18744,0.49615,7792472.10000
2390,0.71403,0.20039,0.50507,8135277.00000
2400,0.70345,0.20091,0.49533,8183354.70000
2410,0.72747,0.20306,0.51781,8254320.60000
2420,0.73157,0.20434,0.52046,8273556.00000
2430,0.71718,0.20368,0.50687,8254764.00000
2440,0.72876,0.20603,0.51570,8292348.00000
2450,0.73846,0.20778,0.52390,8264740.20000
2460,0.73776,0.20830,0.52243,8264595.00000
2470,0.73378,0.20820,0.51871,8264595.00000
2480,0.74338,0.20908,0.52787,8264557.20000
2490,0.74982,0.21056,0.53260,8241388.80000
2500,0.75927,0.20564,0.54706,8108993.40000
2510,0.75442,0.20514,0.54220,8092652.40000
2520,0.78119,0.20463,0.56980,8085033.00000
2530,0.78485,0.20451,0.57352,8085033.00000
2540,0.78806,0.20602,0.57551,8096659.20000
2550,0.77239,0.20777,0.55834,8108604.60000
2560,0.77925,0.21013,0.56225,8164023.00000
2570,0.75787,0.21477,0.53432,8174460.00000
2580,0.78819,0.21744,0.56418,8119383.90000
2590,0.78092,0.21804,0.55658,8022754.80000
2600,0.76746,0.21470,0.54454,7735798.80000
2610,0.71807,0.20428,0.50592,7320041.40000
2620,0.71250,0.20339,0.50224,7211924.40000
2630,0.70738,0.20727,0.49317,7183030.20000
2640,0.72530,0.20761,0.51078,7199975.40000
2650,0.75449,0.19868,0.54958,7203627.00000
2660,0.73934,0.18412,0.54673,7203627.00000
2670,0.76286,0.18596,0.57021,7201927.80000
2680,0.77962,0.18861,0.58256,7199379.00000
2690,0.76394,0.19151,0.56599,7191180.60000
2700,0.76473,0.19434,0.56209,7147927.20000
2710,0.73307,0.18745,0.53882,6927421.20000
2720,0.75854,0.17129,0.57961,6801102.00000
2730,0.76752,0.16158,0.59938,6677148.00000
2740,0.73293,0.16073,0.56546,6599951.40000
2750,0.73496,0.15838,0.56998,6542559.00000
2760,0.74947,0.15694,0.58617,6506229.60000
2770,0.71802,0.15309,0.55813,6452277.00000
2780,0.72585,0.15058,0.56823,6486535.80000
2790,0.72210,0.14976,0.56559,6509119.20000
2800,0.71821,0.15058,0.56057,6503435.40000
2810,0.73193,0.15094,0.57417,6506247.00000
2820,0.72705,0.15150,0.56885,6470295.00000
2830,0.72734,0.15040,0.57001,6380098.80000
2840,0.70557,0.14860,0.54984,6299280.00000
2850,0.71169,0.14914,0.55601,6291247.20000
2860,0.70514,0.15100,0.54765,6287307.00000
2870,0.73275,0.15230,0.57355,6269037.00000
2880,0.69597,0.15167,0.53740,6228684.00000
2890,0.69611,0.15362,0.53502,6224199.00000
2900,0.68496,0.15713,0.52073,6216471.00000
2910,0.70847,0.15866,0.54320,6183156.60000
2920,0.70540,0.14484,0.55381,6158480.40000
2930,0.74312,0.13844,0.59755,6132285.00000
2940,0.68820,0.14068,0.54106,6233439.00000
2950,0.69992,0.14323,0.54889,6307221.00000
2960,0.71010,0.14435,0.55374,6307221.00000
2970,0.73395,0.14445,0.58292,6307221.00000
2980,0.73769,0.14584,0.57991,6311469.00000
2990,0.71562,0.14558,0.56342,6311469.00000
3000,0.66005,0.14829,0.50496,6368460.90000
3010,0.64599,0.15088,0.48803,6468307.50000
3020,0.67884,0.18396,0.48745,7368027.00000
3030,0.73261,0.20874,0.51231,8190630.00000
3040,0.74366,0.19336,0.53790,7983019.20000
3050,0.73096,0.19074,0.53327,7984668.00000
3060,0.72648,0.19586,0.52256,7984668.00000
3070,0.70489,0.19225,0.50542,8044923.00000
3080,0.73794,0.19596,0.53260,8131549.20000
3090,0.73959,0.19658,0.53266,8141701.20000
3100,0.73044,0.19651,0.52671,8144034.00000
3110,0.75183,0.19903,0.54480,8144147.40000
3120,0.75529,0.19763,0.55066,8144160.00000
3130,0.73595,0.19788,0.52752,8144160.00000
3140,0.73853,0.19712,0.53475,8144097.00000
3150,0.73186,0.19738,0.52444,8144034.00000
3160,0.73530,0.19595,0.53266,8144034.00000
3170,0.75229,0.19796,0.54465,8144034.00000
3180,0.73498,0.19573,0.53262,8144034.00000
3190,0.74538,0.19821,0.54048,8144034.00000
3200,0.73114,0.19574,0.52845,8144034.00000
3210,0.72962,0.19641,0.52390,8144034.00000
3220,0.74037,0.19554,0.53802,8143638.00000
3230,0.75518,0.19926,0.54935,8132722.80000
3240,0.74177,0.19560,0.53703,8127407.40000
3250,0.73212,0.19542,0.52830,8126328.00000
3260,0.71517,0.19456,0.51400,8125111.20000
3270,0.71647,0.19424,0.51366,8104036.80000
3280,0.69985,0.19368,0.49925,7920713.10000
3290,0.69996,0.18958,0.50329,7903594.80000
3300,0.69948,0.19190,0.49841,7897557.60000
3310,0.69778,0.18867,0.50219,7888524.00000
3320,0.70581,0.19118,0.50567,7877561.40000
3330,0.71825,0.18845,0.52274,7861951.20000
3340,0.70557,0.18920,0.50883,7818999.60000
3350,0.71154,0.18702,0.51758,7813254.00000
3360,0.71717,0.18871,0.52121,7813254.00000
3370,0.70068,0.18674,0.50712,7806210.00000
3380,0.69605,0.18734,0.50108,7763146.80000
3390,0.69236,0.18410,0.50178,7705318.80000
3400,0.68732,0.18581,0.49475,7672203.60000
3410,0.68290,0.18257,0.49347,7634994.00000
3420,0.67886,0.18485,0.48712,7634994.00000
3430,0.67851,0.18217,0.48832,7634994.00000
3440,0.68312,0.18283,0.49160,7632596.40000
3450,0.68642,0.18164,0.49808,7632330.00000
3460,0.68402,0.18352,0.49214,7632286.80000
3470,0.69422,0.18295,0.50209,7602006.00000
3480,0.70982,0.18174,0.52106,7516605.60000
3490,0.69573,0.17486,0.51397,7377719.40000
3500,0.68192,0.16894,0.50368,7167958.50000
3510,0.68593,0.16446,0.51438,7055791.20000
3520,0.66580,0.16403,0.49318,7035301.20000
3530,0.67050,0.16268,0.50090,7009089.00000
3540,0.67173,0.16276,0.50055,7005777.00000
3550,0.65100,0.16199,0.48250,6999966.00000
3560,0.65623,0.16353,0.48414,6990720.00000
3570,0.65041,0.16169,0.48171,6989616.00000
3580,0.67214,0.16217,0.50152,6989616.00000
3590,0.65374,0.16210,0.48459,6980094.00000
3600,0.67208,0.16170,0.50198,6944433.60000
3610,0.66789,0.16116,0.49974,6930984.00000
3620,0.66979,0.16185,0.49921,6930984.00000
3630,0.67383,0.16093,0.50602,6930984.00000
3640,0.68594,0.16128,0.51806,6930984.00000
3650,0.65395,0.15547,0.49081,6651048.00000
3660,0.66600,0.14995,0.50907,6464424.00000
3670,0.66405,0.14946,0.50768,6459480.00000
3680,0.67772,0.14930,0.52188,6452777.40000
3690,0.66928,0.15066,0.51109,6452664.00000
3700,0.67148,0.15016,0.51485,6452664.00000
3710,0.67105,0.14985,0.51432,6452664.00000
3720,0.66049,0.14910,0.50466,6452664.00000
3730,0.67167,0.14914,0.51569,6452664.00000
3740,0.68946,0.14916,0.53360,6452664.00000
3750,0.67359,0.14920,0.51746,6452664.00000
3760,0.68562,0.14932,0.52944,6452664.00000
3770,0.67504,0.14948,0.51902,6448958.40000
3780,0.69064,0.14928,0.53414,6433632.00000
3790,0.69296,0.14730,0.53905,6372072.00000
3800,0.69991,0.14708,0.54599,6372072.00000
3810,0.72699,0.14740,0.57302,6372072.00000
3820,0.69938,0.14721,0.54547,6372072.00000
3830,0.69118,0.14648,0.53746,6318108.00000
3840,0.68859,0.14585,0.53592,6282132.00000
3850,0.66429,0.14540,0.51205,6282132.00000
3860,0.64108,0.14529,0.48891,6282132.00000
3870,0.63570,0.14675,0.48214,6282132.00000
3880,0.63423,0.14740,0.47868,6282132.00000
3890,0.61159,0.14727,0.45732,6276831.00000
3900,0.60366,0.14522,0.45139,6200374.80000
3910,0.60048,0.14000,0.45346,6087040.50000
3920,0.60029,0.13704,0.45648,6079239.00000
3930,0.60300,0.13758,0.45894,6079125.60000
3940,0.60654,0.13726,0.46260,6076897.80000
3950,0.61834,0.13778,0.47363,6076353.00000
3960,0.64446,0.13891,0.49730,6076353.00000
3970,0.64055,0.14138,0.49120,6076353.00000
3980,0.65255,0.14262,0.50063,6076353.00000
3990,0.64610,0.14258,0.49690,6076353.00000
4000,0.64395,0.14130,0.49512,6050476.20000
4010,0.65162,0.14084,0.50425,6033225.00000
4020,0.67562,0.13981,0.52958,6000640.20000
4030,0.68629,0.13648,0.54288,5991462.00000
4040,0.67842,0.13730,0.53339,5984371.80000
4050,0.65733,0.13074,0.51981,5635230.90000
4060,0.64193,0.12356,0.51158,5226320.40000
4070,0.62486,0.12590,0.49235,5169763.80000
4080,0.63044,0.12693,0.49673,5126148.00000
4090,0.63007,0.12614,0.49745,5126148.00000
4100,0.61992,0.12317,0.48959,5004235.20000
4110,0.60619,0.11878,0.48053,4923072.00000
4120,0.60539,0.11698,0.48143,4923072.00000
4130,0.60606,0.11660,0.48268,4923072.00000
4140,0.61237,0.11654,0.48887,4912383.60000
4150,0.61792,0.11587,0.49500,4905258.00000
4160,0.60717,0.11555,0.48455,4905258.00000
4170,0.63723,0.11776,0.51254,4905258.00000
4180,0.65078,0.11998,0.52416,4905258.00000
4190,0.70074,0.12584,0.56796,5019477.60000
4200,0.64710,0.12224,0.51838,5139870.00000
4210,0.62057,0.11816,0.49562,5139870.00000
4220,0.63280,0.11847,0.50749,5139870.00000
4230,0.60460,0.11845,0.47948,5103933.60000
4240,0.55737,0.11402,0.43657,4823736.00000
4250,0.52245,0.11443,0.39815,5099514.00000
4260,0.52909,0.13908,0.38338,6096484.20000
4270,0.49421,0.14096,0.34617,6221974.80000
4280,0.48613,0.14142,0.33735,6230358.00000
4290,0.47952,0.14403,0.32769,6476796.00000
4300,0.61377,0.18825,0.41826,8159985.90000
4310,0.71250,0.20827,0.49465,8496360.00000
4320,0.73047,0.21597,0.50818,8496360.00000
4330,0.72356,0.21330,0.50323,8496288.00000
4340,0.72293,0.21116,0.50194,8495880.00000
4350,0.71679,0.20989,0.49996,8495880.00000
4360,0.71591,0.20918,0.49658,8490503.70000
4370,0.68028,0.21246,0.46026,8442945.00000
4380,0.69559,0.22049,0.46837,8453476.80000
4390,0.71279,0.22399,0.48164,8495944.80000
4400,0.72483,0.21731,0.50072,8496360.00000
4410,0.73509,0.21758,0.51047,8496360.00000
4420,0.67978,0.19669,0.47694,7915824.30000
4430,0.67782,0.14902,0.52211,6615084.00000
4440,0.66058,0.15473,0.49268,6617215.20000
4450,0.67330,0.14642,0.51984,6452835.00000
4460,0.67449,0.13797,0.52757,5651602.20000
4470,0.53761,0.09904,0.43184,4597902.00000
4480,0.53532,0.09878,0.42979,4566676.80000
4490,0.46978,0.07129,0.39152,3067423.80000
4500,0.47569,0.06702,0.40171,3199647.00000
4510,0.51800,0.08601,0.42414,3932214.30000
4520,0.51993,0.08195,0.43038,3428912.40000
4530,0.47808,0.05505,0.41597,2159299.80000
4540,0.46976,0.05649,0.40632,2053662.00000
4550,0.44374,0.05398,0.38262,2044755.00000
4560,0.42688,0.05200,0.36647,2044755.00000
4570,0.39621,0.04917,0.34024,2044755.00000
4580,0.38403,0.04934,0.32765,2050099.20000
4590,0.41650,0.05228,0.35674,2082149.40000
4600,0.43166,0.05337,0.37120,2095203.00000
4610,0.45327,0.05458,0.39086,2226598.80000
4620,0.55121,0.08895,0.45350,4079065.50000
4630,0.54956,0.09888,0.44396,4596558.00000
4640,0.54018,0.09885,0.43438,4597722.00000
4650,0.55019,0.09844,0.44495,4583455.80000
4660,0.42281,0.06726,0.34870,2942640.30000
4670,0.56858,0.10029,0.46133,4625065.50000
4680,0.70108,0.14178,0.54938,6070687.20000
4690,0.68510,0.14392,0.53377,6354876.00000
4700,0.70110,0.15130,0.54128,6592521.90000
4710,0.65002,0.15362,0.48925,6826915.50000
4720,0.65115,0.17965,0.46164,7819448.10000
4730,0.64957,0.18748,0.45474,8158077.60000
4740,0.66185,0.19292,0.45961,8247506.40000
4750,0.63635,0.19065,0.43890,8262054.00000
4760,0.63328,0.19357,0.43127,8276838.30000
4770,0.62404,0.19331,0.42348,8383267.20000
4780,0.62372,0.19349,0.41957,8417616.30000
4790,0.61689,0.19507,0.41507,8495486.40000
4800,0.62822,0.20005,0.41704,8496360.00000
4810,0.61790,0.19793,0.41290,8496360.00000
4820,0.61622,0.19699,0.41219,8496360.00000
4830,0.61707,0.19922,0.41103,8496360.00000
4840,0.60884,0.19551,0.40614,8496252.00000
4850,0.60746,0.19749,0.40155,8496000.00000
4860,0.59311,0.19378,0.39254,8496000.00000
4870,0.58915,0.19583,0.38576,8496000.00000
4880,0.58393,0.19308,0.38425,8496000.00000
4890,0.58408,0.19523,0.38133,8496000.00000
4900,0.57502,0.19262,0.37558,8496000.00000
4910,0.57402,0.19353,0.37348,8496000.00000
4920,0.56936,0.19113,0.37117,8496000.00000
4930,0.56836,0.19262,0.36913,8496000.00000
4940,0.56952,0.19572,0.36690,8496144.00000
4950,0.55944,0.19284,0.35998,8496360.00000
4960,0.56788,0.19621,0.36441,8496360.00000
4970,0.57434,0.19410,0.37322,8496360.00000
4980,0.57564,0.19584,0.37187,8496360.00000
4990,0.57952,0.19526,0.37764,8496360.00000
5000,0.59064,0.19630,0.38769,8496360.00000
5010,0.59772,0.20090,0.38975,8496360.00000
5020,0.59130,0.19689,0.38680,8496360.00000
5030,0.59746,0.20146,0.38868,8496360.00000
5040,0.60829,0.20155,0.39918,8496360.00000
5050,0.61026,0.19938,0.40383,8474049.00000
5060,0.58127,0.18827,0.38588,8268436.80000
5070,0.57753,0.18791,0.38063,8262560.40000
5080,0.56500,0.18249,0.37564,8076999.00000
5090,0.55881,0.17980,0.37040,7987500.00000
5100,0.55126,0.17976,0.36430,7994814.00000
5110,0.55958,0.18518,0.36806,8265461.10000
5120,0.57817,0.19423,0.37562,8496297.60000
5130,0.57978,0.19469,0.37843,8496360.00000
5140,0.57963,0.19590,0.37591,8496360.00000
5150,0.58497,0.19804,0.38053,8496360.00000
5160,0.58903,0.19960,0.38166,8496360.00000
5170,0.58798,0.19959,0.38150,8496360.00000
5180,0.59266,0.20115,0.38454,8496360.00000
5190,0.59330,0.20132,0.38484,8496360.00000
5200,0.59042,0.20226,0.38184,8496360.00000
5210,0.59265,0.20206,0.38402,8496360.00000
5220,0.59276,0.20231,0.38368,8496360.00000
5230,0.59151,0.20246,0.38168,8496360.00000
5240,0.58795,0.20341,0.37813,8496360.00000
5250,0.58130,0.20069,0.37402,8496360.00000
5260,0.58333,0.20294,0.37374,8496360.00000
5270,0.57733,0.20098,0.36966,8496360.00000
5280,0.57669,0.20114,0.36865,8496360.00000
5290,0.57180,0.20173,0.36303,8496360.00000
5300,0.56362,0.20086,0.35589,8496360.00000
5310,0.55381,0.19890,0.34796,8496360.00000
5320,0.54059,0.19694,0.33676,8496360.00000
5330,0.53510,0.19526,0.33284,8496360.00000
5340,0.52447,0.19300,0.32444,8496360.00000
5350,0.51590,0.18879,0.32027,8379258.90000
5360,0.50330,0.18620,0.30999,8351670.00000
5370,0.48923,0.18604,0.29620,8350830.00000
5380,0.47281,0.18450,0.28158,8350738.80000
5390,0.46109,0.18073,0.27327,8267036.40000
5400,0.41058,0.16259,0.24109,7239257.70000
5410,0.35803,0.14224,0.20860,6466446.90000
5420,0.33775,0.13390,0.19658,6131542.20000
5430,0.33607,0.13171,0.19680,6009596.10000
5440,0.32419,0.12959,0.18750,5759880.90000
5450,0.27012,0.10756,0.15556,5172768.00000
5460,0.26990,0.10754,0.15542,5172768.00000
5470,0.26964,0.10730,0.15563,5172768.00000
5480,0.27021,0.10755,0.15585,5172768.00000
5490,0.27008,0.10760,0.15569,5172768.00000
