frame,total,geometry,lighting,index_count
0,0.90921,0.88278,0.01950,8231199.00000
10,0.90694,0.88037,0.01911,8231199.00000
20,0.87447,0.84720,0.01974,8234561.10000
30,0.88822,0.86124,0.01980,8236002.00000
40,0.87159,0.84509,0.01944,8236002.00000
50,0.89540,0.86804,0.02035,8236002.00000
60,0.88109,0.85028,0.02052,8236002.00000
70,0.85645,0.82889,0.02026,8236002.00000
80,0.87670,0.84920,0.02032,8236002.00000
90,1.13437,1.09717,0.03036,8237667.00000
100,1.86464,1.82573,0.03191,8329675.20000
110,2.08069,2.04295,0.03068,8334444.00000
120,2.27044,2.23278,0.02991,8317910.40000
130,1.95909,1.91992,0.03172,8139647.40000
140,1.74710,1.70969,0.03034,7834020.30000
150,1.44872,1.40742,0.03380,7424970.00000
160,1.44724,1.40540,0.03411,7313065.20000
170,1.32290,1.28308,0.03267,7154175.00000
180,1.42997,1.39148,0.03097,7421709.90000
190,1.45796,1.41941,0.03111,7716846.60000
200,1.46113,1.42189,0.03240,7789365.60000
210,1.47070,1.43035,0.03280,7826196.60000
220,1.56100,1.52015,0.03311,7722507.90000
230,1.50134,1.45910,0.03463,7757628.60000
240,1.44647,1.40380,0.03558,7718556.00000
250,1.45630,1.41321,0.03606,7713440.40000
260,1.47318,1.43088,0.03540,7695356.40000
270,1.55559,1.51354,0.03455,7698819.00000
280,1.62776,1.58645,0.03406,7700268.00000
290,1.64292,1.60236,0.03323,7720264.80000
300,1.72026,1.68046,0.03246,7730274.00000
310,1.70261,1.66324,0.03203,7730274.00000
320,1.71447,1.67562,0.03150,7744542.00000
330,1.76549,1.72712,0.03100,7870452.00000
340,1.71399,1.67551,0.03121,7870452.00000
350,1.69897,1.65994,0.03152,7860626.40000
360,1.67536,1.63594,0.03118,7803858.00000
370,1.66188,1.62318,0.03132,7800402.00000
380,1.65034,1.61119,0.03174,7791610.80000
390,1.69812,1.65591,0.03445,7793692.20000
400,1.61312,1.57252,0.03268,7792572.00000
410,1.65278,1.61266,0.03260,7790788.80000
420,1.60996,1.56882,0.03371,7774376.10000
430,1.50064,1.45934,0.03403,7465851.00000
440,1.46177,1.42034,0.03376,7100517.00000
450,1.43116,1.39061,0.03288,7082915.40000
460,1.35426,1.31509,0.03162,7070199.60000
470,1.34328,1.30524,0.03083,7068315.60000
480,1.35500,1.31872,0.02901,6944262.90000
490,1.48972,1.45390,0.02854,6947631.00000
500,1.64199,1.60284,0.03162,7164264.60000
510,1.64470,1.60449,0.03240,7409877.60000
520,1.71940,1.68095,0.03089,7792772.10000
530,1.68198,1.64327,0.03152,7782946.20000
540,1.62476,1.58451,0.03264,7708882.20000
550,1.67037,1.63212,0.03080,7631395.80000
560,1.69487,1.65721,0.02999,7774871.40000
570,1.76576,1.73412,0.02419,7833945.00000
580,2.14584,2.11486,0.02360,8015462.10000
590,2.24520,2.21106,0.02664,8052279.90000
600,2.31227,2.27596,0.02860,8120811.00000
610,2.31199,2.27400,0.03003,8118021.00000
620,2.13929,2.10283,0.02936,8111811.90000
630,1.91952,1.88768,0.02437,7943511.60000
640,1.64813,1.61864,0.02206,7721718.60000
650,1.81020,1.77960,0.02308,7634876.10000
660,1.97154,1.93779,0.02569,7668963.00000
670,1.72202,1.68884,0.02580,7623788.40000
680,1.58249,1.54916,0.02588,7621869.00000
690,1.49031,1.45562,0.02707,7621161.00000
700,1.46483,1.42759,0.02981,7657194.90000
710,1.52198,1.48250,0.03187,7685407.80000
720,1.60292,1.56429,0.03226,7674967.20000
730,1.53676,1.49862,0.03139,7627148.40000
740,1.42770,1.38882,0.03165,7612737.60000
750,1.44128,1.40362,0.03079,7626187.20000
760,1.51204,1.47315,0.03127,7597246.20000
770,1.49449,1.45688,0.03043,7594820.40000
780,1.46676,1.43124,0.02799,7589790.60000
790,1.45808,1.42505,0.02606,7538191.80000
800,1.54717,1.51716,0.02289,7376284.80000
810,1.64379,1.61404,0.02202,7196946.00000
820,1.56621,1.53623,0.02252,7066977.00000
830,1.48702,1.45436,0.02498,6851366.40000
840,1.42198,1.38919,0.02504,6848332.80000
850,1.35034,1.31764,0.02472,6847776.00000
860,1.41296,1.38202,0.02322,6847488.00000
870,1.53400,1.50455,0.02228,6847718.40000
880,1.62896,1.59820,0.02318,6847878.00000
890,1.53826,1.50828,0.02307,6773436.30000
900,1.33566,1.30872,0.01940,6977846.70000
910,1.08558,1.05586,0.02230,8005858.80000
920,1.61570,1.58958,0.01928,8114672.70000
930,1.85722,1.83021,0.01958,8255881.50000
940,1.82480,1.79301,0.02459,8315368.80000
950,1.76354,1.72499,0.03124,8294084.40000
960,1.76128,1.72050,0.03369,8262489.00000
970,1.85147,1.81014,0.03403,8262258.60000
980,1.95536,1.91340,0.03445,8260713.00000
990,1.93895,1.89761,0.03382,8260413.00000
1000,1.88951,1.84878,0.03275,8209144.20000
1010,1.90528,1.86427,0.03292,8169582.60000
1020,1.90400,1.86256,0.03342,8152836.60000
1030,1.82346,1.78340,0.03243,8064639.00000
1040,1.75006,1.71114,0.03136,8008168.20000
1050,1.67897,1.63888,0.03251,7889277.00000
1060,1.72994,1.69100,0.03125,7874770.80000
1070,1.93820,1.90006,0.03088,7857863.40000
1080,1.96334,1.92516,0.03028,7844651.40000
1090,1.72544,1.68632,0.03154,7767534.90000
1100,1.76604,1.72719,0.03153,7719672.60000
1110,1.70360,1.66469,0.03110,7176438.30000
1120,1.86991,1.83148,0.03023,6990166.80000
1130,1.92408,1.88626,0.02991,6758233.20000
1140,1.93714,1.89892,0.03031,7029954.30000
1150,2.00334,1.96417,0.03158,7408249.20000
1160,2.02998,1.99077,0.03176,7500250.20000
1170,2.11127,2.07232,0.03134,7953082.20000
1180,2.14761,2.10890,0.03131,7999884.00000
1190,2.20432,2.16511,0.03152,8001468.00000
1200,2.19573,2.15664,0.03132,8001468.00000
1210,2.06060,2.02214,0.03048,8001468.00000
1220,1.98611,1.94772,0.03040,8001468.00000
1230,1.96374,1.92572,0.03009,8001480.60000
1240,1.97382,1.93527,0.03028,8003038.20000
1250,1.96184,1.92419,0.03024,8001468.00000
1260,1.94423,1.90671,0.02991,8001473.40000
1270,1.85760,1.82105,0.02950,7966094.40000
1280,1.82216,1.78565,0.02926,7745203.20000
1290,1.76780,1.73225,0.02809,7579748.40000
1300,1.75705,1.72269,0.02710,7498017.00000
1310,1.85021,1.81426,0.02836,7510593.30000
1320,2.02402,1.98893,0.02750,7033727.70000
