frame,triangle_count,total_fragments,covered_pixels,overdraw_extra,avg_overdraw,max_overdraw,rasterized_triangles,skipped_triangles,quad_instances,quad_covered_lanes,quad_waste_lanes,quad_efficiency
60,1178953,9398104,1019729,8378375,9.216276,158,176452,1002501,3090245,9398104,2962876,0.760304
61,1178953,9402262,1019868,8382394,9.219097,160,176523,1002430,3091604,9402262,2964154,0.760306
62,1178953,9406124,1019997,8386127,9.221717,160,176340,1002613,3092713,9406124,2964728,0.760346
63,1178953,9410579,1020142,8390437,9.224774,160,176234,1002719,3094393,9410579,2966993,0.760293
64,1178953,9415517,1020286,8395231,9.228311,159,176653,1002300,3095962,9415517,2968331,0.760306
65,1178953,9419884,1020457,8399427,9.231045,158,176602,1002351,3097039,9419884,2968272,0.760394
66,1178953,9423871,1020638,8403233,9.233314,157,176710,1002243,3098376,9423871,2969633,0.760388
67,1178953,9428219,1020788,8407431,9.236217,158,176527,1002426,3099118,9428219,2968253,0.760557
68,1178953,9431953,1020954,8410999,9.238372,157,176474,1002479,3100010,9431953,2968087,0.760639
69,1178953,9435794,1021111,8414683,9.240713,156,176496,1002457,3101321,9435794,2969490,0.760627
70,1178953,9440302,1021270,8419032,9.243689,158,176617,1002336,3102075,9440302,2967998,0.760805
71,1178953,9445374,1021392,8423982,9.247550,157,176522,1002431,3103572,9445374,2968914,0.760847
72,1178953,9450371,1021549,8428822,9.251021,159,176667,1002286,3105867,9450371,2973097,0.760687
73,1178953,9454931,1021748,8433183,9.253682,160,176933,1002020,3107427,9454931,2974777,0.760672
74,1178953,9459075,1021886,8437189,9.256488,159,176955,1001998,3108309,9459075,2974161,0.760789
75,1181021,9463494,1022018,8441476,9.259616,158,176847,1004174,3110044,9463494,2976682,0.760720
76,1181021,9468015,1022165,8445850,9.262707,156,176992,1004029,3111300,9468015,2977185,0.760776
77,1181021,9473053,1022323,8450730,9.266204,157,176973,1004048,3112291,9473053,2976111,0.760939
78,1181021,9477119,1022459,8454660,9.268948,156,176774,1004247,3113443,9477119,2976653,0.760984
79,1181509,9481578,1022602,8458976,9.272012,157,176919,1004590,3114932,9481578,2978150,0.760978
80,1181509,9486431,1022742,8463689,9.275488,157,176922,1004587,3116399,9486431,2979165,0.761009
81,1181509,9490964,1022932,8468032,9.278196,158,177025,1004484,3117853,9490964,2980448,0.761018
82,1181509,9495484,1023053,8472431,9.281517,159,176880,1004629,3118794,9495484,2979692,0.761150
83,1183110,9500030,1023168,8476862,9.284917,160,176837,1006273,3120310,9500030,2981210,0.761145
84,1183110,9504716,1023297,8481419,9.288326,159,176976,1006134,3122058,9504716,2983516,0.761094
85,1183110,9509310,1023438,8485872,9.291535,158,176977,1006133,3123083,9509310,2983022,0.761212
86,1183110,9514018,1023610,8490408,9.294573,156,177162,1005948,3124854,9514018,2985398,0.761157
87,1183432,9518616,1023742,8494874,9.297866,155,177070,1006362,3126017,9518616,2985452,0.761242
88,1183432,9523410,1023926,8499484,9.300877,155,177349,1006083,3127422,9523410,2986278,0.761283
89,1183432,9528520,1024120,8504400,9.304105,156,177217,1006215,3129007,9528520,2987508,0.761305
90,1183432,9533663,1024259,8509404,9.307864,157,177394,1006038,3130635,9533663,2988877,0.761320
91,1183432,9538095,1024422,8513673,9.310709,159,177317,1006115,3131830,9538095,2989225,0.761384
92,1183432,9543132,1024564,8518568,9.314335,157,177176,1006256,3133062,9543132,2989116,0.761486
93,1183432,9548244,1024774,8523470,9.317414,159,177192,1006240,3134534,9548244,2989892,0.761536
94,1188900,9553204,1024899,8528305,9.321117,160,177100,1011800,3135361,9553204,2988240,0.761731
95,1188900,9557917,1025076,8532841,9.324106,158,177045,1011855,3136728,9557917,2988995,0.761774
96,1188900,9562626,1025227,8537399,9.327326,156,177066,1011834,3138533,9562626,2991506,0.761711
97,1188900,9568066,1025413,8542653,9.330939,155,177238,1011662,3140181,9568066,2992658,0.761745
98,1188900,9572982,1025581,8547401,9.334204,154,177313,1011587,3141900,9572982,2994618,0.761719
99,1188900,9577754,1025780,8551974,9.337045,155,177360,1011540,3143344,9577754,2995622,0.761749
100,1188900,9582389,1025935,8556454,9.340152,156,177284,1011616,3144373,9582389,2995103,0.761868
101,1188900,9587459,1026052,8561407,9.344028,157,177410,1011490,3145734,9587459,2995477,0.761941
102,1188900,9592983,1026262,8566721,9.347499,156,177428,1011472,3147255,9592983,2996037,0.762012
103,1188900,9599248,1026427,8572821,9.352100,160,177569,1011331,3149200,9599248,2997552,0.762039
104,1188900,9604254,1026567,8577687,9.355701,159,177563,1011337,3150513,9604254,2997798,0.762118
105,1188900,9609474,1026723,8582751,9.359364,158,177584,1011316,3151557,9609474,2996754,0.762280
106,1188900,9614540,1026875,8587665,9.362912,157,177770,1011130,3153257,9614540,2998488,0.762271
107,1188900,9619741,1027026,8592715,9.366599,157,177654,1011246,3154379,9619741,2997775,0.762412
108,1188900,9624932,1027189,8597743,9.370167,154,177658,1011242,3155225,9624932,2995968,0.762619
109,1188900,9630190,1027380,8602810,9.373542,155,177491,1011409,3156653,9630190,2996422,0.762690
110,1188900,9636055,1027485,8608570,9.378293,156,177731,1011169,3158567,9636055,2998213,0.762692
111,1188900,9641571,1027600,8613971,9.382611,157,177737,1011163,3159842,9641571,2997797,0.762821
112,1188900,9647576,1027726,8619850,9.387304,157,177869,1011031,3161998,9647576,3000416,0.762775
113,1189664,9653653,1027896,8625757,9.391663,160,177665,1011999,3163684,9653653,3001083,0.762849
114,1189664,9659853,1028141,8631712,9.395455,159,177818,1011846,3165437,9659853,3001895,0.762916
115,1189664,9665368,1028339,8637029,9.399009,158,177723,1011941,3166454,9665368,3000448,0.763107
116,1189664,9671343,1028577,8642766,9.402644,158,177817,1011847,3168977,9671343,3004565,0.762970
117,1189664,9676826,1028750,8648076,9.406392,157,177637,1012027,3171015,9676826,3007234,0.762912
118,1189664,9683014,1028922,8654092,9.410834,154,177894,1011770,3172571,9683014,3007270,0.763026
119,1189664,9688660,1029089,8659571,9.414793,155,178098,1011566,3174390,9688660,3008900,0.763033
120,1189664,9693881,1029254,8664627,9.418356,155,177611,1012053,3175525,9693881,3008219,0.763172
121,1189664,9699641,1029390,8670251,9.422708,158,177605,1012059,3177356,9699641,3009783,0.763185
122,1189664,9706186,1029644,8676542,9.426740,157,177819,1011845,3179568,9706186,3012086,0.763169
123,1189664,9712173,1029857,8682316,9.430603,158,177938,1011726,3181835,9712173,3015167,0.763095
124,1189664,9717948,1030073,8687875,9.434232,160,178136,1011528,3182902,9717948,3013660,0.763293
125,1189664,9724218,1030298,8693920,9.438258,160,178175,1011489,3184547,9724218,3013970,0.763391
126,1189664,9730436,1030485,8699951,9.442579,159,178237,1011427,3186511,9730436,3015608,0.763408
127,1189664,9736549,1030634,8705915,9.447145,157,177965,1011699,3188184,9736549,3016187,0.763487
128,1189664,9742425,1030775,8711650,9.451553,156,178141,1011523,3189631,9742425,3016099,0.763601
129,1189762,9748773,1030882,8717891,9.456730,154,178395,1011367,3191593,9748773,3017599,0.763629
130,1189762,9754840,1031020,8723820,9.461349,155,178349,1011413,3192759,9754840,3016196,0.763825
131,1189762,9760891,1031185,8729706,9.465703,156,178193,1011569,3194152,9760891,3015717,0.763966
132,1189762,9767954,1031411,8736543,9.470477,158,178283,1011479,3196356,9767954,3017470,0.763991
133,1189762,9774144,1031604,8742540,9.474705,158,178386,1011376,3197795,9774144,3017036,0.764132
134,1189762,9780674,1031837,8748837,9.478894,161,178362,1011400,3199606,9780674,3017750,0.764209
135,1189762,9786835,1031955,8754880,9.483781,160,178616,1011146,3202276,9786835,3022269,0.764053
136,1189762,9792852,1032108,8760744,9.488205,159,178443,1011319,3203862,9792852,3022596,0.764144
137,1189762,9799498,1032252,8767246,9.493319,158,178394,1011368,3204966,9799498,3020366,0.764400
138,1189762,9806034,1032438,8773596,9.497940,156,178470,1011292,3207446,9806034,3023750,0.764318
139,1189762,9813192,1032668,8780524,9.502756,154,178507,1011255,3210257,9813192,3027836,0.764206
140,1189762,9819765,1032800,8786965,9.507906,154,178580,1011182,3211478,9819765,3026147,0.764427
141,1189762,9826023,1032922,8793101,9.512841,155,178584,1011178,3213178,9826023,3026689,0.764510
142,1189762,9832291,1033121,8799170,9.517076,158,178559,1011203,3214978,9832291,3027621,0.764569
143,1189762,9838798,1033400,8805398,9.520803,158,178438,1011324,3216748,9838798,3028194,0.764654
144,1189762,9845644,1033682,8811962,9.524829,159,178279,1011483,3218356,9845644,3027780,0.764804
145,1189762,9852470,1033982,8818488,9.528667,160,178392,1011370,3220388,9852470,3029082,0.764851
146,1189762,9858753,1034191,8824562,9.532816,160,178393,1011369,3222975,9858753,3033147,0.764725
147,1189762,9865895,1034405,8831490,9.537749,158,178482,1011280,3224805,9865895,3033325,0.764844
148,1189762,9872701,1034707,8837994,9.541543,156,178620,1011142,3226786,9872701,3034443,0.764902
149,1189762,9879378,1035001,8844377,9.545284,155,178431,1011331,3228609,9879378,3035058,0.764987
150,1189762,9886370,1035287,8851083,9.549400,154,178820,1010942,3230310,9886370,3034870,0.765125
151,1191898,10202149,1053586,9148563,9.683262,160,179663,1012235,3317483,10202149,3067783,0.768817
152,1192028,10766226,1275391,9490835,8.441510,158,180663,1011365,3470384,10766226,3115310,0.775579
153,1208614,11787025,2027173,9759852,5.814514,157,182545,1026069,3738120,11787025,3165455,0.788299
154,1214230,12111038,2072946,10038092,5.842428,161,183985,1030245,3828065,12111038,3201222,0.790937
155,1217894,12421796,2073153,10348643,5.991741,158,186046,1031848,3917481,12421796,3248128,0.792716
156,1218636,12703706,2073334,10630372,6.127187,159,187645,1030991,3998887,12703706,3291842,0.794203
157,1219334,12970214,2073600,10896614,6.254926,160,189544,1029790,4076609,12970214,3336222,0.795405
158,1222948,13237671,2073600,11164071,6.383908,160,191420,1031528,4157811,13237671,3393573,0.795952
159,1223304,13490979,2073600,11417379,6.506066,160,193099,1030205,4233981,13490979,3444945,0.796589
160,1250190,13662311,2073600,11588711,6.588692,156,194842,1055348,4288157,13662311,3490317,0.796514
161,1254858,13790790,2073599,11717191,6.650654,156,196531,1058327,4331058,13790790,3533442,0.796040
162,1259350,13889359,2073600,11815759,6.698186,158,197856,1061494,4366059,13889359,3574877,0.795303
163,1264192,13964973,2073600,11891373,6.734651,155,198657,1065535,4390875,13964973,3598527,0.795113
164,1264192,14004213,2073600,11930613,6.753575,153,199062,1065130,4407111,14004213,3624231,0.794410
165,1271508,13937068,2073599,11863469,6.721197,151,200311,1071197,4393353,13937068,3636344,0.793077
166,1271696,13820682,2073600,11747082,6.665067,151,202109,1069587,4370233,13820682,3660250,0.790615
167,1274702,13682964,2073600,11609364,6.598652,153,203375,1071327,4339379,13682964,3674552,0.788302
168,1274916,13596112,2073600,11522512,6.556767,152,204750,1070166,4321948,13596112,3691680,0.786457
169,1275158,13504898,2073600,11431298,6.512779,150,205729,1069429,4303800,13504898,3710302,0.784475
170,1275602,13445123,2073600,11371523,6.483952,149,206866,1068736,4293939,13445123,3730633,0.782797
171,1275640,13341968,2073600,11268368,6.434205,150,207843,1067797,4274273,13341968,3755124,0.780365
172,1276982,13233434,2073600,11159834,6.381864,151,208411,1068571,4252463,13233434,3776418,0.777986
173,1279026,13172509,2073600,11098909,6.352483,153,209259,1069767,4245944,13172509,3811267,0.775594
174,1279122,13169030,2073600,11095430,6.350805,151,209777,1069345,4252256,13169030,3839994,0.774238
175,1282858,13215862,2073600,11142262,6.373390,153,210280,1072578,4270707,13215862,3866966,0.773634
176,1282876,13285059,2073600,11211459,6.406761,151,210512,1072364,4292522,13285059,3885029,0.773733
177,1285094,13318037,2073600,11244437,6.422664,156,211027,1074067,4303272,13318037,3895051,0.773716
178,1284459,13295655,2073600,11222055,6.411871,150,210990,1073469,4297106,13295655,3892769,0.773524
179,1285839,13239323,2073600,11165723,6.384704,157,210953,1074886,4276378,13239323,3866189,0.773980
180,1285839,13180689,2073600,11107089,6.356428,150,210913,1074926,4256158,13180689,3843943,0.774213
181,1298266,13385603,2073600,11312003,6.455248,151,222137,1076129,4336803,13385603,3961609,0.771628
182,1312607,13808274,2073600,11734674,6.659083,148,234015,1078592,4492966,13808274,4163590,0.768327
183,1340897,14042061,2073600,11968461,6.771827,147,239292,1101605,4585571,14042061,4300223,0.765557
184,1390880,14244379,2073599,12170780,6.869399,169,247127,1143753,4677215,14244379,4464481,0.761371
185,1409620,14370702,2067607,12303095,6.950403,218,253135,1156485,4746871,14370702,4616782,0.756851
186,1400220,14374966,2067971,12306995,6.951242,220,259441,1140779,4782087,14374966,4753382,0.751501
187,1390878,14076732,2068244,12008488,6.806127,221,255627,1135251,4698020,14076732,4715348,0.749078
188,1382924,13649442,2068414,11581028,6.598989,223,248266,1134658,4565017,13649442,4610626,0.747502
189,1365239,13203117,2068433,11134684,6.383149,222,242795,1122444,4430765,13203117,4519943,0.744968
190,1328799,12750133,2068564,10681569,6.163760,229,237051,1091748,4288926,12750133,4405571,0.743201
191,1337349,12581608,2068710,10512898,6.081862,227,236347,1101002,4241813,12581608,4385644,0.741523
192,1364165,12451170,2068892,10382278,6.018279,228,235938,1128227,4203001,12451170,4360834,0.740612
193,1367207,12319621,2069101,10250520,5.954094,226,234375,1132832,4161072,12319621,4324667,0.740171
194,1367207,12200005,2069291,10130714,5.895742,222,233137,1134070,4123821,12200005,4295279,0.739606
195,1361735,12096404,2069535,10026869,5.844986,215,232423,1129312,4092918,12096404,4275268,0.738862
196,1361243,12003518,2070175,9933343,5.798311,212,231277,1129966,4061448,12003518,4242274,0.738869
197,1361129,11917099,2070896,9846203,5.754562,211,230254,1130875,4034512,11917099,4220949,0.738447
198,1311207,11834436,2071153,9763283,5.713936,214,230053,1081154,4009023,11834436,4201656,0.737988
199,1329437,11759329,2071986,9687343,5.675390,215,228870,1100567,3985059,11759329,4180907,0.737714
200,1328177,11680801,2073600,9607201,5.633102,219,227854,1100323,3960768,11680801,4162271,0.737281
201,1328893,11936586,2073599,9862987,5.756458,210,222095,1106798,4023338,11936586,4156766,0.741709
202,1262865,12287673,2073596,10214077,5.925780,212,211244,1051621,4099880,12287673,4111847,0.749270
203,1183890,10505645,2073600,8432045,5.066380,172,164093,1019797,3448264,10505645,3287411,0.761662
204,982757,8263832,2073598,6190234,3.985262,141,126013,856744,2682271,8263832,2465252,0.770227
205,922799,7136377,2073599,5062778,3.441541,140,92275,830524,2275113,7136377,1964075,0.784178
206,705097,6320989,2073600,4247389,3.048316,92,63988,641109,1968633,6320989,1553543,0.802713
207,476462,6027978,2073600,3954378,2.907011,29,53454,423008,1848992,6027978,1367990,0.815036
208,398511,5894310,2073599,3820711,2.842551,20,47887,350624,1790379,5894310,1267206,0.823053
209,366872,5835829,2073600,3762229,2.814347,20,42557,324315,1757191,5835829,1192935,0.830278
210,321762,5861278,2073600,3787678,2.826619,19,38089,283673,1752388,5861278,1148274,0.836184
211,317533,5855742,2073600,3782142,2.823950,19,37555,279978,1748927,5855742,1139966,0.837048
212,314177,5851059,2073600,3777459,2.821691,19,36869,277308,1745732,5851059,1131869,0.837909
213,299859,5846799,2073600,3773199,2.819637,19,36517,263342,1743684,5846799,1127937,0.838282
214,298798,5842344,2073600,3768744,2.817488,19,36039,262759,1740633,5842344,1120188,0.839112
215,244259,5838619,2073599,3765020,2.815693,19,35714,208545,1738821,5838619,1116665,0.839451
216,239059,5834431,2073600,3760831,2.813672,19,35532,203527,1736480,5834431,1111489,0.839980
217,238631,5829281,2073600,3755681,2.811189,19,35303,203328,1734425,5829281,1108419,0.840232
