frame,total,raster_stats,index_count
0,668.76815,668.76388,3553381.35000
60,730.54877,730.54457,3662944.30000
120,565.98509,565.98085,2176008.00000
180,662.74401,662.73974,1760027.75000
240,493.38139,493.37710,2911562.30000
300,409.64439,409.64007,3211259.30000
360,487.76137,487.75709,3197534.35000
420,633.86857,633.86431,2080022.75000
480,586.81433,586.81005,2143202.10000
540,862.31152,862.30718,2652802.15000
600,1407.64378,1407.63951,2718203.40000
660,1035.40012,1035.39580,1551084.95000
720,485.46501,485.46066,2455791.85000
780,492.09013,492.08581,2049572.45000
840,1001.89481,1001.89077,904159.35000
900,823.07264,823.06837,2916661.70000
960,558.57988,558.57568,3578981.25000
1020,469.05660,469.05235,2767377.40000
1080,294.51023,294.50595,2271770.15000
1140,297.84336,297.83906,2903832.20000
1200,668.42831,668.42406,2424988.15000
1260,697.10233,697.09805,2026572.10000
1320,272.27200,272.26769,2301510.50000
1380,476.38597,476.38174,2404923.35000
1440,978.11491,978.11070,2983851.65000
1500,710.17317,710.16880,5965339.50000
1560,921.81109,921.80681,6425388.50000
1620,659.47947,659.47517,6351675.30000
1680,650.85071,650.84642,3853289.10000
1740,585.49691,585.49265,1807302.25000
1800,485.59655,485.59226,1503980.35000
1860,487.71814,487.71383,1304820.90000
1920,562.94117,562.93690,1271388.55000
1980,522.45156,522.44727,1145896.95000
2040,553.64154,553.63726,833803.50000
2100,481.96340,481.95916,724541.55000
2160,418.16186,418.15788,651558.70000
2220,318.70265,318.69854,606690.35000
2280,177.99045,177.98633,387407.30000
2340,681.82560,681.82133,2264677.55000
2400,634.26945,634.26511,3983123.90000
2460,574.22772,574.22341,4233659.50000
2520,551.58305,551.57873,3774183.40000
2580,366.35063,366.34635,2738790.20000
2640,364.00508,364.00081,2234217.40000
2700,394.09109,394.08680,1876452.05000
2760,426.09632,426.09209,1554160.70000
2820,368.80061,368.79638,1444209.80000
2880,354.64334,354.63934,1270269.50000
2940,227.88952,227.88548,1185182.60000
3000,354.29381,354.28963,3737532.35000
3060,454.89435,454.89002,5419981.65000
3120,496.59258,496.58831,5328916.45000
3180,490.18986,490.18551,4942521.95000
3240,527.29229,527.28799,4355188.50000
3300,502.00419,501.99990,3918437.60000
3360,419.68024,419.67595,3488605.15000
3420,380.36894,380.36468,3070083.20000
3480,367.30001,367.29571,2804740.95000
3540,424.74515,424.74092,2554279.00000
3600,456.52073,456.51645,2404749.20000
3660,479.56074,479.55395,2364661.40000
3720,336.06025,336.05597,2323845.85000
3780,287.02710,287.02283,2171285.25000
3840,234.62073,234.61646,2069926.10000
3900,175.61737,175.61334,1706132.85000
3960,192.85151,192.84741,1310622.90000
4020,229.82551,229.82142,1119696.90000
4080,319.70626,319.70214,958432.85000
4140,328.64195,328.63782,891260.80000
4200,248.29547,248.29135,795127.20000
4260,177.54742,177.54316,2716290.05000
4320,331.10437,331.09778,7242797.15000
4380,264.47553,264.47132,6033148.00000
4440,198.08987,198.08577,867288.75000
4500,312.75030,312.74615,698827.95000
4560,282.06766,282.06356,684012.30000
4620,419.01753,419.01342,872447.40000
4680,254.50930,254.50505,2415162.35000
4740,435.04751,435.04321,5264990.15000
4800,413.99645,413.99231,7605016.10000
4860,355.99272,355.98836,7298187.05000
4920,309.95619,309.95203,7437915.15000
4980,270.71702,270.71280,8149009.90000
5040,297.47390,297.46966,5907876.05000
5100,284.78608,284.78172,6713387.25000
5160,293.50886,293.50468,8461629.95000
5220,268.10081,268.09668,8496360.00000
5280,216.06975,216.06563,8448473.20000
5340,201.32400,201.31719,6607069.85000
5400,29.14095,29.13688,1056943.50000
5460,0.04440,0.04072,344217.00000
