frame,total,depth_prepass,forward,index_count
0,0.47265,0.18045,0.28462,8231199.00000
10,0.49228,0.19570,0.28985,8231199.00000
20,0.47606,0.18069,0.28821,8234561.10000
30,0.48126,0.18137,0.29335,8236002.00000
40,0.47678,0.18148,0.28862,8236002.00000
50,0.47700,0.18050,0.28998,8236002.00000
60,0.47949,0.18120,0.29170,8236002.00000
70,0.47856,0.18105,0.29099,8236002.00000
80,0.47943,0.18024,0.29255,8236002.00000
90,0.56095,0.18938,0.36462,8237667.00000
100,0.59118,0.19920,0.38501,8329675.20000
110,0.59831,0.20418,0.38786,8334444.00000
120,0.58864,0.21269,0.37086,8317910.40000
130,0.56838,0.21012,0.35179,8139647.40000
140,0.56890,0.19334,0.37028,7834020.30000
150,0.55816,0.17121,0.38018,7424970.00000
160,0.55007,0.16868,0.37457,7313065.20000
170,0.54318,0.16332,0.37279,7154175.00000
180,0.53499,0.16878,0.35917,7421709.90000
190,0.55808,0.17849,0.37174,7716846.60000
200,0.55502,0.17920,0.36890,7789365.60000
210,0.57389,0.18097,0.38617,7826196.60000
220,0.56282,0.17830,0.37738,7722507.90000
230,0.56350,0.18195,0.37475,7757628.60000
240,0.54848,0.18046,0.36114,7718556.00000
250,0.54630,0.18058,0.35890,7713440.40000
260,0.54488,0.18113,0.35705,7695356.40000
270,0.55114,0.18147,0.36266,7698819.00000
280,0.54462,0.18177,0.35583,7700268.00000
290,0.53732,0.18222,0.34855,7720264.80000
300,0.53862,0.18289,0.34845,7730274.00000
310,0.54415,0.18293,0.35398,7730274.00000
320,0.54304,0.18363,0.35244,7744542.00000
330,0.54984,0.18774,0.35528,7870452.00000
340,0.54416,0.18731,0.34978,7870452.00000
350,0.54629,0.18832,0.35087,7860626.40000
360,0.54569,0.18565,0.35312,7803858.00000
370,0.55328,0.18594,0.36027,7800402.00000
380,0.55204,0.18598,0.35930,7791610.80000
390,0.55772,0.18611,0.36473,7793692.20000
400,0.56097,0.18808,0.36594,7792572.00000
410,0.56696,0.18787,0.37226,7790788.80000
420,0.56664,0.18783,0.37196,7774376.10000
430,0.56535,0.18072,0.37728,7465851.00000
440,0.54434,0.16758,0.36995,7100517.00000
450,0.57374,0.16549,0.40151,7082915.40000
460,0.55716,0.16359,0.38678,7070199.60000
470,0.55409,0.16367,0.38378,7068315.60000
480,0.54203,0.15930,0.37542,6944262.90000
490,0.55775,0.16003,0.39081,6947631.00000
500,0.57198,0.16827,0.39724,7164264.60000
510,0.55731,0.17550,0.37388,7409877.60000
520,0.56399,0.18874,0.36859,7792772.10000
530,0.55202,0.18574,0.35952,7782946.20000
540,0.54428,0.18292,0.35440,7708882.20000
550,0.53931,0.18092,0.35164,7631395.80000
560,0.55795,0.18468,0.36644,7774871.40000
570,0.59288,0.18617,0.39922,7833945.00000
580,0.58935,0.19066,0.39130,8015462.10000
590,0.57571,0.19626,0.37246,8052279.90000
600,0.57996,0.20686,0.36614,8120811.00000
610,0.57702,0.20769,0.36246,8118021.00000
620,0.58227,0.20017,0.37576,8111811.90000
630,0.58235,0.18968,0.38675,7943511.60000
640,0.57152,0.18224,0.38278,7721718.60000
650,0.60345,0.18140,0.41535,7634876.10000
660,0.61818,0.18110,0.43046,7668963.00000
670,0.57900,0.17873,0.39324,7623788.40000
680,0.57187,0.17915,0.38576,7621869.00000
690,0.56638,0.17810,0.38161,7621161.00000
700,0.57122,0.17798,0.38688,7657194.90000
