frame,total,depth_prepass,geometry,lighting,index_count
0,0.73495,0.23656,0.46902,0.01874,8231199.00000
10,0.73014,0.23662,0.46427,0.01881,8231199.00000
20,0.72990,0.23672,0.46484,0.01862,8234561.10000
30,0.72149,0.23634,0.45698,0.01869,8236002.00000
40,0.72854,0.23574,0.46160,0.01907,8236002.00000
50,0.73392,0.23595,0.46867,0.01914,8236002.00000
60,0.72168,0.23656,0.45634,0.01910,8236002.00000
70,0.73226,0.23697,0.46624,0.01946,8236002.00000
80,0.74476,0.23688,0.47846,0.01961,8236002.00000
90,0.98398,0.23893,0.70495,0.02982,8237667.00000
100,1.11937,0.24414,0.83459,0.03054,8329675.20000
110,1.16425,0.24780,0.87953,0.02762,8334444.00000
120,1.16546,0.25575,0.87334,0.02753,8317910.40000
130,1.08073,0.25406,0.78821,0.02840,8139647.40000
140,1.13704,0.23870,0.86162,0.02779,7834020.30000
150,1.07496,0.22130,0.80846,0.03486,7424970.00000
160,1.06991,0.21938,0.80460,0.03467,7313065.20000
170,1.07990,0.21239,0.82394,0.03330,7154175.00000
180,1.09559,0.21694,0.83786,0.03191,7421709.90000
190,1.03468,0.22794,0.76440,0.03216,7716846.60000
200,1.06319,0.23202,0.78814,0.03269,7789365.60000
210,1.08529,0.23146,0.81114,0.03260,7826196.60000
220,1.09600,0.22918,0.82408,0.03277,7722507.90000
230,1.08914,0.23138,0.81422,0.03339,7757628.60000
240,1.09184,0.23078,0.81608,0.03468,7718556.00000
250,1.08687,0.23022,0.81104,0.03571,7713440.40000
260,1.12448,0.22949,0.85161,0.03345,7695356.40000
270,1.08123,0.22873,0.81040,0.03174,7698819.00000
280,1.05343,0.22967,0.78338,0.03041,7700268.00000
290,1.03992,0.23010,0.77012,0.02936,7720264.80000
300,1.06973,0.23144,0.79903,0.02898,7730274.00000
310,1.08313,0.23125,0.81272,0.02883,7730274.00000
320,1.06937,0.23256,0.79791,0.02821,7744542.00000
330,1.11919,0.23622,0.84462,0.02807,7870452.00000
340,1.09390,0.23698,0.81826,0.02791,7870452.00000
350,1.09534,0.23741,0.81926,0.02828,7860626.40000
360,1.08954,0.23539,0.81480,0.02875,7803858.00000
370,1.09530,0.23455,0.82098,0.02894,7800402.00000
380,1.08092,0.23518,0.80621,0.02904,7791610.80000
390,1.09439,0.23485,0.81933,0.02964,7793692.20000
400,1.09548,0.23503,0.81996,0.02978,7792572.00000
410,1.09823,0.23353,0.82350,0.03097,7790788.80000
420,1.10748,0.23350,0.83236,0.03108,7774376.10000
430,1.12060,0.22672,0.85109,0.03228,7465851.00000
440,1.11177,0.21529,0.85442,0.03173,7100517.00000
450,1.20666,0.21488,0.95053,0.03110,7082915.40000
460,1.16475,0.21388,0.91117,0.02939,7070199.60000
470,1.13065,0.21426,0.87777,0.02858,7068315.60000
480,1.08346,0.20987,0.83558,0.02738,6944262.90000
490,1.20654,0.21004,0.96013,0.02623,6947631.00000
500,1.23086,0.21764,0.97334,0.02952,7164264.60000
510,1.12024,0.22241,0.85728,0.02966,7409877.60000
520,1.09488,0.23453,0.82123,0.02886,7792772.10000
530,1.07427,0.23480,0.80020,0.02905,7782946.20000
540,1.06135,0.23231,0.79017,0.02894,7708882.20000
550,1.06512,0.22982,0.79684,0.02809,7631395.80000
560,1.10130,0.23275,0.83073,0.02747,7774871.40000
570,1.18242,0.23327,0.91457,0.02363,7833945.00000
580,1.06690,0.23684,0.79683,0.02244,8015462.10000
590,1.08566,0.23921,0.81293,0.02332,8052279.90000
600,1.08656,0.24824,0.80235,0.02586,8120811.00000
610,1.09070,0.24850,0.80543,0.02672,8118021.00000
620,1.05962,0.24285,0.77999,0.02668,8111811.90000
630,1.07697,0.23456,0.80906,0.02296,7943511.60000
640,1.07044,0.22811,0.81136,0.02175,7721718.60000
650,1.18404,0.22644,0.92565,0.02153,7634876.10000
660,1.31518,0.22732,1.05259,0.02453,7668963.00000
670,1.13693,0.22569,0.87657,0.02432,7623788.40000
680,1.07236,0.22580,0.81189,0.02451,7621869.00000
690,1.09481,0.22737,0.82975,0.02714,7621161.00000
700,1.11058,0.22800,0.84223,0.03042,7657194.90000
