frame,total,depth_prepass,forward,index_count
0,0.44887,0.18050,0.26132,8231199.00000
10,0.44776,0.18034,0.26029,8231199.00000
20,0.46542,0.19188,0.26582,8234561.10000
30,0.45006,0.18152,0.26159,8236002.00000
40,0.44883,0.18061,0.26110,8236002.00000
50,0.44872,0.18077,0.26135,8236002.00000
60,0.45013,0.18151,0.26198,8236002.00000
70,0.44986,0.18101,0.26194,8236002.00000
80,0.44920,0.18094,0.26169,8236002.00000
90,0.47524,0.18907,0.27914,8237667.00000
100,0.49091,0.19874,0.28556,8329675.20000
110,0.49936,0.20448,0.28502,8334444.00000
120,0.50492,0.21296,0.28455,8317910.40000
130,0.49730,0.21072,0.28013,8139647.40000
140,0.47423,0.19316,0.27367,7834020.30000
150,0.44852,0.17113,0.27048,7424970.00000
160,0.44702,0.16988,0.26723,7313065.20000
170,0.42885,0.16504,0.25711,7154175.00000
180,0.43926,0.16902,0.26337,7421709.90000
190,0.45912,0.17989,0.27233,7716846.60000
200,0.45923,0.17963,0.27298,7789365.60000
210,0.46312,0.18026,0.27616,7826196.60000
220,0.46206,0.18055,0.27166,7722507.90000
230,0.46448,0.18420,0.27346,7757628.60000
240,0.45794,0.18404,0.26711,7718556.00000
250,0.45822,0.18078,0.27079,7713440.40000
260,0.45391,0.18060,0.26672,7695356.40000
270,0.45413,0.18103,0.26603,7698819.00000
280,0.45230,0.18137,0.26424,7700268.00000
290,0.45177,0.18196,0.26302,7720264.80000
300,0.45335,0.18238,0.26388,7730274.00000
310,0.45386,0.18223,0.26478,7730274.00000
320,0.45436,0.18317,0.26448,7744542.00000
330,0.46311,0.18783,0.26812,7870452.00000
340,0.46247,0.18743,0.26818,7870452.00000
350,0.46239,0.18713,0.26818,7860626.40000
360,0.46232,0.18607,0.26935,7803858.00000
370,0.45990,0.18495,0.26823,7800402.00000
380,0.46129,0.18572,0.26861,7791610.80000
390,0.46483,0.18676,0.27106,7793692.20000
400,0.46556,0.18705,0.27178,7792572.00000
410,0.46715,0.18784,0.27238,7790788.80000
420,0.46854,0.18803,0.27374,7774376.10000
430,0.45454,0.18029,0.26748,7465851.00000
440,0.42940,0.16720,0.25500,7100517.00000
450,0.42943,0.16565,0.25730,7082915.40000
460,0.42655,0.16346,0.25628,7070199.60000
470,0.42712,0.16338,0.25664,7068315.60000
480,0.41528,0.15944,0.24936,6944262.90000
490,0.41536,0.15920,0.24919,6947631.00000
500,0.43264,0.16880,0.25719,7164264.60000
510,0.43986,0.17583,0.25734,7409877.60000
520,0.46527,0.18841,0.27012,7792772.10000
530,0.46272,0.18688,0.26916,7782946.20000
540,0.45600,0.18244,0.26624,7708882.20000
550,0.44903,0.18008,0.26216,7631395.80000
560,0.45930,0.18510,0.26750,7774871.40000
570,0.46950,0.18605,0.27637,7833945.00000
580,0.47539,0.19061,0.27761,8015462.10000
590,0.47869,0.19627,0.27518,8052279.90000
600,0.48784,0.20686,0.27417,8120811.00000
610,0.48674,0.20644,0.27342,8118021.00000
620,0.48228,0.20016,0.27515,8111811.90000
630,0.47072,0.18900,0.27493,7943511.60000
640,0.46026,0.18240,0.27097,7721718.60000
650,0.46266,0.18088,0.27469,7634876.10000
660,0.46182,0.18092,0.27416,7668963.00000
670,0.45313,0.17898,0.26750,7623788.40000
680,0.45225,0.17849,0.26697,7621869.00000
690,0.45374,0.17879,0.26826,7621161.00000
700,0.45339,0.17774,0.26894,7657194.90000
710,0.45579,0.17965,0.26941,7685407.80000
720,0.46058,0.17994,0.27340,7674967.20000
730,0.45220,0.17843,0.26697,7627148.40000
740,0.44692,0.17874,0.26144,7612737.60000
750,0.45284,0.18180,0.26440,7626187.20000
760,0.44918,0.18110,0.26147,7597246.20000
770,0.44457,0.17832,0.25931,7594820.40000
780,0.44194,0.17802,0.25741,7589790.60000
790,0.44294,0.17703,0.25904,7538191.80000
800,0.43652,0.17348,0.25602,7376284.80000
810,0.43160,0.16956,0.25464,7196946.00000
820,0.42334,0.16461,0.25164,7066977.00000
830,0.42349,0.15943,0.25707,6851366.40000
840,0.42122,0.15896,0.25558,6848332.80000
850,0.42114,0.15856,0.25584,6847776.00000
860,0.42306,0.15887,0.25754,6847488.00000
870,0.42781,0.15943,0.26166,6847718.40000
880,0.42887,0.15921,0.26309,6847878.00000
890,0.42176,0.15671,0.25847,6773436.30000
900,0.41476,0.15681,0.25148,6977846.70000
910,0.46988,0.18181,0.28127,8005858.80000
920,0.48028,0.19094,0.28279,8114672.70000
930,0.49862,0.20335,0.28810,8255881.50000
940,0.49136,0.20278,0.28184,8315368.80000
950,0.48412,0.19824,0.27922,8294084.40000
960,0.48377,0.19792,0.27892,8262489.00000
970,0.48691,0.20072,0.27946,8262258.60000
980,0.48895,0.20143,0.28076,8260713.00000
990,0.48628,0.20145,0.27832,8260413.00000
1000,0.48476,0.20076,0.27715,8209144.20000
1010,0.48366,0.20139,0.27555,8169582.60000
1020,0.48156,0.19967,0.27498,8152836.60000
1030,0.47535,0.19582,0.27284,8064639.00000
1040,0.47368,0.19574,0.27100,8008168.20000
1050,0.46295,0.18950,0.26653,7889277.00000
1060,0.46267,0.18798,0.26820,7874770.80000
1070,0.46097,0.18782,0.26632,7857863.40000
1080,0.46869,0.19112,0.27046,7844651.40000
1090,0.46891,0.19187,0.27000,7767534.90000
1100,0.46549,0.19192,0.26708,7719672.60000
1110,0.43743,0.17700,0.25396,7176438.30000
1120,0.43001,0.17796,0.24543,6990166.80000
1130,0.41784,0.17193,0.23940,6758233.20000
1140,0.43446,0.17980,0.24796,7029954.30000
1150,0.46497,0.19564,0.26141,7408249.20000
1160,0.47336,0.20169,0.26521,7500250.20000
1170,0.50179,0.21618,0.27853,7953082.20000
1180,0.49690,0.21212,0.27800,7999884.00000
1190,0.49587,0.21214,0.27708,8001468.00000
1200,0.49855,0.21270,0.27916,8001468.00000
1210,0.48030,0.20160,0.27216,8001468.00000
1220,0.47564,0.19875,0.27035,8001468.00000
1230,0.47802,0.20042,0.27058,8001480.60000
1240,0.47713,0.19938,0.27078,8003038.20000
1250,0.47668,0.19888,0.27114,8001468.00000
1260,0.47565,0.19806,0.27130,8001473.40000
1270,0.47031,0.19395,0.26953,7966094.40000
1280,0.45906,0.18713,0.26503,7745203.20000
1290,0.44630,0.17971,0.26015,7579748.40000
1300,0.43775,0.17394,0.25729,7498017.00000
1310,0.44741,0.18083,0.25998,7510593.30000
1320,0.42432,0.17127,0.24616,7033727.70000
1330,0.43021,0.17748,0.24580,6970671.00000
1340,0.42357,0.17494,0.24200,6970383.00000
1350,0.42106,0.17126,0.24328,6970383.00000
1360,0.41929,0.16934,0.24311,6970383.00000
1370,0.42048,0.17014,0.24366,6970383.00000
1380,0.41850,0.16826,0.24305,6970383.00000
1390,0.42035,0.17088,0.24246,6970383.00000
1400,0.43139,0.17736,0.24720,7212977.40000
1410,0.47674,0.19891,0.27126,8001493.20000
1420,0.47626,0.19855,0.27115,8001594.00000
1430,0.47397,0.19771,0.26944,7931326.20000
1440,0.46478,0.19259,0.26570,7829976.00000
1450,0.46484,0.19191,0.26616,7834560.60000
1460,0.46968,0.19330,0.26954,7925053.80000
1470,0.47233,0.19468,0.27107,7991727.00000
1480,0.48088,0.19796,0.27408,7999516.80000
1490,0.48450,0.20151,0.27630,8090580.60000
1500,0.50485,0.20918,0.28520,8357266.20000
1510,0.51096,0.21196,0.29278,8470036.80000
1520,0.50935,0.20815,0.29454,8477401.20000
1530,0.51084,0.21013,0.29394,8489996.40000
1540,0.51056,0.21038,0.29333,8495800.80000
1550,0.51001,0.20972,0.29357,8494414.20000
1560,0.51164,0.21268,0.29212,8494104.00000
1570,0.51297,0.21348,0.29201,8494104.00000
1580,0.51637,0.21640,0.29309,8494104.00000
1590,0.51667,0.21665,0.29342,8494104.00000
1600,0.50874,0.21243,0.28983,8494104.00000
1610,0.50761,0.21047,0.29023,8494104.00000
1620,0.50703,0.20910,0.29116,8492731.20000
1630,0.50668,0.20912,0.29063,8491920.00000
1640,0.50620,0.20963,0.28977,8492370.00000
1650,0.50470,0.20977,0.28819,8449743.60000
1660,0.50314,0.20858,0.28767,8384289.00000
1670,0.50023,0.20724,0.28620,8374041.00000
1680,0.49998,0.20738,0.28590,8367843.60000
1690,0.50286,0.20618,0.28974,8358251.40000
1700,0.49702,0.20265,0.28733,8295681.00000
1710,0.49262,0.20152,0.28416,8261586.00000
1720,0.48608,0.19970,0.27946,8187317.10000
1730,0.47261,0.19132,0.27429,8043384.00000
1740,0.47518,0.19198,0.27634,8041504.80000
1750,0.47329,0.19079,0.27558,7985956.20000
1760,0.45631,0.18472,0.26439,7787619.60000
1770,0.44187,0.17662,0.25870,7530717.00000
1780,0.44187,0.17429,0.26074,7427402.40000
1790,0.41467,0.16051,0.24754,6990182.40000
