frame,total,depth_prepass,geometry,lighting,index_count
0,0.54803,0.23572,0.28428,0.01844,8231199.00000
10,0.55581,0.23860,0.28887,0.01862,8231199.00000
20,0.54878,0.23542,0.28479,0.01848,8234561.10000
30,0.55226,0.23718,0.28634,0.01897,8236002.00000
40,0.54866,0.23658,0.28387,0.01862,8236002.00000
50,0.55156,0.23626,0.28645,0.01888,8236002.00000
60,0.55156,0.23584,0.28674,0.01912,8236002.00000
70,0.55082,0.23685,0.28497,0.01951,8236002.00000
80,0.55551,0.23662,0.28934,0.01994,8236002.00000
90,0.58332,0.23937,0.30412,0.02944,8237667.00000
100,0.60340,0.24565,0.31695,0.03104,8329675.20000
110,0.59888,0.24880,0.31240,0.02775,8334444.00000
120,0.61153,0.25586,0.31820,0.02758,8317910.40000
130,0.60931,0.25426,0.31724,0.02832,8139647.40000
140,0.58119,0.23913,0.30396,0.02851,7834020.30000
150,0.55999,0.22242,0.29180,0.03522,7424970.00000
160,0.55196,0.21923,0.28780,0.03460,7313065.20000
170,0.53590,0.21216,0.28009,0.03316,7154175.00000
180,0.53989,0.21694,0.28109,0.03169,7421709.90000
190,0.56376,0.22899,0.29305,0.03194,7716846.60000
200,0.57090,0.23074,0.29730,0.03296,7789365.60000
210,0.57790,0.23186,0.30290,0.03314,7826196.60000
220,0.56612,0.22957,0.29374,0.03228,7722507.90000
230,0.57466,0.23130,0.29956,0.03337,7757628.60000
240,0.56931,0.23014,0.29578,0.03299,7718556.00000
250,0.57566,0.23011,0.30013,0.03520,7713440.40000
260,0.57484,0.23047,0.30026,0.03367,7695356.40000
270,0.57375,0.23032,0.30095,0.03225,7698819.00000
280,0.57259,0.23009,0.30117,0.03094,7700268.00000
290,0.57212,0.23170,0.30027,0.03033,7720264.80000
300,0.57134,0.23167,0.29913,0.02959,7730274.00000
310,0.57339,0.23153,0.30131,0.03017,7730274.00000
320,0.57101,0.23224,0.29958,0.02916,7744542.00000
330,0.58274,0.23655,0.30566,0.03002,7870452.00000
340,0.58161,0.23739,0.30474,0.02937,7870452.00000
350,0.58269,0.23736,0.30551,0.02922,7860626.40000
360,0.57933,0.23541,0.30428,0.02914,7803858.00000
370,0.57874,0.23521,0.30383,0.02949,7800402.00000
380,0.57680,0.23535,0.30183,0.02966,7791610.80000
390,0.57528,0.23600,0.29901,0.03006,7793692.20000
400,0.57525,0.23539,0.29984,0.02998,7792572.00000
410,0.57193,0.23387,0.29667,0.03066,7790788.80000
420,0.57190,0.23364,0.29613,0.03158,7774376.10000
430,0.55750,0.22700,0.28706,0.03210,7465851.00000
440,0.53065,0.21476,0.27473,0.03126,7100517.00000
450,0.53302,0.21536,0.27604,0.03134,7082915.40000
460,0.52432,0.21382,0.27076,0.02950,7070199.60000
470,0.52367,0.21371,0.27073,0.02893,7068315.60000
480,0.51040,0.21013,0.26272,0.02766,6944262.90000
490,0.50769,0.20942,0.26188,0.02649,6947631.00000
500,0.53332,0.21768,0.27527,0.02975,7164264.60000
510,0.54245,0.22251,0.27902,0.03055,7409877.60000
520,0.57180,0.23530,0.29608,0.02956,7792772.10000
530,0.57338,0.23544,0.29792,0.02961,7782946.20000
540,0.57453,0.23322,0.29958,0.02960,7708882.20000
550,0.56207,0.23034,0.29277,0.02872,7631395.80000
560,0.56531,0.23227,0.29531,0.02764,7774871.40000
570,0.55702,0.23387,0.28767,0.02413,7833945.00000
580,0.56144,0.23710,0.29132,0.02288,8015462.10000
590,0.57188,0.23925,0.29796,0.02442,8052279.90000
600,0.58550,0.24808,0.30121,0.02642,8120811.00000
610,0.58737,0.24834,0.30150,0.02708,8118021.00000
