frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,0.34218,0.06710,0.14537,0.08736,0.02870,2842974.48000
50,0.42250,0.08758,0.19760,0.08909,0.03093,3656259.24000
100,0.37026,0.05834,0.17618,0.09009,0.03151,2180549.58000
150,0.36110,0.05712,0.17218,0.08677,0.03137,1941672.24000
200,0.34132,0.04487,0.16364,0.08645,0.03194,1019535.66000
250,0.34358,0.05155,0.15781,0.08661,0.03145,1568301.00000
300,0.30278,0.04132,0.13025,0.08614,0.03114,955470.54000
350,0.33759,0.04390,0.15888,0.08631,0.03143,775589.04000
400,0.32732,0.03472,0.16094,0.08652,0.03187,597380.28000
450,0.29880,0.02309,0.14345,0.08650,0.03195,354781.56000
500,0.30086,0.02264,0.14333,0.08655,0.03194,338163.78000
550,0.29403,0.02635,0.13592,0.08641,0.03168,405535.02000
600,0.48848,0.12249,0.23061,0.08972,0.03178,4624560.90000
650,0.59983,0.17244,0.29076,0.08977,0.03255,6494196.72000
700,0.62799,0.19200,0.30011,0.08951,0.03201,7128570.12000
750,0.62230,0.19751,0.28566,0.08945,0.03246,6900722.82000
800,0.65594,0.21195,0.30461,0.08889,0.03282,6827939.22000
850,0.74394,0.25658,0.34750,0.08742,0.03241,7855790.76000
900,0.80296,0.26465,0.39981,0.08904,0.03331,7999168.32000
950,0.70753,0.21987,0.34908,0.08867,0.03346,6966210.90000
1000,0.54543,0.15463,0.25298,0.08762,0.03278,5114077.32000
1050,0.55038,0.15414,0.25740,0.08871,0.03294,5496524.88000
1100,0.45863,0.10495,0.21588,0.08840,0.03239,3469015.14000
1150,0.41007,0.07739,0.19606,0.08729,0.03235,2493087.60000
1200,0.42155,0.08335,0.20449,0.08710,0.03225,2831303.94000
1250,0.37920,0.07205,0.17353,0.08700,0.03240,2143493.76000
1300,0.30258,0.03518,0.13043,0.08667,0.03273,828716.10000
1350,0.51122,0.13436,0.23511,0.08722,0.03299,3981126.96000
1400,0.64558,0.17975,0.32760,0.08866,0.03201,5491852.38000
1450,0.79898,0.25626,0.40481,0.08973,0.03217,7774626.24000
1500,0.89639,0.30611,0.44930,0.08944,0.03212,9101418.36000
1550,0.91103,0.33498,0.43719,0.08805,0.03056,9937097.52000
1600,0.92318,0.35654,0.43270,0.08766,0.02996,10709429.10000
1650,0.90984,0.36409,0.41218,0.08791,0.02927,10966888.02000
1700,0.91191,0.37065,0.40525,0.08771,0.02882,11224708.32000
1750,0.90276,0.37587,0.39581,0.08674,0.02762,11204326.08000
1800,0.91690,0.38422,0.40168,0.08651,0.02771,11241039.96000
1850,0.91587,0.38140,0.40297,0.08706,0.02795,11241015.00000
1900,0.93315,0.37878,0.42182,0.08722,0.02891,11240976.24000
1950,0.94502,0.36253,0.44267,0.08767,0.02978,11028965.28000
2000,0.85801,0.30828,0.41796,0.08769,0.03012,9755091.54000
2050,0.68986,0.20875,0.34313,0.08823,0.03108,6811713.06000
2100,0.54415,0.13767,0.26814,0.08835,0.03302,4533965.76000
2150,0.45116,0.09790,0.22034,0.08712,0.03153,2936297.94000
2200,0.18658,0.01750,0.04184,0.08584,0.02805,432007.56000
2250,0.14597,0.00887,0.01259,0.08570,0.02554,211567.20000
2300,0.13265,0.00347,0.00675,0.08570,0.02328,4294.37500
