frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,0.59245,0.16619,0.02845,0.00225,0.03815,0.18708,0.09402,0.04339,2842974.48000
50,0.72523,0.21338,0.03092,0.00225,0.04222,0.25081,0.09794,0.04854,3656259.24000
100,0.63780,0.14394,0.02934,0.00224,0.04129,0.24049,0.09679,0.04616,2180549.58000
150,0.53631,0.10110,0.02812,0.00216,0.04106,0.20828,0.09085,0.03109,1941672.24000
200,0.52295,0.08136,0.02746,0.00216,0.04060,0.20022,0.09133,0.03122,1019535.66000
250,0.52306,0.09827,0.02745,0.00216,0.04070,0.20001,0.09093,0.03078,1568301.00000
300,0.50599,0.08960,0.02687,0.00216,0.03981,0.19015,0.09104,0.03061,955470.54000
350,0.51098,0.08154,0.02754,0.00216,0.04067,0.20221,0.09045,0.03075,775589.04000
400,0.50111,0.07140,0.02746,0.00217,0.04059,0.20194,0.09095,0.03089,597380.28000
450,0.48823,0.06112,0.02721,0.00216,0.03986,0.20391,0.09127,0.03024,354781.56000
500,0.48768,0.06157,0.02716,0.00217,0.03999,0.19952,0.09145,0.03029,338163.78000
550,0.48700,0.06478,0.02710,0.00216,0.04007,0.19578,0.09108,0.03064,405535.02000
600,0.63786,0.19553,0.03020,0.00217,0.04157,0.21176,0.09167,0.03129,4624560.90000
650,0.72616,0.26225,0.03354,0.00217,0.04282,0.21944,0.09228,0.03205,6494196.72000
700,0.73610,0.28855,0.03244,0.00216,0.04225,0.21136,0.09217,0.03175,7128570.12000
750,0.74650,0.28720,0.03149,0.00216,0.04250,0.22519,0.09250,0.03230,6900722.82000
800,0.75514,0.29685,0.03116,0.00216,0.04276,0.21815,0.09241,0.03222,6827939.22000
850,0.77999,0.35755,0.02907,0.00217,0.04098,0.19235,0.09343,0.03119,7855790.76000
900,0.80949,0.36184,0.02877,0.00217,0.04113,0.21490,0.09302,0.03201,7999168.32000
950,0.76786,0.31827,0.02952,0.00216,0.04192,0.21830,0.09316,0.03234,6966210.90000
1000,0.69179,0.24792,0.02909,0.00216,0.04187,0.21036,0.09248,0.03221,5114077.32000
1050,0.69276,0.24462,0.02964,0.00216,0.04206,0.21162,0.09228,0.03210,5496524.88000
1100,0.61241,0.17588,0.02834,0.00216,0.04127,0.20461,0.09215,0.03219,3469015.14000
1150,0.57129,0.13429,0.02826,0.00216,0.04160,0.20283,0.09445,0.03175,2493087.60000
1200,0.58264,0.14631,0.02819,0.00217,0.04172,0.20610,0.09148,0.03175,2831303.94000
1250,0.55690,0.12966,0.02750,0.00216,0.04044,0.20007,0.09185,0.03177,2143493.76000
1300,0.51619,0.09446,0.02686,0.00216,0.03974,0.19658,0.09180,0.03177,828716.10000
1350,0.65105,0.21670,0.02813,0.00216,0.04100,0.20079,0.09262,0.03203,3981126.96000
1400,0.68341,0.26082,0.02740,0.00216,0.03912,0.19412,0.09274,0.03075,5491852.38000
1450,0.77869,0.34852,0.02854,0.00217,0.03983,0.20399,0.09206,0.03075,7774626.24000
1500,0.82480,0.39534,0.02788,0.00216,0.03888,0.19939,0.09188,0.03082,9101418.36000
1550,0.82835,0.42252,0.02754,0.00216,0.03699,0.17851,0.09139,0.02934,9937097.52000
1600,0.83496,0.44011,0.02855,0.00216,0.03664,0.16603,0.09054,0.02889,10709429.10000
1650,0.81076,0.44542,0.02812,0.00217,0.03566,0.14819,0.09017,0.02842,10966888.02000
1700,0.79637,0.45003,0.02724,0.00216,0.03398,0.12922,0.09015,0.02810,11224708.32000
1750,0.76215,0.45019,0.02560,0.00216,0.03174,0.09920,0.08959,0.02834,11204326.08000
1800,0.76297,0.45057,0.02522,0.00216,0.03131,0.09964,0.08939,0.02928,11241039.96000
1850,0.77680,0.45227,0.02582,0.00216,0.03249,0.10982,0.09000,0.02861,11241015.00000
1900,0.81515,0.45233,0.02706,0.00216,0.03459,0.14190,0.09033,0.02819,11240976.24000
1950,0.84031,0.45193,0.02837,0.00216,0.03671,0.16548,0.09066,0.02896,11028965.28000
2000,0.80717,0.41846,0.02709,0.00216,0.03644,0.17036,0.09140,0.02910,9755091.54000
2050,0.70943,0.30412,0.02678,0.00216,0.03755,0.17646,0.09212,0.02997,6811713.06000
2100,0.64523,0.22451,0.02724,0.00216,0.03943,0.19458,0.09241,0.03112,4533965.76000
2150,0.56528,0.17816,0.02576,0.00216,0.03724,0.16519,0.09385,0.03007,2936297.94000
2200,0.30305,0.03995,0.02134,0.00216,0.02796,0.06017,0.08751,0.02898,432007.56000
2250,0.24024,0.01401,0.02020,0.00215,0.02507,0.03313,0.08564,0.02728,211567.20000
2300,0.22125,0.00583,0.01972,0.00213,0.02446,0.02721,0.08580,0.02360,4294.37500
