frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,0.34400,0.06710,0.14631,0.08749,0.02921,2842974.48000
50,0.42091,0.08754,0.19857,0.08933,0.03103,3656259.24000
100,0.37485,0.05861,0.17675,0.08734,0.03152,2180549.58000
150,0.36300,0.05713,0.17104,0.08654,0.03138,1941672.24000
200,0.33941,0.04462,0.16272,0.08619,0.03203,1019535.66000
250,0.33833,0.05130,0.15522,0.08634,0.03149,1568301.00000
300,0.29990,0.04107,0.12790,0.08588,0.03131,955470.54000
350,0.33176,0.04364,0.15710,0.08603,0.03143,775589.04000
400,0.32597,0.03458,0.15986,0.08624,0.03196,597380.28000
450,0.29783,0.02288,0.14296,0.08615,0.03206,354781.56000
500,0.29711,0.02256,0.14267,0.08623,0.03213,338163.78000
550,0.29277,0.02622,0.13527,0.08604,0.03179,405535.02000
600,0.49047,0.12252,0.22977,0.08959,0.03175,4624560.90000
650,0.59795,0.17189,0.28674,0.08951,0.03261,6494196.72000
700,0.62689,0.19212,0.29621,0.08954,0.03202,7128570.12000
750,0.62142,0.19748,0.28525,0.08944,0.03248,6900722.82000
800,0.66218,0.21613,0.30424,0.08898,0.03302,6827939.22000
850,0.76296,0.25742,0.36645,0.08763,0.03246,7855790.76000
900,0.81137,0.26771,0.40046,0.08911,0.03330,7999168.32000
950,0.70583,0.22050,0.34704,0.08868,0.03342,6966210.90000
1000,0.54474,0.15517,0.25275,0.08762,0.03277,5114077.32000
1050,0.55129,0.15465,0.25742,0.08876,0.03298,5496524.88000
1100,0.46187,0.10492,0.21882,0.08848,0.03245,3469015.14000
1150,0.40739,0.07725,0.19644,0.08718,0.03238,2493087.60000
1200,0.42077,0.08331,0.20436,0.08714,0.03238,2831303.94000
1250,0.38260,0.07192,0.17380,0.08712,0.03248,2143493.76000
1300,0.29796,0.03524,0.12946,0.08668,0.03268,828716.10000
1350,0.50606,0.13454,0.23471,0.08715,0.03299,3981126.96000
1400,0.64732,0.17994,0.32662,0.08890,0.03196,5491852.38000
1450,0.80221,0.25362,0.40688,0.08992,0.03212,7774626.24000
1500,0.89322,0.30633,0.44607,0.08955,0.03216,9101418.36000
1550,0.91395,0.33774,0.43752,0.08806,0.03065,9937097.52000
1600,0.92101,0.35643,0.43054,0.08765,0.02991,10709429.10000
1650,0.90720,0.36157,0.41431,0.08794,0.02945,10966888.02000
1700,0.91164,0.37068,0.40759,0.08768,0.02882,11224708.32000
1750,0.90829,0.37315,0.39850,0.08682,0.02767,11204326.08000
1800,0.91886,0.38704,0.40112,0.08654,0.02773,11241039.96000
1850,0.92205,0.38732,0.40300,0.08705,0.02794,11241015.00000
1900,0.93900,0.38480,0.42096,0.08729,0.02893,11240976.24000
1950,0.94525,0.36164,0.44578,0.08749,0.02976,11028965.28000
2000,0.86729,0.30809,0.41880,0.08761,0.03035,9755091.54000
2050,0.68886,0.20828,0.34228,0.08800,0.03112,6811713.06000
2100,0.53942,0.13716,0.26635,0.08805,0.03287,4533965.76000
2150,0.44836,0.09641,0.21987,0.08692,0.03150,2936297.94000
2200,0.18860,0.01739,0.04168,0.08556,0.02848,432007.56000
2250,0.14648,0.00902,0.01257,0.08540,0.02616,211567.20000
2300,0.13263,0.00336,0.00676,0.08539,0.02335,4294.37500
