scene,max_open,diversity,active_bins,source_materials,condition_order,condition_key,condition_label,frame,deferred_ms,visbuf_ms,vis_over_deferred,vis_minus_deferred_ms,vis_overhead_percent
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1020,0.21098,0.31823,1.508342022940563,0.10725000000000001,50.83420229405631
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1080,0.20702,0.30198,1.4586996425466139,0.09496000000000002,45.86996425466139
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1140,0.23151,0.33353,1.440672109196147,0.10202,44.067210919614695
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1200,0.20732,0.3162,1.525178468068686,0.10887999999999998,52.5178468068686
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1260,0.1889,0.29456,1.5593435680254102,0.10565999999999998,55.93435680254102
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1320,0.19752,0.30237,1.5308323207776429,0.10485000000000003,53.083232077764286
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1380,0.20163,0.31007,1.537816793135942,0.10844000000000001,53.78167931359421
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1440,0.2146,0.32712,1.5243243243243243,0.11252000000000001,52.43243243243243
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1500,0.34515,0.44198,1.2805446907141822,0.09682999999999997,28.054469071418218
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1560,0.37396,0.46592,1.245908653331907,0.09195999999999999,24.590865333190703
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1620,0.37395,0.46464,1.2425190533493782,0.09068999999999999,24.251905334937817
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1680,0.25761,0.36309,1.4094561546523816,0.10548000000000002,40.94561546523816
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1740,0.17457,0.275,1.575299306868305,0.10043000000000002,57.5299306868305
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1800,0.17179,0.26413,1.537516735549217,0.09233999999999998,53.751673554921695
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1860,0.1688,0.25693,1.522097156398104,0.08812999999999999,52.209715639810405
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1920,0.16495,0.25489,1.545256138223704,0.08993999999999999,54.5256138223704
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",1980,0.16015,0.24955,1.5582266625039027,0.08940000000000001,55.82266625039027
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2040,0.15413,0.23879,1.5492765847012264,0.08466000000000001,54.927658470122644
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2100,0.14756,0.23254,1.5759013282732448,0.08498,57.59013282732448
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2160,0.14143,0.22847,1.6154281269886164,0.08704,61.54281269886164
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2220,0.13823,0.22435,1.6230196050061492,0.08612,62.30196050061492
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2280,0.10151,0.17406,1.7147079105506846,0.07254999999999999,71.47079105506846
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2340,0.1798,0.28307,1.574360400444939,0.10327,57.43604004449389
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2400,0.27172,0.37569,1.3826365376122478,0.10397,38.26365376122478
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2460,0.2809,0.38557,1.372623709505162,0.10467000000000004,37.262370950516214
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2520,0.2563,0.36152,1.4105345298478347,0.10522000000000004,41.05345298478347
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2580,0.22632,0.3263,1.4417638741604806,0.09997999999999999,44.17638741604806
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2640,0.20995,0.30211,1.4389616575375088,0.09215999999999999,43.89616575375088
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2700,0.19354,0.28278,1.4610933140436084,0.08923999999999999,46.109331404360844
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2760,0.18171,0.26724,1.4706950635628198,0.08552999999999997,47.06950635628198
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2820,0.18003,0.26288,1.4602010775981782,0.08285000000000001,46.02010775981782
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2880,0.16012,0.25386,1.5854359230577064,0.09373999999999996,58.543592305770645
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",2940,0.15058,0.24548,1.630229778190995,0.09490000000000001,63.02297781909949
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3000,0.25531,0.34576,1.3542751948611493,0.09045000000000003,35.42751948611493
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3060,0.33377,0.41974,1.2575725799203044,0.08596999999999999,25.757257992030436
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3120,0.33192,0.42036,1.2664497469269704,0.08844000000000002,26.644974692697044
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3180,0.32361,0.40681,1.2570995951917432,0.0832,25.70995951917432
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3240,0.29135,0.3826,1.3131971855157027,0.09125,31.319718551570276
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3300,0.27178,0.36423,1.340164839208183,0.09244999999999998,34.01648392081831
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3360,0.25158,0.34655,1.377494236425789,0.09497,37.7494236425789
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3420,0.23632,0.32955,1.3945074475287746,0.09323000000000001,39.45074475287746
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3480,0.2286,0.31844,1.3930008748906386,0.08984,39.30008748906386
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3540,0.21614,0.30921,1.430600536689183,0.09306999999999999,43.0600536689183
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3600,0.21003,0.30581,1.4560300909393897,0.09578000000000003,45.60300909393897
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3660,0.20356,0.30032,1.4753389663981136,0.09675999999999998,47.53389663981136
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3720,0.20228,0.29401,1.4534803243029464,0.09173,45.34803243029464
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3780,0.20089,0.28341,1.4107720643138035,0.08251999999999998,41.077206431380354
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3840,0.19299,0.27265,1.4127675009067828,0.07966000000000001,41.276750090678284
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3900,0.18124,0.25223,1.391690576031781,0.07099,39.1690576031781
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",3960,0.17767,0.24157,1.3596555411718354,0.06390000000000001,35.965554117183544
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4020,0.17237,0.23855,1.3839415211463713,0.06618000000000002,38.39415211463712
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4080,0.17669,0.23983,1.357349029373479,0.06313999999999997,35.73490293734789
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4140,0.16514,0.22629,1.3702918735618261,0.06114999999999998,37.02918735618261
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4200,0.14746,0.2068,1.4024142140241422,0.059340000000000004,40.241421402414225
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4260,0.18529,0.25766,1.390576933455664,0.07236999999999999,39.05769334556639
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4320,0.4307,0.50855,1.180752263756675,0.07784999999999992,18.075226375667498
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4380,0.37992,0.45621,1.2008054327226785,0.07629000000000002,20.080543272267846
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4440,0.12755,0.20901,1.6386515092120737,0.08146,63.86515092120737
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4500,0.14135,0.20951,1.4822072868765475,0.06816,48.22072868765475
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4560,0.13325,0.19764,1.4832270168855535,0.06439,48.32270168855535
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4620,0.13774,0.21005,1.5249745898068825,0.07230999999999999,52.49745898068825
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4680,0.19369,0.27587,1.4242862305746296,0.08218,42.42862305746296
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4740,0.29858,0.39563,1.3250385156406992,0.09704999999999997,32.50385156406992
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4800,0.41936,0.48811,1.163940289965662,0.06874999999999998,16.394028996566192
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4860,0.41155,0.47126,1.145085651804155,0.059709999999999985,14.5085651804155
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4920,0.41519,0.47461,1.143115200269756,0.05941999999999997,14.3115200269756
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",4980,0.4482,0.5084,1.1343150379294957,0.060199999999999976,13.431503792949574
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",5040,0.34637,0.41926,1.2104397032075527,0.07289000000000001,21.043970320755268
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",5100,0.37763,0.44303,1.1731853931096574,0.06539999999999996,17.31853931096574
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",5160,0.46693,0.52314,1.1203820701175766,0.05621000000000004,12.038207011757663
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",5220,0.47153,0.52283,1.1087947744576168,0.05130000000000001,10.879477445761676
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",5280,0.46475,0.51238,1.1024852071005915,0.04762999999999995,10.24852071005915
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",5340,0.37191,0.41959,1.1282030598800785,0.04768,12.820305988007853
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",5400,0.09495,0.14925,1.5718799368088465,0.05429999999999999,57.18799368088465
Bistro,1,1.0,1,132,14,M1_D1,"1 bins
M1, D1",5460,0.06414,0.11843,1.8464296850639226,0.05428999999999999,84.64296850639226
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",0,0.20522,0.30225,1.472809667673716,0.09703,47.28096676737159
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",60,0.21796,0.32576,1.494586162598642,0.1078,49.45861625986421
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",120,0.18695,0.29707,1.5890345012035303,0.11012,58.90345012035303
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",180,0.15002,0.27292,1.819224103452873,0.12290000000000001,81.92241034528732
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",240,0.21724,0.32742,1.5071809979745903,0.11018,50.718099797459026
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",300,0.24641,0.34407,1.396331317722495,0.09766,39.6331317722495
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",360,0.24318,0.34594,1.422567645365573,0.10276000000000002,42.25676453655729
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",420,0.1908,0.29601,1.5514150943396225,0.10521,55.141509433962256
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",480,0.19909,0.29585,1.4860113516500075,0.09676000000000001,48.601135165000755
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",540,0.21195,0.32002,1.5098844066996935,0.10807000000000003,50.98844066996935
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",600,0.21786,0.32756,1.5035343798769853,0.10970000000000002,50.353437987698534
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",660,0.15421,0.26822,1.7393165164386226,0.11401,73.93165164386227
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",720,0.192,0.30693,1.5985937499999998,0.11492999999999998,59.85937499999998
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",780,0.18322,0.29299,1.5991158170505402,0.10976999999999998,59.91158170505402
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",840,0.12457,0.23831,1.9130609295978165,0.11374,91.30609295978165
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",900,0.19891,0.31707,1.5940375043989745,0.11816000000000002,59.40375043989745
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",960,0.24043,0.35875,1.492118288067213,0.11832000000000001,49.2118288067213
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1020,0.21225,0.32616,1.536678445229682,0.11391000000000001,53.6678445229682
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1080,0.20896,0.30932,1.480283307810107,0.10035999999999998,48.028330781010695
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1140,0.23329,0.34467,1.477431522997128,0.11137999999999998,47.7431522997128
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1200,0.20933,0.32334,1.5446424306119526,0.11401000000000003,54.46424306119526
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1260,0.19048,0.30112,1.5808483830323392,0.11063999999999999,58.08483830323392
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1320,0.19982,0.30954,1.5490941847662896,0.10971999999999998,54.90941847662896
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1380,0.20428,0.31615,1.547630702956726,0.11187,54.7630702956726
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1440,0.21633,0.33767,1.5609023251513892,0.12134000000000003,56.090232515138915
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1500,0.35157,0.45739,1.3009926899337259,0.10582000000000003,30.099268993372586
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1560,0.38231,0.4756,1.2440166357144726,0.09329000000000004,24.401663571447262
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1620,0.37947,0.4783,1.2604421956939944,0.09883000000000003,26.04421956939944
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1680,0.2588,0.37279,1.4404559505409584,0.11399000000000004,44.04559505409584
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1740,0.17534,0.28249,1.611098437321775,0.10715000000000002,61.109843732177495
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1800,0.17332,0.27514,1.587468266789753,0.10182,58.7468266789753
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1860,0.17009,0.26744,1.5723440531483335,0.09735000000000002,57.234405314833346
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1920,0.16644,0.26557,1.5955900024032683,0.09912999999999997,59.55900024032683
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",1980,0.1614,0.26001,1.6109665427509297,0.09861000000000003,61.096654275092966
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2040,0.15516,0.24653,1.5888759989688064,0.09137,58.88759989688064
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2100,0.14949,0.24011,1.6061943942738643,0.09061999999999998,60.61943942738643
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2160,0.14339,0.23641,1.6487202733802917,0.09302000000000002,64.87202733802917
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2220,0.13898,0.23155,1.6660670600086345,0.09257000000000001,66.60670600086345
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2280,0.10191,0.17817,1.7483073299970562,0.07626,74.83073299970562
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2340,0.18183,0.28865,1.5874718143320685,0.10682000000000003,58.747181433206855
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2400,0.27574,0.38245,1.386994995285414,0.10671000000000003,38.699499528541395
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2460,0.28413,0.3946,1.388800900996023,0.11047000000000001,38.88009009960229
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2520,0.2582,0.37189,1.440317583268784,0.11369000000000001,44.0317583268784
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2580,0.22832,0.33354,1.460844428871759,0.10522000000000001,46.0844428871759
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2640,0.21203,0.31192,1.4711125784087156,0.09988999999999998,47.11125784087156
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2700,0.1939,0.2916,1.5038679731820528,0.09770000000000004,50.38679731820528
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2760,0.18244,0.27496,1.5071256303442226,0.09251999999999999,50.71256303442227
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2820,0.18221,0.27036,1.4837824488227866,0.08814999999999998,48.378244882278665
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2880,0.16203,0.26204,1.6172313769055113,0.10000999999999999,61.723137690551134
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",2940,0.1514,0.25227,1.6662483487450461,0.10086999999999999,66.62483487450461
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3000,0.25801,0.35221,1.365102127824503,0.0942,36.5102127824503
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3060,0.33872,0.42697,1.2605396787907417,0.08825,26.053967879074168
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3120,0.33706,0.42952,1.2743131786625526,0.09245999999999999,27.431317866255256
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3180,0.32753,0.41692,1.2729215644368457,0.08939000000000002,27.29215644368457
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3240,0.29542,0.39288,1.3299031886805226,0.09745999999999999,32.990318868052256
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3300,0.27325,0.37583,1.3754071363220495,0.10258,37.54071363220495
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3360,0.25228,0.35838,1.4205644521959726,0.10609999999999997,42.05644521959726
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3420,0.23585,0.34017,1.4423150307398769,0.10431999999999997,44.23150307398769
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3480,0.22833,0.3262,1.4286339946568563,0.09786999999999998,42.863399465685625
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3540,0.22036,0.31489,1.4289798511526592,0.09453,42.897985115265925
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3600,0.21011,0.31075,1.4789871971824284,0.10064000000000003,47.898719718242845
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3660,0.20323,0.30493,1.5004182453377946,0.10169999999999998,50.041824533779454
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3720,0.20346,0.29839,1.4665781971886365,0.09492999999999999,46.65781971886365
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3780,0.20146,0.28799,1.4295145438300407,0.08653000000000002,42.95145438300408
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3840,0.19337,0.27682,1.4315560841909294,0.08345000000000002,43.15560841909294
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3900,0.1814,0.25611,1.4118522601984564,0.07471,41.18522601984564
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",3960,0.17705,0.24575,1.3880259813611973,0.06869999999999998,38.80259813611973
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4020,0.17185,0.24387,1.419086412569101,0.07202,41.908641256910094
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4080,0.17601,0.2453,1.3936708141582863,0.06928999999999999,39.36708141582863
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4140,0.16488,0.23169,1.405203784570597,0.06681000000000001,40.52037845705969
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4200,0.14697,0.20931,1.4241681975913452,0.062340000000000007,42.41681975913452
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4260,0.18834,0.26191,1.3906233407666984,0.07356999999999997,39.062334076669835
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4320,0.44516,0.51662,1.160526552250876,0.07145999999999997,16.05265522508761
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4380,0.39189,0.46532,1.1873740080124524,0.07343,18.73740080124524
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4440,0.12732,0.21514,1.6897580898523408,0.08782000000000001,68.97580898523408
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4500,0.14127,0.21441,1.5177320025483116,0.07313999999999998,51.77320025483117
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4560,0.13352,0.20096,1.5050928699820252,0.06744,50.50928699820252
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4620,0.13704,0.21674,1.5815820198482196,0.0797,58.15820198482196
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4680,0.1932,0.28105,1.4547101449275364,0.08785000000000001,45.47101449275364
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4740,0.30716,0.40231,1.3097734079958328,0.09515000000000001,30.977340799583274
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4800,0.43405,0.49389,1.137864301347771,0.059840000000000004,13.786430134777095
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4860,0.42623,0.47659,1.1181521713628793,0.050360000000000016,11.815217136287925
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4920,0.43054,0.47951,1.113740883541599,0.048970000000000014,11.374088354159895
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",4980,0.46449,0.51341,1.1053198131283775,0.04892000000000002,10.531981312837747
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",5040,0.35408,0.42401,1.1974977406235878,0.06992999999999999,19.74977406235878
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",5100,0.38761,0.44749,1.15448517840097,0.05987999999999999,15.448517840096997
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",5160,0.48144,0.52798,1.0966683283482885,0.046540000000000026,9.666832834828853
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",5220,0.49063,0.52829,1.0767584534170354,0.03766000000000003,7.6758453417035355
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",5280,0.4896,0.51712,1.0562091503267974,0.027520000000000044,5.620915032679741
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",5340,0.38693,0.42433,1.0966583102886827,0.03739999999999999,9.665831028868265
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",5400,0.09428,0.15088,1.60033941450997,0.056599999999999984,60.033941450997006
Bistro,4,1.0,4,132,16,M4_D1,"4 bins
M4, D1",5460,0.06412,0.11991,1.8700873362445416,0.055790000000000006,87.00873362445417
Bistro,16,0.5,16,132,18,M16_D0.5,"16 bins
M16, D0.5",0,0.20194,0.30768,1.5236208774883628,0.10574,52.36208774883628
Bistro,16,0.5,16,132,18,M16_D0.5,"16 bins
M16, D0.5",60,0.22064,0.3322,1.5056200145032632,0.11155999999999999,50.56200145032632
Bistro,16,0.5,16,132,18,M16_D0.5,"16 bins
M16, D0.5",120,0.18635,0.30251,1.6233431714515698,0.11616000000000001,62.33431714515698
Bistro,16,0.5,16,132,18,M16_D0.5,"16 bins
M16, D0.5",180,0.14789,0.27773,1.8779498275745485,0.12983999999999998,87.79498275745485
Bistro,16,0.5,16,132,18,M16_D0.5,"16 bins
M16, D0.5",240,0.21662,0.33329,1.538592927707506,0.11666999999999997,53.85929277075061
Bistro,16,0.5,16,132,18,M16_D0.5,"16 bins
M16, D0.5",300,0.24567,0.35121,1.4296006838441813,0.10554000000000002,42.96006838441813
