variant,renderer,quad,alu,repeat_count,pass_0_time_avg_ms,pass_1_time_avg_ms,pass_2_time_avg_ms,total_time_avg_ms
1,Forward,8.0,0.0,1,0.9299,0.0,0.0,0.9299
1,Forward,8.0,1.0,1,0.9414,0.0,0.0,0.9414
1,Forward,8.0,2.0,1,0.94973,0.0,0.0,0.94973
1,Forward,8.0,4.0,1,0.96622,0.0,0.0,0.96622
1,Forward,8.0,8.0,1,1.00456,0.0,0.0,1.00456
1,Forward,8.0,16.0,1,1.07204,0.0,0.0,1.07204
1,Forward,8.0,32.0,1,1.20697,0.0,0.0,1.20697
1,Forward,8.0,64.0,1,1.49031,0.0,0.0,1.49031
1,Forward,8.0,96.0,1,1.78263,0.0,0.0,1.78263
1,Forward,8.0,128.0,1,2.08071,0.0,0.0,2.08071
1,Forward,8.0,192.0,1,2.66652,0.0,0.0,2.66652
1,Forward,12.0,0.0,1,0.4929,0.0,0.0,0.4929
1,Forward,12.0,1.0,1,0.50433,0.0,0.0,0.50433
1,Forward,12.0,2.0,1,0.51288,0.0,0.0,0.51288
1,Forward,12.0,4.0,1,0.52966,0.0,0.0,0.52966
1,Forward,12.0,8.0,1,0.56443,0.0,0.0,0.56443
1,Forward,12.0,16.0,1,0.63293,0.0,0.0,0.63293
1,Forward,12.0,32.0,1,0.77666,0.0,0.0,0.77666
1,Forward,12.0,64.0,1,1.07471,0.0,0.0,1.07471
1,Forward,12.0,96.0,1,1.37328,0.0,0.0,1.37328
1,Forward,12.0,128.0,1,1.67234,0.0,0.0,1.67234
1,Forward,12.0,192.0,1,2.2827,0.0,0.0,2.2827
1,Forward,16.0,0.0,1,0.32797,0.0,0.0,0.32797
1,Forward,16.0,1.0,1,0.33888,0.0,0.0,0.33888
1,Forward,16.0,2.0,1,0.34761,0.0,0.0,0.34761
1,Forward,16.0,4.0,1,0.36506,0.0,0.0,0.36506
1,Forward,16.0,8.0,1,0.40155,0.0,0.0,0.40155
1,Forward,16.0,16.0,1,0.47341,0.0,0.0,0.47341
1,Forward,16.0,32.0,1,0.62571,0.0,0.0,0.62571
1,Forward,16.0,64.0,1,0.93053,0.0,0.0,0.93053
1,Forward,16.0,96.0,1,1.2353,0.0,0.0,1.2353
1,Forward,16.0,128.0,1,1.54927,0.0,0.0,1.54927
1,Forward,16.0,192.0,1,2.19248,0.0,0.0,2.19248
1,Forward,24.0,0.0,1,0.21564,0.0,0.0,0.21564
1,Forward,24.0,1.0,1,0.22956,0.0,0.0,0.22956
1,Forward,24.0,2.0,1,0.23867,0.0,0.0,0.23867
1,Forward,24.0,4.0,1,0.25662,0.0,0.0,0.25662
1,Forward,24.0,8.0,1,0.29425,0.0,0.0,0.29425
1,Forward,24.0,16.0,1,0.37697,0.0,0.0,0.37697
1,Forward,24.0,32.0,1,0.532,0.0,0.0,0.532
1,Forward,24.0,64.0,1,0.8474,0.0,0.0,0.8474
1,Forward,24.0,96.0,1,1.17538,0.0,0.0,1.17538
1,Forward,24.0,128.0,1,1.50758,0.0,0.0,1.50758
1,Forward,24.0,192.0,1,2.1722,0.0,0.0,2.1722
1,Forward,32.0,0.0,1,0.14272,0.0,0.0,0.14272
1,Forward,32.0,1.0,1,0.15702,0.0,0.0,0.15702
1,Forward,32.0,2.0,1,0.16656,0.0,0.0,0.16656
1,Forward,32.0,4.0,1,0.18536,0.0,0.0,0.18536
1,Forward,32.0,8.0,1,0.22611,0.0,0.0,0.22611
1,Forward,32.0,16.0,1,0.30923,0.0,0.0,0.30923
1,Forward,32.0,32.0,1,0.47297,0.0,0.0,0.47297
1,Forward,32.0,64.0,1,0.81214,0.0,0.0,0.81214
1,Forward,32.0,96.0,1,1.15846,0.0,0.0,1.15846
1,Forward,32.0,128.0,1,1.50503,0.0,0.0,1.50503
1,Forward,32.0,192.0,1,2.21196,0.0,0.0,2.21196
1,Forward,48.0,0.0,1,0.07811,0.0,0.0,0.07811
1,Forward,48.0,1.0,1,0.0937,0.0,0.0,0.0937
1,Forward,48.0,2.0,1,0.10388,0.0,0.0,0.10388
1,Forward,48.0,4.0,1,0.12536,0.0,0.0,0.12536
1,Forward,48.0,8.0,1,0.1696,0.0,0.0,0.1696
1,Forward,48.0,16.0,1,0.25758,0.0,0.0,0.25758
1,Forward,48.0,32.0,1,0.43722,0.0,0.0,0.43722
1,Forward,48.0,64.0,1,0.80634,0.0,0.0,0.80634
1,Forward,48.0,96.0,1,1.17565,0.0,0.0,1.17565
1,Forward,48.0,128.0,1,1.5581,0.0,0.0,1.5581
1,Forward,48.0,192.0,1,2.35015,0.0,0.0,2.35015
1,Forward,64.0,0.0,1,0.06072,0.0,0.0,0.06072
1,Forward,64.0,1.0,1,0.0765,0.0,0.0,0.0765
1,Forward,64.0,2.0,1,0.08722,0.0,0.0,0.08722
1,Forward,64.0,4.0,1,0.10948,0.0,0.0,0.10948
1,Forward,64.0,8.0,1,0.15621,0.0,0.0,0.15621
1,Forward,64.0,16.0,1,0.24879,0.0,0.0,0.24879
1,Forward,64.0,32.0,1,0.44198,0.0,0.0,0.44198
1,Forward,64.0,64.0,1,0.83243,0.0,0.0,0.83243
1,Forward,64.0,96.0,1,1.23384,0.0,0.0,1.23384
1,Forward,64.0,128.0,1,1.64294,0.0,0.0,1.64294
1,Forward,64.0,192.0,1,2.47127,0.0,0.0,2.47127
1,Forward,96.0,0.0,1,0.04674,0.0,0.0,0.04674
1,Forward,96.0,1.0,1,0.06425,0.0,0.0,0.06425
1,Forward,96.0,2.0,1,0.07677,0.0,0.0,0.07677
1,Forward,96.0,4.0,1,0.10127,0.0,0.0,0.10127
1,Forward,96.0,8.0,1,0.1518,0.0,0.0,0.1518
1,Forward,96.0,16.0,1,0.25234,0.0,0.0,0.25234
1,Forward,96.0,32.0,1,0.46408,0.0,0.0,0.46408
1,Forward,96.0,64.0,1,0.89543,0.0,0.0,0.89543
1,Forward,96.0,96.0,1,1.34654,0.0,0.0,1.34654
1,Forward,96.0,128.0,1,1.76967,0.0,0.0,1.76967
1,Forward,96.0,192.0,1,2.67056,0.0,0.0,2.67056
1,Forward,128.0,0.0,1,0.04236,0.0,0.0,0.04236
1,Forward,128.0,1.0,1,0.05927,0.0,0.0,0.05927
1,Forward,128.0,2.0,1,0.07275,0.0,0.0,0.07275
1,Forward,128.0,4.0,1,0.09895,0.0,0.0,0.09895
1,Forward,128.0,8.0,1,0.15269,0.0,0.0,0.15269
1,Forward,128.0,16.0,1,0.25957,0.0,0.0,0.25957
1,Forward,128.0,32.0,1,0.48581,0.0,0.0,0.48581
1,Forward,128.0,64.0,1,0.94906,0.0,0.0,0.94906
1,Forward,128.0,96.0,1,1.41189,0.0,0.0,1.41189
1,Forward,128.0,128.0,1,1.87498,0.0,0.0,1.87498
1,Forward,128.0,192.0,1,2.82502,0.0,0.0,2.82502
1,Forward,192.0,0.0,1,0.03981,0.0,0.0,0.03981
1,Forward,192.0,1.0,1,0.05656,0.0,0.0,0.05656
1,Forward,192.0,2.0,1,0.07216,0.0,0.0,0.07216
1,Forward,192.0,4.0,1,0.10248,0.0,0.0,0.10248
1,Forward,192.0,8.0,1,0.16426,0.0,0.0,0.16426
1,Forward,192.0,16.0,1,0.29012,0.0,0.0,0.29012
1,Forward,192.0,32.0,1,0.55473,0.0,0.0,0.55473
1,Forward,192.0,64.0,1,1.0844,0.0,0.0,1.0844
1,Forward,192.0,96.0,1,1.63101,0.0,0.0,1.63101
1,Forward,192.0,128.0,1,2.16607,0.0,0.0,2.16607
1,Forward,192.0,192.0,1,3.23545,0.0,0.0,3.23545
1,Forward,384.0,0.0,1,0.03443,0.0,0.0,0.03443
1,Forward,384.0,1.0,1,0.05957,0.0,0.0,0.05957
1,Forward,384.0,2.0,1,0.08234,0.0,0.0,0.08234
1,Forward,384.0,4.0,1,0.12657,0.0,0.0,0.12657
1,Forward,384.0,8.0,1,0.21744,0.0,0.0,0.21744
1,Forward,384.0,16.0,1,0.3993,0.0,0.0,0.3993
1,Forward,384.0,32.0,1,0.76508,0.0,0.0,0.76508
1,Forward,384.0,64.0,1,1.51154,0.0,0.0,1.51154
1,Forward,384.0,96.0,1,2.24915,0.0,0.0,2.24915
1,Forward,384.0,128.0,1,2.98732,0.0,0.0,2.98732
1,Forward,384.0,192.0,1,4.46064,0.0,0.0,4.46064
2,ForwardPrepass,8.0,0.0,1,0.92548,0.94712,0.0,1.8726
2,ForwardPrepass,8.0,1.0,1,0.92488,0.95499,0.0,1.87987
2,ForwardPrepass,8.0,2.0,1,0.926,0.96152,0.0,1.88752
2,ForwardPrepass,8.0,4.0,1,0.92467,0.97479,0.0,1.89946
2,ForwardPrepass,8.0,8.0,1,0.92945,1.00638,0.0,1.93584
2,ForwardPrepass,8.0,16.0,1,0.92917,1.06006,0.0,1.98924
2,ForwardPrepass,8.0,32.0,1,0.92947,1.18961,0.0,2.11907
2,ForwardPrepass,8.0,64.0,1,0.92923,1.47648,0.0,2.40571
2,ForwardPrepass,8.0,96.0,1,0.92921,1.76913,0.0,2.69834
2,ForwardPrepass,8.0,128.0,1,0.9292,2.06183,0.0,2.99103
2,ForwardPrepass,8.0,192.0,1,0.93142,2.65301,0.0,3.58442
2,ForwardPrepass,12.0,0.0,1,0.48888,0.49804,0.0,0.98692
2,ForwardPrepass,12.0,1.0,1,0.48894,0.50634,0.0,0.99529
2,ForwardPrepass,12.0,2.0,1,0.48899,0.51324,0.0,1.00223
2,ForwardPrepass,12.0,4.0,1,0.48895,0.52697,0.0,1.01592
2,ForwardPrepass,12.0,8.0,1,0.48906,0.55502,0.0,1.04408
2,ForwardPrepass,12.0,16.0,1,0.48904,0.6197,0.0,1.10874
2,ForwardPrepass,12.0,32.0,1,0.48905,0.76546,0.0,1.25452
2,ForwardPrepass,12.0,64.0,1,0.4891,1.06366,0.0,1.55275
2,ForwardPrepass,12.0,96.0,1,0.4891,1.36225,0.0,1.85135
2,ForwardPrepass,12.0,128.0,1,0.48893,1.66247,0.0,2.1514
2,ForwardPrepass,12.0,192.0,1,0.48902,2.28979,0.0,2.77881
2,ForwardPrepass,16.0,0.0,1,0.32219,0.33045,0.0,0.65265
2,ForwardPrepass,16.0,1.0,1,0.32194,0.33924,0.0,0.66118
2,ForwardPrepass,16.0,2.0,1,0.32197,0.3463,0.0,0.66826
2,ForwardPrepass,16.0,4.0,1,0.32209,0.36015,0.0,0.68224
2,ForwardPrepass,16.0,8.0,1,0.32211,0.39215,0.0,0.71425
2,ForwardPrepass,16.0,16.0,1,0.32376,0.46744,0.0,0.7912
2,ForwardPrepass,16.0,32.0,1,0.32365,0.61974,0.0,0.94339
2,ForwardPrepass,16.0,64.0,1,0.32365,0.92434,0.0,1.24799
2,ForwardPrepass,16.0,96.0,1,0.32369,1.23277,0.0,1.55647
2,ForwardPrepass,16.0,128.0,1,0.32372,1.55363,0.0,1.87734
2,ForwardPrepass,16.0,192.0,1,0.32373,2.19635,0.0,2.52008
2,ForwardPrepass,24.0,0.0,1,0.21523,0.21969,0.0,0.43491
2,ForwardPrepass,24.0,1.0,1,0.21083,0.23071,0.0,0.44154
2,ForwardPrepass,24.0,2.0,1,0.21079,0.23807,0.0,0.44886
2,ForwardPrepass,24.0,4.0,1,0.21081,0.25532,0.0,0.46613
2,ForwardPrepass,24.0,8.0,1,0.21083,0.2944,0.0,0.50523
2,ForwardPrepass,24.0,16.0,1,0.21081,0.37291,0.0,0.58373
2,ForwardPrepass,24.0,32.0,1,0.21193,0.53177,0.0,0.74371
2,ForwardPrepass,24.0,64.0,1,0.21182,0.84748,0.0,1.05929
2,ForwardPrepass,24.0,96.0,1,0.21424,1.17952,0.0,1.39376
2,ForwardPrepass,24.0,128.0,1,0.21301,1.51219,0.0,1.7252
2,ForwardPrepass,24.0,192.0,1,0.21175,2.17726,0.0,2.38901
2,ForwardPrepass,32.0,0.0,1,0.13788,0.14412,0.0,0.282
2,ForwardPrepass,32.0,1.0,1,0.1378,0.15596,0.0,0.29376
2,ForwardPrepass,32.0,2.0,1,0.13791,0.16504,0.0,0.30296
2,ForwardPrepass,32.0,4.0,1,0.13782,0.18444,0.0,0.32225
2,ForwardPrepass,32.0,8.0,1,0.13782,0.22579,0.0,0.36361
2,ForwardPrepass,32.0,16.0,1,0.13796,0.30748,0.0,0.44545
2,ForwardPrepass,32.0,32.0,1,0.13846,0.47207,0.0,0.61053
2,ForwardPrepass,32.0,64.0,1,0.13845,0.814,0.0,0.95245
2,ForwardPrepass,32.0,96.0,1,0.13842,1.1598,0.0,1.29822
2,ForwardPrepass,32.0,128.0,1,0.13842,1.50609,0.0,1.64451
2,ForwardPrepass,32.0,192.0,1,0.13841,2.19789,0.0,2.3363
2,ForwardPrepass,48.0,0.0,1,0.07323,0.07632,0.0,0.14955
2,ForwardPrepass,48.0,1.0,1,0.07347,0.09109,0.0,0.16456
2,ForwardPrepass,48.0,2.0,1,0.0735,0.10167,0.0,0.17517
2,ForwardPrepass,48.0,4.0,1,0.07348,0.12294,0.0,0.19642
2,ForwardPrepass,48.0,8.0,1,0.07348,0.16574,0.0,0.23922
2,ForwardPrepass,48.0,16.0,1,0.07377,0.25148,0.0,0.32525
2,ForwardPrepass,48.0,32.0,1,0.07371,0.42781,0.0,0.50152
2,ForwardPrepass,48.0,64.0,1,0.07376,0.78659,0.0,0.86035
2,ForwardPrepass,48.0,96.0,1,0.07365,1.14536,0.0,1.21901
2,ForwardPrepass,48.0,128.0,1,0.07373,1.5159,0.0,1.58963
2,ForwardPrepass,48.0,192.0,1,0.07441,2.28706,0.0,2.36147
2,ForwardPrepass,64.0,0.0,1,0.05595,0.05734,0.0,0.11329
2,ForwardPrepass,64.0,1.0,1,0.05593,0.07314,0.0,0.12907
2,ForwardPrepass,64.0,2.0,1,0.05585,0.08401,0.0,0.13986
2,ForwardPrepass,64.0,4.0,1,0.056,0.10602,0.0,0.16201
2,ForwardPrepass,64.0,8.0,1,0.05605,0.1504,0.0,0.20645
2,ForwardPrepass,64.0,16.0,1,0.05616,0.23879,0.0,0.29494
2,ForwardPrepass,64.0,32.0,1,0.05636,0.42448,0.0,0.48084
2,ForwardPrepass,64.0,64.0,1,0.05617,0.79489,0.0,0.85106
2,ForwardPrepass,64.0,96.0,1,0.05609,1.17742,0.0,1.23351
2,ForwardPrepass,64.0,128.0,1,0.05615,1.56377,0.0,1.61991
2,ForwardPrepass,64.0,192.0,1,0.05663,2.35927,0.0,2.41589
2,ForwardPrepass,96.0,0.0,1,0.04149,0.04285,0.0,0.08433
2,ForwardPrepass,96.0,1.0,1,0.04144,0.06208,0.0,0.10351
2,ForwardPrepass,96.0,2.0,1,0.04145,0.07434,0.0,0.11579
2,ForwardPrepass,96.0,4.0,1,0.04143,0.09921,0.0,0.14064
2,ForwardPrepass,96.0,8.0,1,0.04141,0.14977,0.0,0.19117
2,ForwardPrepass,96.0,16.0,1,0.04159,0.25275,0.0,0.29435
2,ForwardPrepass,96.0,32.0,1,0.04167,0.46658,0.0,0.50825
2,ForwardPrepass,96.0,64.0,1,0.04159,0.89475,0.0,0.93634
2,ForwardPrepass,96.0,96.0,1,0.04263,1.3313,0.0,1.37393
2,ForwardPrepass,96.0,128.0,1,0.0427,1.76808,0.0,1.81078
2,ForwardPrepass,96.0,192.0,1,0.04182,2.65925,0.0,2.70108
2,ForwardPrepass,128.0,0.0,1,0.03751,0.03675,0.0,0.07426
2,ForwardPrepass,128.0,1.0,1,0.03747,0.05718,0.0,0.09466
2,ForwardPrepass,128.0,2.0,1,0.03756,0.07022,0.0,0.10778
2,ForwardPrepass,128.0,4.0,1,0.03769,0.09685,0.0,0.13454
2,ForwardPrepass,128.0,8.0,1,0.03764,0.15005,0.0,0.18769
2,ForwardPrepass,128.0,16.0,1,0.03762,0.25645,0.0,0.29407
2,ForwardPrepass,128.0,32.0,1,0.03764,0.48024,0.0,0.51788
2,ForwardPrepass,128.0,64.0,1,0.03763,0.93531,0.0,0.97294
2,ForwardPrepass,128.0,96.0,1,0.03767,1.39494,0.0,1.43262
2,ForwardPrepass,128.0,128.0,1,0.03757,1.84842,0.0,1.88599
2,ForwardPrepass,128.0,192.0,1,0.03792,2.79096,0.0,2.82888
2,ForwardPrepass,192.0,0.0,1,0.03468,0.03194,0.0,0.06662
2,ForwardPrepass,192.0,1.0,1,0.03468,0.05546,0.0,0.09013
2,ForwardPrepass,192.0,2.0,1,0.03467,0.07056,0.0,0.10523
