variant,renderer,quad,alu,repeat_count,pass_0_time_avg_ms,pass_1_time_avg_ms,pass_2_time_avg_ms,total_time_avg_ms
2,ForwardPrepass,192.0,4.0,1,0.03479,0.1012,0.0,0.13599
2,ForwardPrepass,192.0,8.0,1,0.03474,0.16379,0.0,0.19853
2,ForwardPrepass,192.0,16.0,1,0.03472,0.28944,0.0,0.32415
2,ForwardPrepass,192.0,32.0,1,0.03474,0.55023,0.0,0.58498
2,ForwardPrepass,192.0,64.0,1,0.0348,1.07538,0.0,1.11018
2,ForwardPrepass,192.0,96.0,1,0.03471,1.60061,0.0,1.63532
2,ForwardPrepass,192.0,128.0,1,0.03502,2.14769,0.0,2.18271
2,ForwardPrepass,192.0,192.0,1,0.03493,3.20829,0.0,3.24322
2,ForwardPrepass,384.0,0.0,1,0.03151,0.02943,0.0,0.06094
2,ForwardPrepass,384.0,1.0,1,0.03155,0.05843,0.0,0.08998
2,ForwardPrepass,384.0,2.0,1,0.03156,0.08096,0.0,0.11252
2,ForwardPrepass,384.0,4.0,1,0.03164,0.12507,0.0,0.15671
2,ForwardPrepass,384.0,8.0,1,0.03166,0.21678,0.0,0.24845
2,ForwardPrepass,384.0,16.0,1,0.03161,0.39767,0.0,0.42928
2,ForwardPrepass,384.0,32.0,1,0.03172,0.76258,0.0,0.7943
2,ForwardPrepass,384.0,64.0,1,0.03177,1.50461,0.0,1.53638
2,ForwardPrepass,384.0,96.0,1,0.03163,2.21756,0.0,2.24918
2,ForwardPrepass,384.0,128.0,1,0.03194,2.97059,0.0,3.00253
2,ForwardPrepass,384.0,192.0,1,0.03184,4.44212,0.0,4.47396
4,VisBuf,8.0,0.0,1,0.92602,0.02412,0.0,0.95014
4,VisBuf,8.0,1.0,1,0.9259,0.04292,0.0,0.96882
4,VisBuf,8.0,2.0,1,0.92579,0.04955,0.0,0.97534
4,VisBuf,8.0,4.0,1,0.92565,0.06723,0.0,0.99287
4,VisBuf,8.0,8.0,1,0.93005,0.10553,0.0,1.03558
4,VisBuf,8.0,16.0,1,0.9302,0.18518,0.0,1.11538
4,VisBuf,8.0,32.0,1,0.93056,0.34083,0.0,1.27139
4,VisBuf,8.0,64.0,1,0.93006,0.65031,0.0,1.58037
4,VisBuf,8.0,96.0,1,0.93031,0.96934,0.0,1.89965
4,VisBuf,8.0,128.0,1,0.93253,1.29097,0.0,2.2235
4,VisBuf,8.0,192.0,1,0.9327,1.90754,0.0,2.84023
4,VisBuf,12.0,0.0,1,0.49124,0.02633,0.0,0.51757
4,VisBuf,12.0,1.0,1,0.48849,0.04212,0.0,0.53061
4,VisBuf,12.0,2.0,1,0.48832,0.05,0.0,0.53832
4,VisBuf,12.0,4.0,1,0.48828,0.06965,0.0,0.55794
4,VisBuf,12.0,8.0,1,0.48852,0.10572,0.0,0.59424
4,VisBuf,12.0,16.0,1,0.48904,0.18497,0.0,0.67402
4,VisBuf,12.0,32.0,1,0.48925,0.33876,0.0,0.82801
4,VisBuf,12.0,64.0,1,0.4895,0.65041,0.0,1.13991
4,VisBuf,12.0,96.0,1,0.48917,0.96931,0.0,1.45847
4,VisBuf,12.0,128.0,1,0.4891,1.28331,0.0,1.77241
4,VisBuf,12.0,192.0,1,0.48914,1.90799,0.0,2.39713
4,VisBuf,16.0,0.0,1,0.3246,0.0265,0.0,0.35109
4,VisBuf,16.0,1.0,1,0.32469,0.04168,0.0,0.36637
4,VisBuf,16.0,2.0,1,0.32296,0.04977,0.0,0.37273
4,VisBuf,16.0,4.0,1,0.32394,0.0695,0.0,0.39345
4,VisBuf,16.0,8.0,1,0.32436,0.1071,0.0,0.43146
4,VisBuf,16.0,16.0,1,0.32494,0.18618,0.0,0.51112
4,VisBuf,16.0,32.0,1,0.32489,0.34568,0.0,0.67057
4,VisBuf,16.0,64.0,1,0.32504,0.65355,0.0,0.97859
4,VisBuf,16.0,96.0,1,0.32479,0.97446,0.0,1.29924
4,VisBuf,16.0,128.0,1,0.32504,1.27961,0.0,1.60465
4,VisBuf,16.0,192.0,1,0.32509,1.90202,0.0,2.22712
4,VisBuf,24.0,0.0,1,0.21444,0.0268,0.0,0.24124
4,VisBuf,24.0,1.0,1,0.21429,0.04298,0.0,0.25727
4,VisBuf,24.0,2.0,1,0.21421,0.04978,0.0,0.26399
4,VisBuf,24.0,4.0,1,0.2143,0.06932,0.0,0.28361
4,VisBuf,24.0,8.0,1,0.21514,0.10704,0.0,0.32218
4,VisBuf,24.0,16.0,1,0.21548,0.18796,0.0,0.40344
4,VisBuf,24.0,32.0,1,0.21549,0.34599,0.0,0.56148
4,VisBuf,24.0,64.0,1,0.2158,0.65686,0.0,0.87267
4,VisBuf,24.0,96.0,1,0.21557,0.96954,0.0,1.18511
4,VisBuf,24.0,128.0,1,0.21555,1.2829,0.0,1.49845
4,VisBuf,24.0,192.0,1,0.2162,1.90964,0.0,2.12584
4,VisBuf,32.0,0.0,1,0.1414,0.02692,0.0,0.16831
4,VisBuf,32.0,1.0,1,0.14136,0.04296,0.0,0.18431
4,VisBuf,32.0,2.0,1,0.14126,0.04974,0.0,0.191
4,VisBuf,32.0,4.0,1,0.14129,0.06927,0.0,0.21056
4,VisBuf,32.0,8.0,1,0.14142,0.10664,0.0,0.24806
4,VisBuf,32.0,16.0,1,0.14222,0.18785,0.0,0.33007
4,VisBuf,32.0,32.0,1,0.14222,0.34482,0.0,0.48704
4,VisBuf,32.0,64.0,1,0.14232,0.65957,0.0,0.80189
4,VisBuf,32.0,96.0,1,0.14227,0.96852,0.0,1.11079
4,VisBuf,32.0,128.0,1,0.14223,1.28514,0.0,1.42737
4,VisBuf,32.0,192.0,1,0.14237,1.89975,0.0,2.04213
4,VisBuf,48.0,0.0,1,0.07771,0.02715,0.0,0.10485
4,VisBuf,48.0,1.0,1,0.07768,0.04296,0.0,0.12064
4,VisBuf,48.0,2.0,1,0.07749,0.04953,0.0,0.12702
4,VisBuf,48.0,4.0,1,0.07745,0.06878,0.0,0.14623
4,VisBuf,48.0,8.0,1,0.07785,0.10651,0.0,0.18435
4,VisBuf,48.0,16.0,1,0.07791,0.18781,0.0,0.26572
4,VisBuf,48.0,32.0,1,0.07795,0.34574,0.0,0.42368
4,VisBuf,48.0,64.0,1,0.07794,0.65817,0.0,0.73611
4,VisBuf,48.0,96.0,1,0.07807,0.96878,0.0,1.04685
4,VisBuf,48.0,128.0,1,0.07798,1.28386,0.0,1.36184
4,VisBuf,48.0,192.0,1,0.0789,1.91792,0.0,1.99682
4,VisBuf,64.0,0.0,1,0.0608,0.02707,0.0,0.08787
4,VisBuf,64.0,1.0,1,0.06077,0.04272,0.0,0.1035
4,VisBuf,64.0,2.0,1,0.061,0.04958,0.0,0.11059
4,VisBuf,64.0,4.0,1,0.0609,0.0687,0.0,0.1296
4,VisBuf,64.0,8.0,1,0.0612,0.10655,0.0,0.16776
4,VisBuf,64.0,16.0,1,0.06121,0.1878,0.0,0.24901
4,VisBuf,64.0,32.0,1,0.06122,0.34574,0.0,0.40695
4,VisBuf,64.0,64.0,1,0.06121,0.66081,0.0,0.72202
4,VisBuf,64.0,96.0,1,0.06126,0.97071,0.0,1.03197
4,VisBuf,64.0,128.0,1,0.06124,1.28288,0.0,1.34412
4,VisBuf,64.0,192.0,1,0.06162,1.92609,0.0,1.98771
4,VisBuf,96.0,0.0,1,0.04675,0.02711,0.0,0.07386
4,VisBuf,96.0,1.0,1,0.04675,0.04289,0.0,0.08963
4,VisBuf,96.0,2.0,1,0.04676,0.0495,0.0,0.09627
4,VisBuf,96.0,4.0,1,0.04682,0.06874,0.0,0.11557
4,VisBuf,96.0,8.0,1,0.04696,0.10655,0.0,0.15351
4,VisBuf,96.0,16.0,1,0.04696,0.18784,0.0,0.23481
4,VisBuf,96.0,32.0,1,0.04697,0.34574,0.0,0.39271
4,VisBuf,96.0,64.0,1,0.04694,0.66087,0.0,0.70781
4,VisBuf,96.0,96.0,1,0.04715,0.96897,0.0,1.01612
4,VisBuf,96.0,128.0,1,0.04697,1.2873,0.0,1.33427
4,VisBuf,96.0,192.0,1,0.04768,1.92712,0.0,1.9748
4,VisBuf,128.0,0.0,1,0.04263,0.02737,0.0,0.07
4,VisBuf,128.0,1.0,1,0.04264,0.04304,0.0,0.08568
4,VisBuf,128.0,2.0,1,0.04274,0.04996,0.0,0.0927
4,VisBuf,128.0,4.0,1,0.0429,0.06906,0.0,0.11196
4,VisBuf,128.0,8.0,1,0.04277,0.10643,0.0,0.14921
4,VisBuf,128.0,16.0,1,0.0428,0.18785,0.0,0.23065
4,VisBuf,128.0,32.0,1,0.04278,0.34575,0.0,0.38852
4,VisBuf,128.0,64.0,1,0.04292,0.65778,0.0,0.7007
4,VisBuf,128.0,96.0,1,0.04281,0.97538,0.0,1.01819
4,VisBuf,128.0,128.0,1,0.043,1.28288,0.0,1.32588
4,VisBuf,128.0,192.0,1,0.04327,1.92362,0.0,1.96689
4,VisBuf,192.0,0.0,1,0.04143,0.02787,0.0,0.0693
4,VisBuf,192.0,1.0,1,0.04123,0.04341,0.0,0.08464
4,VisBuf,192.0,2.0,1,0.04142,0.05035,0.0,0.09177
4,VisBuf,192.0,4.0,1,0.04128,0.06939,0.0,0.11068
4,VisBuf,192.0,8.0,1,0.04145,0.10638,0.0,0.14782
4,VisBuf,192.0,16.0,1,0.04142,0.18767,0.0,0.22909
4,VisBuf,192.0,32.0,1,0.0415,0.34066,0.0,0.38216
4,VisBuf,192.0,64.0,1,0.04119,0.66077,0.0,0.70196
4,VisBuf,192.0,96.0,1,0.04143,0.974,0.0,1.01543
4,VisBuf,192.0,128.0,1,0.04141,1.28813,0.0,1.32954
4,VisBuf,192.0,192.0,1,0.04196,1.91969,0.0,1.96165
4,VisBuf,384.0,0.0,1,0.03823,0.03006,0.0,0.06829
4,VisBuf,384.0,1.0,1,0.03821,0.04461,0.0,0.08282
4,VisBuf,384.0,2.0,1,0.03828,0.05137,0.0,0.08965
4,VisBuf,384.0,4.0,1,0.03829,0.07019,0.0,0.10847
4,VisBuf,384.0,8.0,1,0.03833,0.107,0.0,0.14534
4,VisBuf,384.0,16.0,1,0.03824,0.18798,0.0,0.22622
4,VisBuf,384.0,32.0,1,0.03837,0.34037,0.0,0.37874
4,VisBuf,384.0,64.0,1,0.03841,0.65653,0.0,0.69494
4,VisBuf,384.0,96.0,1,0.03849,0.96558,0.0,1.00407
4,VisBuf,384.0,128.0,1,0.03839,1.28924,0.0,1.32763
4,VisBuf,384.0,192.0,1,0.03864,1.92603,0.0,1.96467
