frame,total,visibility,gbuffer,lighting,index_count
0,0.83793,0.18729,0.62272,0.01676,6388479.00000
10,0.86342,0.18761,0.64924,0.01698,6388479.00000
20,0.90199,0.18936,0.68526,0.01726,6388479.00000
30,0.93886,0.18882,0.72237,0.01746,6388479.00000
40,0.98307,0.19229,0.76324,0.01785,6388479.00000
50,1.05854,0.22689,0.80325,0.01856,7620873.90000
60,1.16939,0.24121,0.89723,0.02134,7933098.00000
70,1.21209,0.24369,0.93462,0.02397,7933098.00000
80,1.21158,0.24292,0.93460,0.02375,7933098.00000
90,1.20937,0.24195,0.93463,0.02284,7933098.00000
100,1.20542,0.23927,0.93457,0.02147,7778540.10000
110,1.16560,0.19927,0.93444,0.02222,6388359.00000
120,1.16523,0.19863,0.93472,0.02218,6388359.00000
130,1.16247,0.19676,0.93446,0.02157,6328608.30000
140,1.16064,0.19514,0.93465,0.02116,6278724.00000
150,1.15943,0.19367,0.93468,0.02153,6278724.00000
160,1.15900,0.19328,0.93464,0.02149,6344505.00000
170,1.16731,0.19911,0.93464,0.02369,6548192.40000
180,1.17257,0.20378,0.93456,0.02405,6654137.70000
190,1.16887,0.20178,0.93472,0.02232,6649594.80000
200,1.15654,0.19090,0.93525,0.02070,6279649.20000
210,1.15282,0.18718,0.93535,0.02053,6153959.40000
220,1.14158,0.17678,0.93515,0.01985,5654925.00000
230,1.13846,0.17409,0.93528,0.01949,5715609.00000
240,1.16719,0.20240,0.93520,0.01972,6556806.00000
250,1.16456,0.19920,0.93511,0.02045,6632634.60000
260,1.16614,0.20122,0.93517,0.02010,6632607.00000
270,1.16676,0.20202,0.93536,0.01973,6632600.40000
280,1.16836,0.20336,0.93524,0.01995,6632592.60000
290,1.16366,0.19987,0.93468,0.01980,6632589.00000
300,1.15559,0.19182,0.93509,0.01851,6086332.20000
310,1.14836,0.18449,0.93561,0.01808,5774538.60000
320,1.14780,0.18127,0.93864,0.01790,5711706.00000
330,1.14766,0.18034,0.93851,0.01876,5522449.20000
340,1.14256,0.17592,0.93837,0.01887,5438616.30000
350,1.13972,0.17212,0.93816,0.02009,5419182.00000
360,1.13734,0.16864,0.93811,0.02020,5369350.80000
370,1.12812,0.15514,0.93777,0.02484,4967546.10000
