frame,total,geometry,lighting,index_count
0,6.68874,6.64243,0.02026,6388479.00000
10,7.12403,7.07810,0.02001,6388479.00000
20,6.97385,6.91450,0.01996,6388479.00000
30,6.88595,6.82720,0.02019,6388479.00000
40,7.18247,7.12193,0.02158,6388479.00000
50,7.47720,7.44529,0.02366,7620873.90000
60,8.85872,8.79489,0.03214,7933098.00000
70,9.21041,9.16684,0.03201,7933098.00000
80,9.54710,9.50252,0.03695,7933098.00000
90,9.27534,9.23158,0.03372,7933098.00000
100,9.42879,9.34864,0.03179,7778540.10000
110,8.48698,8.42434,0.02382,6388359.00000
120,8.27022,8.20842,0.02439,6388359.00000
130,8.01928,7.96930,0.02471,6328608.30000
140,8.29763,8.26584,0.02405,6278724.00000
150,8.64737,8.58296,0.02686,6278724.00000
160,8.01432,7.98207,0.02471,6344505.00000
170,7.92312,7.89145,0.02409,6548192.40000
180,7.77341,7.70556,0.02454,6654137.70000
190,8.34742,8.31565,0.02430,6649594.80000
200,9.48354,9.45096,0.02552,6279649.20000
210,8.49472,8.46200,0.02499,6153959.40000
220,8.57601,8.51293,0.02416,5654925.00000
230,8.76873,8.70881,0.02184,5715609.00000
240,9.77567,9.74482,0.02334,6556806.00000
250,8.81000,8.77819,0.02448,6632634.60000
260,9.24456,9.21402,0.02266,6632607.00000
270,9.49659,9.43419,0.02366,6632600.40000
280,9.32572,9.24417,0.02434,6632592.60000
290,8.69052,8.61008,0.02367,6632589.00000
300,8.78239,8.73345,0.02022,6086332.20000
310,8.79858,8.77167,0.01880,5774538.60000
320,8.30595,8.25805,0.02074,5711706.00000
330,9.12210,9.04522,0.02038,5522449.20000
340,9.13628,9.05749,0.02298,5438616.30000
350,8.12221,7.99880,0.02165,5419182.00000
360,7.65197,7.59104,0.02082,5369350.80000
370,7.87830,7.82906,0.02380,4967546.10000
380,6.49898,6.45274,0.02204,4898302.80000
390,6.22682,6.13208,0.02119,4809108.60000
400,6.16060,6.08367,0.01948,4843965.00000
410,6.38213,6.34990,0.01998,4857206.70000
420,7.29754,7.26491,0.02406,4924218.00000
430,7.29190,7.20108,0.02238,4921590.00000
440,6.29850,6.27060,0.02000,4919838.00000
450,6.01905,5.95984,0.02134,4918621.20000
460,5.71459,5.68278,0.02293,4915782.00000
470,5.50910,5.48078,0.02000,4915782.00000
480,5.82307,5.79482,0.02073,4724589.90000
490,4.43642,4.40988,0.01922,4350555.00000
500,5.58683,5.52942,0.02027,4561743.60000
510,5.33178,5.30417,0.01991,4649973.00000
520,5.39810,5.37068,0.01992,4649973.00000
530,5.58971,5.55999,0.02047,4649973.00000
540,5.66381,5.57663,0.01963,4649973.00000
550,5.81584,5.78562,0.02273,4889201.10000
560,5.94175,5.91295,0.02078,4808830.80000
570,5.91996,5.89169,0.02036,4297629.90000
580,6.12431,6.06826,0.01887,3585789.60000
590,5.97798,5.95179,0.01909,5050871.70000
600,9.19194,9.12683,0.02548,7428586.80000
610,9.08231,9.04286,0.03180,9154439.10000
620,10.03107,9.98510,0.03812,9521362.20000
630,9.98304,9.93674,0.03850,9517167.00000
640,10.16488,10.11686,0.03980,9459631.80000
650,10.41666,10.36730,0.04108,9421272.60000
660,11.06758,11.01335,0.04653,10768835.40000
670,11.20004,11.14494,0.04624,10858999.20000
680,11.15076,11.09749,0.04590,10858885.50000
690,10.38616,10.32542,0.04491,10855368.00000
700,11.05810,11.00732,0.04275,10855368.00000
710,11.12684,11.05654,0.04203,10855368.00000
720,11.05256,11.00308,0.04148,10673067.00000
730,10.48548,10.39113,0.03749,10593060.00000
740,10.58804,10.54460,0.03573,10404744.00000
750,11.18988,11.14659,0.03540,10279200.00000
760,12.06156,12.01522,0.03758,10437937.50000
770,12.74031,12.69181,0.04019,10766673.60000
780,12.57546,12.50674,0.04205,10864798.80000
