frame,total,forward,index_count
0,0.49422,0.49005,6388479.00000
10,0.52279,0.51892,6388479.00000
20,0.52963,0.52554,6388479.00000
30,0.55032,0.54640,6388479.00000
40,0.55542,0.55128,6388479.00000
50,0.59372,0.58952,7620873.90000
60,0.67432,0.67001,7933098.00000
70,0.73012,0.72562,7933098.00000
80,0.70030,0.69582,7933098.00000
90,0.73708,0.73218,7933098.00000
100,0.73790,0.73363,7778540.10000
110,0.64706,0.62683,6388359.00000
120,0.63332,0.62914,6388359.00000
130,0.58439,0.58032,6328608.30000
140,0.64762,0.64362,6278724.00000
150,0.62358,0.61946,6278724.00000
160,0.61532,0.61138,6344505.00000
170,0.60880,0.60474,6548192.40000
180,0.60522,0.60088,6654137.70000
190,0.60583,0.60188,6649594.80000
200,0.68354,0.67942,6279649.20000
210,0.60834,0.60440,6153959.40000
220,0.64848,0.64448,5654925.00000
230,0.63899,0.63488,5715609.00000
240,0.68162,0.67743,6556806.00000
250,0.62840,0.62432,6632634.60000
260,0.67088,0.66666,6632607.00000
270,0.69168,0.68745,6632600.40000
280,0.65416,0.65018,6632592.60000
290,0.67028,0.66610,6632589.00000
300,0.62958,0.62524,6086332.20000
310,0.61855,0.61460,5774538.60000
320,0.62047,0.61631,5711706.00000
330,0.64870,0.64472,5522449.20000
340,0.64594,0.64187,5438616.30000
350,0.60448,0.60036,5419182.00000
360,0.58008,0.57604,5369350.80000
370,0.57320,0.56923,4967546.10000
380,0.52955,0.52550,4898302.80000
390,0.48568,0.48179,4809108.60000
400,0.49902,0.49504,4843965.00000
410,0.52500,0.52057,4857206.70000
420,0.56656,0.56267,4924218.00000
430,0.56314,0.55927,4921590.00000
440,0.50340,0.49942,4919838.00000
450,0.47047,0.46641,4918621.20000
460,0.46242,0.45838,4915782.00000
470,0.44615,0.44204,4915782.00000
480,0.47109,0.46714,4724589.90000
490,0.38064,0.37664,4350555.00000
500,0.43301,0.42912,4561743.60000
510,0.41114,0.40730,4649973.00000
520,0.42512,0.42109,4649973.00000
530,0.42891,0.42467,4649973.00000
540,0.43682,0.43283,4649973.00000
550,0.46484,0.46093,4889201.10000
560,0.48555,0.48166,4808830.80000
570,0.47104,0.46722,4297629.90000
580,0.48258,0.47845,3585789.60000
590,0.49376,0.48912,5050871.70000
600,0.70991,0.70556,7428586.80000
610,0.71770,0.71331,9154439.10000
620,0.78234,0.77758,9521362.20000
630,0.75588,0.75103,9517167.00000
640,0.75594,0.75160,9459631.80000
650,0.79480,0.78998,9421272.60000
660,0.83109,0.82665,10768835.40000
670,0.82761,0.82323,10858999.20000
680,0.81252,0.80795,10858885.50000
690,0.77078,0.76629,10855368.00000
700,0.81196,0.80752,10855368.00000
710,0.83574,0.83117,10855368.00000
720,0.79521,0.79065,10673067.00000
730,0.76775,0.76327,10593060.00000
740,0.75799,0.75348,10404744.00000
750,0.78478,0.77989,10279200.00000
760,0.84763,0.84248,10437937.50000
770,0.87892,0.87414,10766673.60000
780,0.88084,0.87603,10864798.80000
790,0.87826,0.87383,9787313.40000
800,0.89225,0.88791,9664446.60000
810,0.89126,0.88679,9667598.40000
820,0.87576,0.87138,9667593.00000
830,0.91469,0.91025,9667602.00000
840,0.95568,0.95121,9667602.60000
850,1.00270,0.99808,9667603.20000
860,1.01800,1.01330,9667607.40000
870,0.96374,0.95924,10385949.00000
880,1.10408,1.09956,10864839.00000
890,1.15056,1.14610,10864839.00000
900,1.21121,1.20654,10864835.40000
910,1.22058,1.21598,10864828.20000
920,1.12361,1.11904,10864825.20000
930,1.12996,1.12555,10864821.00000
940,1.12633,1.12160,10864821.00000
950,1.13952,1.13502,10864821.00000
960,1.12510,1.12050,10864818.00000
970,1.12082,1.11620,10864786.20000
980,1.10788,1.10349,10864773.00000
990,1.09899,1.09453,10864773.00000
1000,1.07192,1.06751,10625328.60000
1010,1.00620,1.00127,9667551.00000
1020,0.97044,0.96610,9667551.00000
1030,0.92021,0.91548,9667551.00000
1040,0.90087,0.89626,9667551.00000
1050,0.84272,0.83814,10146439.80000
1060,0.86846,0.86401,10864773.00000
1070,0.86584,0.86120,10864773.00000
1080,0.85218,0.84775,10025094.60000
1090,0.86532,0.86078,9329834.40000
1100,0.89055,0.88606,9156234.00000
1110,0.88559,0.88114,9156234.00000
1120,0.95417,0.94962,9156234.00000
1130,0.98297,0.97822,9153888.00000
1140,0.91629,0.91157,8888382.00000
1150,0.80106,0.79687,6681090.00000
1160,0.82346,0.81954,7146947.40000
1170,0.91000,0.90510,9101922.00000
1180,0.87452,0.86988,9097980.00000
1190,0.90585,0.90096,9099990.00000
1200,0.94060,0.93598,9103005.00000
1210,0.96221,0.95759,9103881.00000
1220,0.95416,0.94941,9103005.00000
1230,0.95880,0.95428,9103013.40000
1240,0.94783,0.94312,9103039.20000
1250,0.93682,0.93224,9100531.50000
1260,0.91101,0.90586,9094303.20000
1270,0.94797,0.94314,9091825.20000
1280,0.96825,0.96399,8847516.90000
1290,0.93307,0.92840,8728518.00000
1300,0.81863,0.81367,8236771.20000
1310,0.76118,0.75677,6191688.00000
1320,0.88243,0.87795,6862126.50000
1330,0.79265,0.78846,5573805.00000
1340,0.83729,0.83306,6060954.00000
1350,0.89322,0.88902,6881545.80000
1360,1.20650,1.20174,9634320.90000
1370,1.08919,1.08458,10864779.00000
1380,1.09144,1.08692,10864773.60000
1390,1.12002,1.11565,10864773.00000
1400,1.16254,1.15801,10864774.80000
1410,1.07729,1.07288,10566703.20000
1420,0.97950,0.97500,10592118.60000
1430,1.08950,1.08479,10864791.00000
1440,1.04065,1.03631,10864798.20000
1450,1.01238,1.00757,10864803.00000
1460,1.01918,1.01482,10864803.00000
1470,1.02343,1.01913,10864803.00000
1480,1.02372,1.01915,10864807.80000
1490,1.05824,1.05396,10864813.20000
1500,1.05648,1.05216,10864818.60000
1510,1.07562,1.07114,10864824.00000
1520,1.07131,1.06708,10864827.00000
1530,0.99346,0.98911,10864822.20000
1540,0.92383,0.91954,10864824.00000
1550,0.91819,0.91380,10864827.00000
1560,0.89636,0.89205,10864828.20000
1570,0.85731,0.85288,10869039.60000
1580,0.82987,0.82554,10951032.60000
1590,0.80969,0.80543,10974487.80000
1600,0.77492,0.77075,10974497.40000
1610,0.72813,0.72382,10974504.00000
1620,0.70328,0.69898,10974501.00000
1630,0.68652,0.68224,10974495.00000
1640,0.64734,0.64321,10974492.00000
1650,0.63471,0.63051,10974492.00000
1660,0.63784,0.63357,10974493.80000
1670,0.62839,0.62410,10974916.20000
1680,0.62986,0.62520,11108102.10000
1690,0.59884,0.59448,11241013.20000
1700,0.58650,0.58221,11241018.60000
1710,0.55772,0.55337,11241024.00000
1720,0.56255,0.55822,11241025.80000
1730,0.54721,0.54256,11241037.20000
1740,0.51535,0.51098,11241052.20000
1750,0.49949,0.49502,11241054.00000
1760,0.48277,0.47842,11241054.00000
1770,0.47250,0.46810,11241054.00000
1780,0.46931,0.46476,11241054.00000
1790,0.46925,0.46496,11241054.00000
1800,0.46654,0.46197,11241054.00000
1810,0.46567,0.46148,11241049.80000
1820,0.46972,0.46549,11241039.60000
1830,0.47848,0.47410,11241032.40000
1840,0.48962,0.48516,11241024.00000
1850,0.49762,0.49300,11241018.00000
1860,0.52379,0.51944,11241019.80000
1870,0.54173,0.53734,11241019.80000
1880,0.55930,0.55498,11241012.60000
1890,0.58608,0.58189,11241006.00000
1900,0.60416,0.60010,11241003.00000
1910,0.63553,0.63123,11240994.00000
1920,0.65536,0.65121,11240985.60000
1930,0.66807,0.66381,11240971.20000
1940,0.69573,0.69138,11240961.00000
1950,0.71115,0.70683,11240949.00000
1960,0.72006,0.71586,11240934.60000
1970,0.73777,0.73354,11240930.40000
1980,0.78619,0.78130,11161169.70000
1990,0.78629,0.78179,10974408.00000
2000,0.80063,0.79613,10974408.00000
2010,0.84697,0.84248,10974408.00000
2020,0.86168,0.85703,10974408.00000
2030,0.90478,0.89968,10974408.00000
2040,0.89965,0.89527,10973341.80000
2050,0.90828,0.90384,10972275.60000
2060,0.98122,0.97671,10974408.00000
2070,0.99964,0.99500,10846963.80000
2080,0.92902,0.92433,10364410.50000
2090,0.86960,0.86491,10054158.00000
2100,0.91101,0.90657,10013727.00000
2110,0.99550,0.99079,10195232.40000
2120,1.03936,1.03474,10491190.80000
2130,1.07744,1.07283,10491226.80000
2140,1.14100,1.13643,10606616.40000
2150,1.10149,1.09710,10839546.30000
2160,1.05640,1.04828,10082360.10000
2170,0.78410,0.77998,7223112.00000
2180,0.92637,0.92231,6549874.20000
2190,0.90827,0.90428,6266152.50000
2200,0.60782,0.60387,5132634.90000
2210,0.33070,0.32684,3836330.40000
2220,0.17643,0.17246,3796645.80000
2230,0.09149,0.08756,2713873.80000
2240,0.04179,0.03749,1232427.90000
2250,0.01916,0.01522,384978.60000
2260,0.02186,0.01801,521978.40000
2270,0.09446,0.09064,2713873.80000
2280,0.05736,0.05362,1252506.00000
2290,0.04530,0.04142,1252506.00000
2300,0.01538,0.01124,130779.00000
2310,0.01022,0.00619,0.00000
2320,0.01009,0.00612,0.00000
2330,0.01015,0.00606,0.00000
2340,0.01018,0.00617,0.00000
2350,0.00999,0.00604,0.00000
2360,0.01025,0.00628,0.00000
2370,0.01029,0.00623,0.00000
2380,0.01008,0.00606,0.00000
2390,0.01016,0.00610,0.00000
