frame,total,raster_stats,index_count
1640,25.14724,25.14297,26171166.00000
1650,23.93999,23.93581,26171166.00000
1660,22.78510,22.78090,26171167.80000
1670,23.07481,23.07058,26171590.20000
1680,21.50451,21.50033,26304776.10000
1690,19.71122,19.70719,26437687.20000
1700,19.19680,19.19253,26437692.60000
1710,19.07664,19.07248,26437698.00000
1720,18.81969,18.81546,26437699.80000
1730,18.56776,18.56350,26437711.20000
1740,18.68238,18.67840,26437726.20000
1750,18.44698,18.44291,26437728.00000
1760,17.91465,17.91059,26437728.00000
1770,17.60034,17.59609,26437728.00000
1780,16.99655,16.99232,26437728.00000
1790,16.49509,16.49088,26437728.00000
1800,16.20379,16.19963,26437728.00000
1810,16.17162,16.16756,26437723.80000
1820,16.72245,16.71826,26437713.60000
1830,17.21679,17.21262,26437706.40000
1840,17.79463,17.79056,26437698.00000
1850,18.35785,18.35366,26437692.00000
1860,19.00780,19.00362,26437693.80000
1870,19.83790,19.83332,26437693.80000
1880,21.07912,21.07498,26437686.60000
1890,22.32348,22.31938,26437680.00000
1900,24.11918,24.11497,26437677.00000
1910,25.91899,25.91491,26437668.00000
1920,27.48067,27.47658,26437659.60000
1930,27.75004,27.74559,26437645.20000
1940,28.98071,28.97623,26437635.00000
1950,31.62780,31.62350,26437623.00000
1960,31.85614,31.85174,26437608.60000
1970,34.82537,34.82110,26437604.40000
1980,36.20474,36.20021,26357843.70000
1990,38.12163,38.11709,26171082.00000
2000,36.05697,36.05242,26171082.00000
2010,37.26651,37.26184,26171082.00000
2020,37.56079,37.55609,26171082.00000
2030,34.97104,34.96642,26171082.00000
2040,33.86163,33.85679,26170015.80000
2050,34.61487,34.61019,26168949.60000
2060,38.24014,38.23552,26171082.00000
2070,42.12357,42.11897,26043637.80000
2080,42.78467,42.77994,25561084.50000
2090,41.15665,41.15199,25250832.00000
2100,41.16826,41.16361,11485417.80000
2110,46.74834,46.74368,19265260.20000
2120,64.41466,64.41004,25687864.80000
2130,73.04697,73.04219,25687900.80000
2140,98.53590,98.53117,25803290.40000
2150,97.11466,97.11004,26036220.30000
2160,101.01580,101.01117,22239699.30000
2170,93.34700,93.34229,7223112.00000
2180,97.17269,97.16804,6549874.20000
2190,88.30495,88.30029,6266152.50000
2200,62.43612,62.43144,5132634.90000
2210,31.09358,31.08893,3836330.40000
2220,33.84658,33.84195,3796645.80000
2230,34.19538,34.19072,2713873.80000
2240,37.10550,37.10076,1232427.90000
2250,7.22568,7.22162,384978.60000
2260,1.76769,1.76394,521978.40000
2270,7.01896,7.01520,2713873.80000
2280,6.10952,6.10556,1252506.00000
2290,4.51522,4.51128,1252506.00000
2300,0.61711,0.61334,130779.00000
2310,0.02745,0.02367,0.00000
2320,0.02755,0.02382,0.00000
2330,0.02748,0.02375,0.00000
2340,0.02764,0.02376,0.00000
2350,0.02743,0.02367,0.00000
2360,0.02736,0.02355,0.00000
2370,0.02890,0.02514,0.00000
2380,0.02724,0.02347,0.00000
2390,0.02726,0.02354,0.00000
2400,0.03227,0.02832,0.00000
2410,0.03282,0.02887,0.00000
2420,0.02745,0.02362,0.00000
2430,0.03204,0.02812,0.00000
2440,0.02917,0.02535,0.00000
2450,0.02736,0.02363,0.00000
2460,0.03005,0.02623,0.00000
2470,0.02716,0.02340,0.00000
2480,0.02720,0.02343,0.00000
2490,0.02899,0.02528,0.00000
