frame,total,geometry,lighting,index_count
0,0.25425,0.22805,0.01924,6388479.00000
10,0.25758,0.23104,0.01953,6388479.00000
20,0.26244,0.23557,0.01978,6388479.00000
30,0.26483,0.23761,0.01983,6388479.00000
40,0.27468,0.24712,0.02028,6388479.00000
50,0.30181,0.27152,0.02246,7620873.90000
60,0.32608,0.29268,0.02585,7933098.00000
70,0.32276,0.28712,0.02810,7933098.00000
80,0.32256,0.28744,0.02805,7933098.00000
90,0.31992,0.28583,0.02650,7933098.00000
100,0.32995,0.29843,0.02432,7778540.10000
110,0.29276,0.26251,0.02308,6388359.00000
120,0.29434,0.26351,0.02332,6388359.00000
130,0.29544,0.26482,0.02348,6328608.30000
140,0.28898,0.25869,0.02300,6278724.00000
150,0.29324,0.26213,0.02338,6278724.00000
160,0.28957,0.25962,0.02270,6344505.00000
170,0.28992,0.26081,0.02173,6548192.40000
180,0.29044,0.26074,0.02253,6654137.70000
190,0.29772,0.26735,0.02292,6649594.80000
200,0.30550,0.27474,0.02341,6279649.20000
210,0.30212,0.27186,0.02310,6153959.40000
220,0.29581,0.26542,0.02321,5654925.00000
230,0.30490,0.27708,0.02053,5715609.00000
240,0.31374,0.28392,0.02206,6556806.00000
250,0.30467,0.27360,0.02373,6632634.60000
260,0.30549,0.27758,0.02074,6632607.00000
270,0.31399,0.28534,0.02104,6632600.40000
280,0.31255,0.28242,0.02270,6632592.60000
290,0.31368,0.28410,0.02222,6632589.00000
300,0.30704,0.28218,0.01778,6086332.20000
310,0.29550,0.27126,0.01704,5774538.60000
320,0.29512,0.27031,0.01761,5711706.00000
330,0.30342,0.27795,0.01838,5522449.20000
340,0.29396,0.26771,0.01871,5438616.30000
350,0.28466,0.25865,0.01898,5419182.00000
360,0.27540,0.24934,0.01883,5369350.80000
370,0.26096,0.23305,0.02086,4967546.10000
380,0.25816,0.23056,0.02034,4898302.80000
390,0.25158,0.22576,0.01886,4809108.60000
400,0.25288,0.22871,0.01701,4843965.00000
410,0.25779,0.23221,0.01846,4857206.70000
420,0.26086,0.23150,0.02182,4924218.00000
430,0.25666,0.22738,0.02192,4921590.00000
440,0.24086,0.21273,0.02054,4919838.00000
450,0.24322,0.21676,0.01919,4918621.20000
460,0.23538,0.20905,0.01901,4915782.00000
470,0.22930,0.20287,0.01886,4915782.00000
480,0.23897,0.21327,0.01840,4724589.90000
490,0.21823,0.19306,0.01800,4350555.00000
500,0.23499,0.20937,0.01845,4561743.60000
510,0.21968,0.19391,0.01840,4649973.00000
520,0.21840,0.19285,0.01830,4649973.00000
530,0.21772,0.19202,0.01836,4649973.00000
540,0.21939,0.19376,0.01837,4649973.00000
550,0.23336,0.20713,0.01890,4889201.10000
560,0.24452,0.21904,0.01836,4808830.80000
570,0.23688,0.21242,0.01736,4297629.90000
580,0.22497,0.20105,0.01696,3585789.60000
590,0.25067,0.22557,0.01790,5050871.70000
600,0.33549,0.30597,0.02227,7428586.80000
610,0.35911,0.32394,0.02794,9154439.10000
620,0.38088,0.34029,0.03310,9521362.20000
630,0.37822,0.33411,0.03680,9517167.00000
640,0.37698,0.33180,0.03782,9459631.80000
650,0.38078,0.33371,0.03960,9421272.60000
660,0.41574,0.36372,0.04453,10768835.40000
670,0.41536,0.36349,0.04450,10858999.20000
680,0.41479,0.36382,0.04342,10858885.50000
690,0.41292,0.36371,0.04204,10855368.00000
700,0.41530,0.36741,0.04089,10855368.00000
710,0.41705,0.36917,0.04014,10855368.00000
720,0.40651,0.35996,0.03910,10673067.00000
730,0.39833,0.35488,0.03609,10593060.00000
740,0.39237,0.35259,0.03231,10404744.00000
750,0.39752,0.35797,0.03231,10279200.00000
760,0.41331,0.37229,0.03382,10437937.50000
770,0.42558,0.38204,0.03632,10766673.60000
780,0.43175,0.38641,0.03826,10864798.80000
790,0.40987,0.36626,0.03637,9787313.40000
800,0.40393,0.36122,0.03564,9664446.60000
810,0.40298,0.36191,0.03374,9667598.40000
820,0.40393,0.36341,0.03339,9667593.00000
830,0.41102,0.37148,0.03245,9667602.00000
840,0.41834,0.37892,0.03219,9667602.60000
850,0.42908,0.39189,0.03004,9667603.20000
860,0.43083,0.39554,0.02806,9667607.40000
870,0.42960,0.39402,0.02819,10385949.00000
880,0.47464,0.44905,0.01831,10864839.00000
890,0.48299,0.45739,0.01788,10864839.00000
900,0.49569,0.46869,0.01928,10864835.40000
910,0.50658,0.47371,0.02570,10864828.20000
920,0.48240,0.44499,0.02975,10864825.20000
930,0.47790,0.44112,0.02964,10864821.00000
940,0.48075,0.44330,0.02992,10864821.00000
950,0.48344,0.44530,0.03062,10864821.00000
960,0.48776,0.44732,0.03254,10864818.00000
970,0.47994,0.43981,0.03298,10864786.20000
980,0.47608,0.43557,0.03316,10864773.00000
990,0.47881,0.43935,0.03188,10864773.00000
1000,0.47160,0.43688,0.02726,10625328.60000
1010,0.43044,0.39721,0.02535,9667551.00000
1020,0.42305,0.38655,0.02921,9667551.00000
1030,0.41417,0.37590,0.03090,9667551.00000
1040,0.40705,0.36990,0.02979,9667551.00000
1050,0.40147,0.36102,0.03285,10146439.80000
1060,0.42455,0.38310,0.03394,10864773.00000
1070,0.43328,0.39112,0.03480,10864773.00000
1080,0.40977,0.36949,0.03312,10025094.60000
1090,0.39877,0.36082,0.03059,9329834.40000
1100,0.39577,0.35550,0.03244,9156234.00000
1110,0.41271,0.37361,0.03155,9156234.00000
1120,0.41250,0.37222,0.03304,9156234.00000
1130,0.43483,0.39393,0.03175,9153888.00000
1140,0.40642,0.37020,0.02851,8888382.00000
1150,0.35421,0.32158,0.02539,6681090.00000
1160,0.34962,0.31923,0.02292,7146947.40000
1170,0.41002,0.37320,0.02974,9101922.00000
1180,0.40555,0.36597,0.03220,9097980.00000
1190,0.40270,0.36298,0.03233,9099990.00000
1200,0.42040,0.38410,0.02902,9103005.00000
1210,0.41508,0.37869,0.02941,9103881.00000
1220,0.42013,0.38162,0.03102,9103005.00000
1230,0.40164,0.36561,0.02891,9103013.40000
1240,0.40432,0.37137,0.02561,9103039.20000
1250,0.41140,0.37738,0.02658,9100531.50000
1260,0.38929,0.35411,0.02796,9094303.20000
1270,0.39599,0.36168,0.02699,9091825.20000
1280,0.38694,0.35726,0.02280,8847516.90000
1290,0.39011,0.35856,0.02286,8728518.00000
1300,0.36520,0.33144,0.02661,8236771.20000
1310,0.33115,0.30512,0.01896,6191688.00000
1320,0.36640,0.33810,0.02093,6862126.50000
1330,0.35410,0.32988,0.01694,5573805.00000
1340,0.36219,0.33869,0.01652,6060954.00000
1350,0.39152,0.36698,0.01707,6881545.80000
1360,0.46789,0.43781,0.02195,9634320.90000
1370,0.46630,0.43163,0.02736,10864779.00000
1380,0.47630,0.43916,0.03021,10864773.60000
1390,0.48477,0.44565,0.03191,10864773.00000
1400,0.47668,0.43863,0.03115,10864774.80000
1410,0.45932,0.42790,0.02378,10566703.20000
1420,0.42929,0.40073,0.02117,10592118.60000
1430,0.45434,0.42235,0.02454,10864791.00000
1440,0.45063,0.41823,0.02494,10864798.20000
1450,0.44368,0.41062,0.02564,10864803.00000
1460,0.45185,0.41718,0.02706,10864803.00000
1470,0.44918,0.41433,0.02748,10864803.00000
1480,0.45537,0.42051,0.02742,10864807.80000
1490,0.46225,0.42768,0.02732,10864813.20000
1500,0.46419,0.43101,0.02556,10864818.60000
1510,0.46899,0.43734,0.02428,10864824.00000
1520,0.46353,0.43191,0.02401,10864827.00000
1530,0.44801,0.41677,0.02389,10864822.20000
1540,0.42970,0.39948,0.02298,10864824.00000
1550,0.42800,0.39738,0.02324,10864827.00000
1560,0.42538,0.39478,0.02315,10864828.20000
1570,0.41884,0.38738,0.02398,10869039.60000
1580,0.41717,0.38330,0.02651,10951032.60000
1590,0.41627,0.38009,0.02899,10974487.80000
1600,0.40776,0.37078,0.02975,10974497.40000
1610,0.40021,0.36397,0.02884,10974504.00000
1620,0.38780,0.35284,0.02747,10974501.00000
1630,0.37720,0.34388,0.02596,10974495.00000
1640,0.37086,0.33824,0.02506,10974492.00000
1650,0.36591,0.33384,0.02448,10974492.00000
1660,0.36385,0.33200,0.02394,10974493.80000
1670,0.36253,0.33100,0.02414,10974916.20000
1680,0.36364,0.33203,0.02393,11108102.10000
1690,0.35799,0.32712,0.02342,11241013.20000
1700,0.35191,0.32225,0.02227,11241018.60000
1710,0.34670,0.31827,0.02123,11241024.00000
1720,0.34410,0.31698,0.01961,11241025.80000
1730,0.33692,0.31133,0.01828,11241037.20000
1740,0.33245,0.30792,0.01732,11241052.20000
1750,0.32928,0.30529,0.01668,11241054.00000
1760,0.32446,0.30102,0.01630,11241054.00000
1770,0.32298,0.29962,0.01630,11241054.00000
1780,0.32309,0.29939,0.01641,11241054.00000
1790,0.32144,0.29823,0.01604,11241054.00000
1800,0.31969,0.29659,0.01601,11241054.00000
1810,0.32051,0.29725,0.01599,11241049.80000
1820,0.31996,0.29693,0.01587,11241039.60000
1830,0.32182,0.29848,0.01611,11241032.40000
1840,0.32396,0.30043,0.01625,11241024.00000
1850,0.32487,0.30094,0.01665,11241018.00000
