frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,0.64802,0.16962,0.31845,0.09975,0.04478,3553381.35000
60,0.51625,0.13015,0.24042,0.09403,0.03673,3662944.30000
120,0.46733,0.10599,0.21256,0.09528,0.03940,2176008.00000
180,0.40341,0.06968,0.18537,0.09556,0.03893,1760027.75000
240,0.50098,0.11803,0.23351,0.09607,0.03931,2911562.30000
300,0.54799,0.14445,0.25180,0.09807,0.03941,3211259.30000
360,0.56732,0.15310,0.26109,0.09969,0.03919,3197534.35000
420,0.49704,0.11390,0.23160,0.09873,0.03898,2080022.75000
480,0.50163,0.11942,0.23141,0.09800,0.03888,2143202.10000
540,0.51144,0.13034,0.23292,0.09540,0.03875,2652802.15000
