frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,1.52325,0.14176,0.02771,0.00220,0.03805,1.13124,0.10081,0.04051,2955774.10000
60,1.61049,0.15330,0.02937,0.00217,0.04190,1.21510,0.09626,0.03922,3390293.45000
120,1.38381,0.09610,0.02811,0.00217,0.04095,1.04670,0.09549,0.03902,1763572.05000
180,1.39224,0.08888,0.02776,0.00251,0.04026,1.06976,0.09721,0.03811,1334104.85000
240,1.26493,0.09796,0.02765,0.00264,0.04011,0.93643,0.09778,0.03840,1563999.05000
300,1.01135,0.08954,0.02731,0.00272,0.03947,0.69497,0.09632,0.03740,942806.45000
360,1.33172,0.07525,0.02784,0.00287,0.04009,1.02217,0.09805,0.03833,651664.20000
420,1.43503,0.06795,0.02783,0.00295,0.04003,1.13283,0.09901,0.03811,531526.60000
480,1.18214,0.06005,0.02758,0.00275,0.03953,0.89218,0.09476,0.03754,335265.25000
540,1.09871,0.06384,0.02746,0.00276,0.03964,0.80842,0.08993,0.03808,394504.35000
