frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,1.70280,0.32255,1.23547,0.09102,0.03418,18152448.10000
60,1.95095,0.33164,1.46771,0.09489,0.03812,18586967.45000
120,1.71774,0.25640,1.30592,0.09505,0.03814,13912915.15000
180,1.16452,0.05196,0.96004,0.09856,0.03836,1334104.85000
240,0.99611,0.05028,0.79053,0.09918,0.03759,1563999.05000
300,0.83134,0.04215,0.64082,0.09717,0.03741,942806.45000
360,1.21469,0.03720,1.01406,0.09914,0.03796,651664.20000
420,1.27758,0.03136,1.08896,0.09998,0.03809,531526.60000
480,1.07519,0.02132,0.90517,0.09712,0.03786,335265.25000
540,0.97414,0.02534,0.80449,0.09020,0.03799,394504.35000
