frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,0.76578,0.11251,0.01353,0.00224,0.01519,0.53755,0.03871,0.01261,2955774.10000
60,0.64237,0.11148,0.01315,0.00213,0.01626,0.42356,0.03456,0.01065,3390293.45000
120,0.51210,0.05765,0.01257,0.00211,0.01576,0.34953,0.03302,0.01035,1763572.05000
180,0.51221,0.04891,0.01191,0.00210,0.01552,0.35833,0.03315,0.01031,1334104.85000
240,0.48516,0.05485,0.01184,0.00210,0.01545,0.32541,0.03316,0.01032,1563999.05000
300,0.41203,0.04370,0.01156,0.00211,0.01517,0.26424,0.03299,0.01030,942806.45000
360,0.49247,0.03367,0.01191,0.00211,0.01547,0.35436,0.03327,0.01028,651664.20000
420,0.53906,0.02795,0.01189,0.00211,0.01553,0.40601,0.03350,0.01029,531526.60000
480,0.47561,0.02321,0.01152,0.00212,0.01533,0.34811,0.03358,0.01024,335265.25000
540,0.45276,0.02575,0.01167,0.00211,0.01535,0.32251,0.03335,0.01033,394504.35000
600,0.66979,0.14876,0.01251,0.00212,0.01601,0.41602,0.03325,0.01035,4763095.10000
660,0.70606,0.21859,0.01362,0.00211,0.01665,0.37927,0.03331,0.01019,7008309.50000
720,0.64666,0.21522,0.01325,0.00211,0.01633,0.32543,0.03295,0.01015,6851715.25000
780,0.69912,0.21861,0.01342,0.00211,0.01659,0.37384,0.03312,0.01025,6833477.10000
840,0.58672,0.25590,0.01266,0.00211,0.01584,0.22522,0.03365,0.01012,7736553.50000
900,0.69721,0.25609,0.01284,0.00211,0.01592,0.33550,0.03362,0.01013,7912527.20000
960,0.59424,0.20408,0.01297,0.00211,0.01610,0.28455,0.03323,0.01024,6364935.35000
1020,0.56662,0.16803,0.01305,0.00211,0.01624,0.29326,0.03306,0.01027,5390683.35000
1080,0.53237,0.13237,0.01275,0.00212,0.01603,0.29425,0.03297,0.01026,4144249.10000
1140,0.45402,0.08168,0.01226,0.00212,0.01583,0.26767,0.03298,0.01022,2469341.80000
1200,0.47496,0.09269,0.01238,0.00211,0.01578,0.27748,0.03307,0.01029,2921893.50000
1260,0.33360,0.05830,0.01192,0.00210,0.01545,0.17087,0.03321,0.01016,1600253.25000
1320,0.31749,0.06952,0.01185,0.00212,0.01535,0.14371,0.03301,0.01004,1828604.05000
1380,0.59524,0.16737,0.01241,0.00211,0.01550,0.32371,0.03305,0.01029,5316520.45000
1440,0.75392,0.23875,0.01227,0.00212,0.01535,0.41059,0.03287,0.01002,7541994.90000
1500,0.79528,0.29143,0.01219,0.00212,0.01495,0.40042,0.03278,0.00989,9143355.45000
1560,0.77350,0.32836,0.01205,0.00212,0.01427,0.34303,0.03277,0.00987,10284076.30000
1620,0.77051,0.34362,0.01214,0.00211,0.01388,0.32474,0.03256,0.00989,10793619.40000
1680,0.76408,0.35474,0.01211,0.00211,0.01355,0.30770,0.03217,0.00993,11201993.95000
1740,0.69694,0.35178,0.01151,0.00211,0.01269,0.24544,0.03175,0.00990,11196844.40000
1800,0.68050,0.35325,0.01140,0.00210,0.01260,0.22809,0.03149,0.01010,11241036.30000
1860,0.72534,0.35481,0.01177,0.00211,0.01315,0.26952,0.03181,0.00983,11241007.00000
1920,0.78853,0.35690,0.01226,0.00212,0.01392,0.32924,0.03241,0.00998,11240943.40000
1980,0.76936,0.32573,0.01190,0.00213,0.01420,0.34177,0.03258,0.01019,10257777.50000
2040,0.66344,0.22663,0.01154,0.00211,0.01451,0.33477,0.03248,0.01022,7118236.70000
2100,0.59822,0.14967,0.01217,0.00211,0.01528,0.34387,0.03344,0.01026,4779189.60000
2160,0.33781,0.06328,0.01032,0.00210,0.01327,0.17530,0.03254,0.00983,1653801.50000
2220,0.13141,0.01027,0.00837,0.00196,0.00986,0.03189,0.03030,0.00771,250198.20000
2280,0.12230,0.00548,0.00794,0.00193,0.00945,0.02813,0.03030,0.00796,81778.25000
2340,0.11685,0.00259,0.00772,0.00194,0.00924,0.02604,0.03034,0.00813,0.00000
2400,0.11686,0.00254,0.00772,0.00194,0.00924,0.02609,0.03034,0.00812,0.00000
2460,0.11679,0.00250,0.00773,0.00195,0.00924,0.02604,0.03035,0.00812,0.00000
