frame,total,geometry,lighting,tonemap,index_count
0,2.28015,2.12386,0.10147,0.03953,2955774.10000
60,2.15673,2.00884,0.09814,0.03869,3390293.45000
120,1.77898,1.62902,0.09995,0.03893,1763572.05000
180,1.57217,1.42271,0.09974,0.03860,1334104.85000
240,1.45976,1.31202,0.09836,0.03850,1563999.05000
300,1.41893,1.27508,0.09426,0.03854,942806.45000
360,1.60637,1.46276,0.09397,0.03866,651664.20000
420,1.45560,1.31605,0.09027,0.03822,531526.60000
480,1.19150,1.04573,0.09705,0.03772,335265.25000
540,1.22719,1.08040,0.09703,0.03852,394504.35000
600,2.20379,2.06196,0.09142,0.03912,4763095.10000
660,2.63949,2.49848,0.09037,0.03921,7008309.50000
720,2.94147,2.80032,0.09070,0.03876,6851715.25000
780,3.76103,3.61832,0.09178,0.03954,6833477.10000
840,3.66294,3.51679,0.09535,0.03966,7736553.50000
900,5.37829,5.23071,0.09370,0.04237,7912527.20000
960,4.33082,4.18569,0.09278,0.04085,6364935.35000
1020,3.02332,2.87954,0.09360,0.03897,5390683.35000
1080,2.79524,2.64831,0.09666,0.03935,4144249.10000
1140,2.39615,2.25432,0.09188,0.03860,2469341.80000
1200,2.50903,2.36478,0.09443,0.03861,2921893.50000
1260,1.35763,1.21188,0.09593,0.03859,1600253.25000
1320,1.91538,1.76961,0.09643,0.03842,1828604.05000
1380,4.71826,4.57672,0.09061,0.03930,5316520.45000
1440,5.32713,5.18864,0.08872,0.03863,7541994.90000
1500,5.65295,5.51764,0.08657,0.03750,9143355.45000
1560,3.98659,3.85128,0.08783,0.03625,10284076.30000
1620,3.04177,2.90865,0.08790,0.03462,10793619.40000
1680,2.73286,2.60263,0.08575,0.03353,11201993.95000
1740,2.19360,2.06884,0.08295,0.03130,11196844.40000
1800,2.21837,2.09769,0.08032,0.02943,11241036.30000
1860,2.76637,2.64326,0.08087,0.03092,11241007.00000
1920,3.34413,3.21391,0.08416,0.03494,11240943.40000
1980,3.67541,3.54056,0.08809,0.03584,10257777.50000
2040,3.93267,3.79834,0.08688,0.03654,7118236.70000
2100,3.98901,3.84514,0.09119,0.04117,4779189.60000
2160,1.60346,1.46988,0.08801,0.03459,1653801.50000
2220,0.20532,0.08337,0.08533,0.02637,250198.20000
2280,0.15800,0.03973,0.08303,0.02484,81778.25000
2340,0.13051,0.01454,0.08276,0.02318,0.00000
2400,0.12882,0.01173,0.08390,0.02317,0.00000
2460,0.13025,0.01609,0.08106,0.02316,0.00000
