frame,total,visibility,gbuffer,lighting,index_count
0,0.38684,0.29169,0.06904,0.01641,8231199.00000
10,0.38749,0.29272,0.06885,0.01631,8231199.00000
20,0.38765,0.29257,0.06887,0.01643,8234561.10000
30,0.38794,0.29225,0.06886,0.01645,8236002.00000
40,0.39554,0.29845,0.06918,0.01652,8236002.00000
50,0.38765,0.29255,0.06889,0.01645,8236002.00000
60,0.38917,0.29402,0.06901,0.01642,8236002.00000
70,0.38813,0.29296,0.06890,0.01638,8236002.00000
80,0.38760,0.29249,0.06888,0.01646,8236002.00000
90,0.41833,0.30048,0.08985,0.01827,8237667.00000
100,0.44475,0.31623,0.09854,0.02005,8329675.20000
110,0.44805,0.31821,0.09931,0.02063,8334444.00000
120,0.45672,0.32428,0.10034,0.02212,8317910.40000
130,0.44789,0.31521,0.10035,0.02269,8139647.40000
140,0.42832,0.29780,0.09939,0.02141,7834020.30000
150,0.39834,0.26900,0.09904,0.02026,7424970.00000
160,0.39304,0.26410,0.09900,0.01999,7313065.20000
170,0.38329,0.25515,0.09865,0.01939,7154175.00000
180,0.39708,0.26963,0.09829,0.01920,7421709.90000
190,0.41237,0.28482,0.09821,0.01923,7716846.60000
200,0.41077,0.28270,0.09844,0.01952,7789365.60000
210,0.40908,0.28114,0.09852,0.01978,7826196.60000
220,0.40746,0.27879,0.09877,0.01996,7722507.90000
230,0.41164,0.28259,0.09891,0.01978,7757628.60000
240,0.41303,0.28297,0.09935,0.02075,7718556.00000
250,0.42236,0.28664,0.10074,0.02518,7713440.40000
260,0.43042,0.29236,0.10140,0.02661,7695356.40000
270,0.43202,0.29384,0.10152,0.02677,7698819.00000
280,0.43619,0.29752,0.10171,0.02687,7700268.00000
290,0.43673,0.29799,0.10174,0.02682,7720264.80000
300,0.43648,0.29780,0.10198,0.02666,7730274.00000
310,0.43876,0.29914,0.10202,0.02711,7730274.00000
320,0.43768,0.29864,0.10180,0.02729,7744542.00000
330,0.44397,0.30420,0.10173,0.02769,7870452.00000
340,0.44533,0.30574,0.10185,0.02759,7870452.00000
350,0.44404,0.30464,0.10202,0.02700,7860626.40000
360,0.44166,0.30325,0.10189,0.02640,7803858.00000
370,0.44147,0.30221,0.10199,0.02636,7800402.00000
380,0.44050,0.30227,0.10211,0.02554,7791610.80000
390,0.44180,0.30356,0.10256,0.02563,7793692.20000
400,0.44171,0.30283,0.10257,0.02594,7792572.00000
410,0.44046,0.30071,0.10264,0.02669,7790788.80000
420,0.44184,0.30185,0.10279,0.02714,7774376.10000
430,0.43401,0.29408,0.10304,0.02705,7465851.00000
440,0.41049,0.27194,0.10269,0.02604,7100517.00000
450,0.39960,0.26620,0.10073,0.02320,7082915.40000
460,0.39090,0.26262,0.09745,0.02071,7070199.60000
470,0.38666,0.26062,0.09591,0.02028,7068315.60000
480,0.38106,0.25654,0.09444,0.02023,6944262.90000
490,0.38290,0.25804,0.09461,0.02026,6947631.00000
500,0.40362,0.26951,0.10036,0.02355,7164264.60000
510,0.42352,0.28336,0.10243,0.02766,7409877.60000
520,0.44154,0.30165,0.10242,0.02739,7792772.10000
530,0.43891,0.30121,0.10199,0.02547,7782946.20000
540,0.43448,0.29788,0.10179,0.02475,7708882.20000
550,0.43456,0.29655,0.10169,0.02618,7631395.80000
560,0.42996,0.29222,0.10143,0.02664,7774871.40000
570,0.41943,0.29101,0.09862,0.01974,7833945.00000
580,0.44258,0.31562,0.09765,0.01907,8015462.10000
590,0.44846,0.32144,0.09744,0.01978,8052279.90000
600,0.45514,0.32851,0.09546,0.02141,8120811.00000
610,0.45511,0.32799,0.09566,0.02195,8118021.00000
620,0.44815,0.31888,0.09792,0.02126,8111811.90000
630,0.42819,0.30150,0.09750,0.01956,7943511.60000
640,0.41888,0.29012,0.09828,0.02046,7721718.60000
650,0.41591,0.28617,0.09883,0.02116,7634876.10000
660,0.41849,0.28684,0.09951,0.02196,7668963.00000
670,0.41579,0.28404,0.09967,0.02197,7623788.40000
680,0.41269,0.28110,0.09943,0.02202,7621869.00000
690,0.40868,0.27754,0.09958,0.02169,7621161.00000
700,0.40646,0.27692,0.09935,0.02041,7657194.90000
710,0.41164,0.28322,0.09874,0.01979,7685407.80000
720,0.41448,0.28750,0.09800,0.01941,7674967.20000
730,0.41318,0.28551,0.09829,0.01930,7627148.40000
740,0.41331,0.28521,0.09831,0.01986,7612737.60000
750,0.41667,0.28788,0.09871,0.02008,7626187.20000
760,0.41518,0.28686,0.09865,0.01988,7597246.20000
770,0.41500,0.28694,0.09840,0.01954,7594820.40000
780,0.41211,0.28514,0.09800,0.01907,7589790.60000
790,0.41082,0.28454,0.09756,0.01878,7538191.80000
800,0.41061,0.28477,0.09730,0.01873,7376284.80000
810,0.39820,0.27340,0.09672,0.01830,7196946.00000
820,0.39431,0.26933,0.09693,0.01832,7066977.00000
830,0.38998,0.26488,0.09700,0.01845,6851366.40000
840,0.38600,0.26014,0.09713,0.01859,6848332.80000
850,0.38438,0.25907,0.09699,0.01841,6847776.00000
860,0.38692,0.26197,0.09703,0.01815,6847488.00000
870,0.39298,0.26784,0.09711,0.01839,6847718.40000
880,0.39260,0.26743,0.09707,0.01840,6847878.00000
890,0.38532,0.25988,0.09690,0.01845,6773436.30000
900,0.38414,0.26043,0.09607,0.01757,6977846.70000
910,0.41835,0.29572,0.09568,0.01706,8005858.80000
920,0.43369,0.31068,0.09606,0.01711,8114672.70000
930,0.44722,0.32357,0.09612,0.01740,8255881.50000
940,0.44229,0.31569,0.09805,0.01858,8315368.80000
950,0.44076,0.31080,0.09971,0.02027,8294084.40000
960,0.44116,0.30962,0.10068,0.02100,8262489.00000
970,0.44159,0.30954,0.10059,0.02152,8262258.60000
980,0.44398,0.31074,0.10100,0.02219,8260713.00000
990,0.44457,0.31068,0.10130,0.02262,8260413.00000
1000,0.43950,0.30624,0.10110,0.02238,8209144.20000
1010,0.43784,0.30455,0.10102,0.02255,8169582.60000
1020,0.43788,0.30361,0.10130,0.02287,8152836.60000
1030,0.43230,0.29866,0.10111,0.02268,8064639.00000
1040,0.43001,0.29657,0.10114,0.02254,8008168.20000
1050,0.42720,0.29328,0.10112,0.02292,7889277.00000
1060,0.42520,0.29122,0.10112,0.02298,7874770.80000
1070,0.43309,0.29789,0.10140,0.02382,7857863.40000
1080,0.43784,0.30167,0.10156,0.02464,7844651.40000
1090,0.42955,0.29164,0.10188,0.02615,7767534.90000
1100,0.42904,0.29168,0.10170,0.02609,7719672.60000
1110,0.41500,0.27800,0.10141,0.02560,7176438.30000
1120,0.41024,0.27420,0.10118,0.02520,6990166.80000
1130,0.40152,0.26602,0.10120,0.02476,6758233.20000
1140,0.41275,0.27667,0.10150,0.02474,7029954.30000
1150,0.43367,0.29681,0.10178,0.02551,7408249.20000
1160,0.44724,0.30680,0.10282,0.02762,7500250.20000
1170,0.46842,0.32595,0.10359,0.02933,7953082.20000
1180,0.46775,0.32510,0.10319,0.02978,7999884.00000
1190,0.46710,0.32469,0.10294,0.02963,8001468.00000
1200,0.46696,0.32510,0.10274,0.02916,8001468.00000
1210,0.45137,0.31302,0.10126,0.02760,8001468.00000
1220,0.44456,0.30726,0.10069,0.02668,8001468.00000
1230,0.44349,0.30708,0.10074,0.02611,8001480.60000
1240,0.44100,0.30523,0.10071,0.02521,8003038.20000
1250,0.43950,0.30426,0.10068,0.02487,8001468.00000
1260,0.43810,0.30324,0.10022,0.02474,8001473.40000
1270,0.43457,0.30090,0.09988,0.02418,7966094.40000
1280,0.42668,0.29341,0.09918,0.02413,7745203.20000
1290,0.42106,0.29020,0.09718,0.02391,7579748.40000
1300,0.41602,0.28625,0.09612,0.02379,7498017.00000
1310,0.42140,0.28899,0.09774,0.02494,7510593.30000
1320,0.41808,0.28268,0.10011,0.02579,7033727.70000
1330,0.41375,0.28123,0.09953,0.02368,6970671.00000
1340,0.40831,0.27573,0.09924,0.02356,6970383.00000
1350,0.40461,0.27264,0.09895,0.02370,6970383.00000
1360,0.40494,0.27221,0.09909,0.02418,6970383.00000
1370,0.40375,0.27127,0.09898,0.02399,6970383.00000
1380,0.40167,0.26886,0.09943,0.02378,6970383.00000
1390,0.40707,0.27364,0.09986,0.02403,6970383.00000
1400,0.42220,0.28531,0.10111,0.02609,7212977.40000
1410,0.44812,0.30863,0.10250,0.02701,8001493.20000
1420,0.44769,0.30852,0.10250,0.02705,8001594.00000
1430,0.44317,0.30382,0.10272,0.02695,7931326.20000
1440,0.43228,0.29392,0.10246,0.02633,7829976.00000
1450,0.43413,0.29512,0.10261,0.02646,7834560.60000
1460,0.43757,0.29882,0.10258,0.02652,7925053.80000
1470,0.44174,0.30225,0.10262,0.02717,7991727.00000
1480,0.44300,0.30196,0.10322,0.02812,7999516.80000
1490,0.44641,0.30178,0.10438,0.03056,8090580.60000
1500,0.46286,0.31391,0.10585,0.03330,8357266.20000
1510,0.47042,0.32031,0.10596,0.03398,8470036.80000
1520,0.46894,0.31928,0.10603,0.03382,8477401.20000
1530,0.47164,0.32139,0.10629,0.03428,8489996.40000
1540,0.47906,0.32711,0.10665,0.03538,8495800.80000
1550,0.48108,0.32914,0.10655,0.03549,8494414.20000
1560,0.47182,0.33323,0.10319,0.02533,8494104.00000
1570,0.47544,0.33619,0.10316,0.02633,8494104.00000
1580,0.47216,0.33291,0.10335,0.02604,8494104.00000
1590,0.47302,0.33325,0.10319,0.02660,8494104.00000
1600,0.47802,0.33103,0.10479,0.03216,8494104.00000
1610,0.47936,0.32812,0.10663,0.03462,8494104.00000
1620,0.47776,0.32674,0.10585,0.03468,8492731.20000
1630,0.47606,0.32513,0.10602,0.03452,8491920.00000
1640,0.47670,0.32622,0.10595,0.03436,8492370.00000
1650,0.47966,0.32857,0.10569,0.03516,8449743.60000
1660,0.47631,0.32529,0.10573,0.03489,8384289.00000
1670,0.47531,0.32471,0.10601,0.03451,8374041.00000
1680,0.47054,0.32329,0.10509,0.03194,8367843.60000
1690,0.45700,0.31530,0.10394,0.02782,8358251.40000
1700,0.45118,0.31168,0.10343,0.02638,8295681.00000
1710,0.44987,0.31084,0.10285,0.02646,8261586.00000
1720,0.44322,0.30519,0.10270,0.02532,8187317.10000
1730,0.43499,0.29730,0.10328,0.02473,8043384.00000
1740,0.43767,0.29967,0.10321,0.02496,8041504.80000
1750,0.43354,0.29632,0.10266,0.02472,7985956.20000
1760,0.42620,0.28950,0.10232,0.02460,7787619.60000
1770,0.41876,0.28166,0.10232,0.02498,7530717.00000
1780,0.41649,0.27972,0.10182,0.02513,7427402.40000
1790,0.40122,0.26441,0.10185,0.02494,6990182.40000
1800,0.40388,0.26726,0.10196,0.02486,6983793.00000
1810,0.40424,0.26742,0.10202,0.02502,6983793.00000
1820,0.40522,0.26924,0.10188,0.02450,6973673.70000
1830,0.40488,0.26909,0.10159,0.02422,6963402.00000
1840,0.40373,0.26822,0.10139,0.02405,6963356.40000
1850,0.40112,0.26611,0.10161,0.02368,6962112.00000
1860,0.40093,0.26615,0.10140,0.02355,6953349.00000
1870,0.40169,0.26690,0.10128,0.02334,6944862.00000
1880,0.39931,0.26540,0.10111,0.02272,6944862.00000
1890,0.38769,0.25431,0.10102,0.02220,6558870.00000
1900,0.38798,0.25505,0.10103,0.02222,6558870.00000
1910,0.38500,0.25192,0.10103,0.02228,6558870.00000
1920,0.36928,0.23658,0.10068,0.02213,6046112.40000
1930,0.37012,0.23744,0.10060,0.02218,6034722.00000
1940,0.36912,0.23655,0.10050,0.02244,6034722.00000
1950,0.36709,0.23410,0.10047,0.02252,5990710.80000
1960,0.36680,0.23372,0.10057,0.02268,5990314.80000
1970,0.36881,0.23534,0.10063,0.02312,5842207.80000
1980,0.34311,0.20987,0.10000,0.02329,5447708.70000
1990,0.34358,0.21036,0.10007,0.02355,5451609.00000
2000,0.34144,0.20882,0.09980,0.02309,5451609.00000
2010,0.34107,0.20870,0.09996,0.02270,5444671.80000
2020,0.33866,0.20718,0.09966,0.02207,5444901.00000
