frame,total,visibility,resolve,index_count
0,0.54555,0.27470,0.26395,8231199.00000
10,0.54962,0.27759,0.26508,8231199.00000
20,0.54179,0.27025,0.26438,8234561.10000
30,0.54215,0.27132,0.26420,8236002.00000
40,0.54196,0.27057,0.26466,8236002.00000
50,0.54274,0.27133,0.26471,8236002.00000
60,0.54287,0.27130,0.26487,8236002.00000
70,0.54359,0.27165,0.26512,8236002.00000
80,0.54648,0.27334,0.26610,8236002.00000
90,0.73654,0.28849,0.44110,8237667.00000
100,0.82201,0.30689,0.50800,8329675.20000
110,0.82380,0.30908,0.50784,8334444.00000
120,0.82924,0.31448,0.50786,8317910.40000
130,0.81870,0.30414,0.50765,8139647.40000
140,0.80020,0.28524,0.50804,7834020.30000
150,0.77139,0.25552,0.50877,7424970.00000
160,0.76513,0.24970,0.50855,7313065.20000
170,0.75698,0.24127,0.50856,7154175.00000
180,0.77087,0.25530,0.50841,7421709.90000
190,0.79026,0.27532,0.50796,7716846.60000
200,0.78723,0.27226,0.50792,7789365.60000
210,0.78694,0.27181,0.50827,7826196.60000
220,0.78313,0.26819,0.50799,7722507.90000
230,0.78838,0.27285,0.50829,7757628.60000
240,0.78906,0.27386,0.50806,7718556.00000
250,0.78950,0.27390,0.50848,7713440.40000
260,0.79785,0.28190,0.50854,7695356.40000
270,0.79908,0.28377,0.50820,7698819.00000
280,0.80100,0.28570,0.50816,7700268.00000
290,0.80157,0.28710,0.50711,7720264.80000
300,0.80221,0.28718,0.50780,7730274.00000
310,0.80182,0.28794,0.50668,7730274.00000
320,0.80263,0.28776,0.50761,7744542.00000
330,0.80718,0.29296,0.50688,7870452.00000
340,0.80654,0.29223,0.50721,7870452.00000
350,0.80680,0.29298,0.50656,7860626.40000
360,0.80553,0.29090,0.50686,7803858.00000
370,0.80530,0.29178,0.50660,7800402.00000
380,0.80602,0.29185,0.50716,7791610.80000
390,0.80664,0.29295,0.50643,7793692.20000
400,0.80672,0.29289,0.50686,7792572.00000
410,0.80429,0.29105,0.50595,7790788.80000
420,0.80662,0.29232,0.50702,7774376.10000
430,0.79657,0.28210,0.50707,7465851.00000
