frame,total,visibility,resolve,index_count
1720,0.58128,0.29385,0.28045,8187317.10000
1730,0.57605,0.28638,0.28141,8043384.00000
1740,0.57587,0.28621,0.28294,8041504.80000
1750,0.57204,0.28384,0.28108,7985956.20000
1760,0.56814,0.27949,0.28201,7787619.60000
1770,0.55791,0.26844,0.28289,7530717.00000
1780,0.55985,0.26888,0.28309,7427402.40000
1790,0.54188,0.25208,0.28325,6990182.40000
1800,0.54525,0.25277,0.28359,6983793.00000
1810,0.54547,0.25510,0.28327,6983793.00000
1820,0.54441,0.25502,0.28267,6973673.70000
1830,0.54766,0.25777,0.28319,6963402.00000
1840,0.54469,0.25512,0.28270,6963356.40000
1850,0.54394,0.25626,0.28094,6962112.00000
1860,0.54422,0.25425,0.28310,6953349.00000
1870,0.54423,0.25387,0.28312,6944862.00000
1880,0.54708,0.25543,0.28337,6944862.00000
1890,0.52969,0.24094,0.28226,6558870.00000
1900,0.53198,0.24169,0.28307,6558870.00000
1910,0.52774,0.23770,0.28319,6558870.00000
1920,0.51134,0.22083,0.28350,6046112.40000
1930,0.51205,0.22191,0.28338,6034722.00000
1940,0.51030,0.22018,0.28292,6034722.00000
1950,0.50983,0.21977,0.28290,5990710.80000
1960,0.50660,0.21668,0.28303,5990314.80000
1970,0.50636,0.21744,0.28250,5842207.80000
1980,0.48492,0.19564,0.28160,5447708.70000
1990,0.48073,0.19215,0.28221,5451609.00000
2000,0.48208,0.19062,0.28266,5451609.00000
2010,0.47814,0.18817,0.28302,5444671.80000
2020,0.47658,0.18668,0.28313,5444901.00000
2030,0.47538,0.18339,0.28246,5297904.60000
2040,0.46607,0.17749,0.28199,5208151.80000
2050,0.46196,0.17608,0.27856,5207691.00000
2060,0.46792,0.17971,0.28115,5207691.00000
2070,0.43433,0.14599,0.28178,4036655.40000
2080,0.42208,0.13633,0.27883,3727287.00000
2090,0.42782,0.13750,0.28156,3727287.00000
2100,0.42588,0.13716,0.28178,3705588.60000
2110,0.42240,0.13333,0.28177,3618915.00000
2120,0.42190,0.13308,0.28179,3618915.00000
2130,0.42007,0.13266,0.28059,3585544.50000
2140,0.41896,0.13186,0.28058,3499356.00000
2150,0.42056,0.13203,0.28166,3499356.00000
2160,0.41195,0.12780,0.27752,3434960.40000
2170,0.40957,0.12318,0.27940,3337312.20000
2180,0.41283,0.12364,0.28242,3327910.80000
2190,0.41606,0.12716,0.28232,3326756.40000
2200,0.41198,0.12450,0.28091,3284885.40000
2210,0.40884,0.12340,0.27884,3266988.00000
2220,0.41103,0.12109,0.28238,3266988.00000
2230,0.40852,0.11922,0.28256,3195621.00000
2240,0.40615,0.11732,0.28214,3114666.00000
2250,0.40742,0.11830,0.28234,3110658.00000
2260,0.40679,0.11769,0.28242,3110223.60000
2270,0.40490,0.11579,0.28253,3107632.20000
2280,0.39260,0.11109,0.27460,3061461.60000
2290,0.33300,0.10095,0.22547,2951409.30000
2300,0.26630,0.08681,0.17269,2661215.40000
2310,0.22070,0.08182,0.13046,2830292.40000
2320,0.21903,0.08531,0.12668,2955202.80000
2330,0.23588,0.08642,0.14250,2936598.00000
2340,0.23086,0.08610,0.13798,2925376.80000
2350,0.33875,0.12983,0.20180,4447362.90000
2360,0.54608,0.25566,0.28337,6957913.50000
2370,0.57587,0.28547,0.28355,7457976.00000
2380,0.58530,0.29457,0.28333,7792472.10000
2390,0.59970,0.30910,0.28262,8135277.00000
2400,0.59690,0.30751,0.28236,8183354.70000
2410,0.60351,0.31440,0.28211,8254320.60000
2420,0.60078,0.31256,0.28135,8273556.00000
2430,0.59886,0.31095,0.28099,8254764.00000
2440,0.60349,0.31640,0.28022,8292348.00000
2450,0.60108,0.31390,0.28031,8264740.20000
2460,0.60123,0.31210,0.28090,8264595.00000
2470,0.59895,0.31203,0.28036,8264595.00000
2480,0.62128,0.31404,0.28077,8264557.20000
2490,0.60318,0.31352,0.28276,8241388.80000
2500,0.60004,0.30906,0.28364,8108993.40000
2510,0.60111,0.31006,0.28368,8092652.40000
2520,0.59616,0.30927,0.27904,8085033.00000
2530,0.59928,0.30902,0.28356,8085033.00000
2540,0.60087,0.31059,0.28339,8096659.20000
2550,0.60378,0.31326,0.28355,8108604.60000
2560,0.59937,0.30855,0.28359,8164023.00000
2570,0.60654,0.31629,0.28341,8174460.00000
2580,0.60578,0.31551,0.28331,8119383.90000
2590,0.62636,0.31672,0.28356,8022754.80000
2600,0.60249,0.31222,0.28353,7735798.80000
2610,0.59230,0.30183,0.28350,7320041.40000
2620,0.58865,0.29849,0.28351,7211924.40000
2630,0.58874,0.29809,0.28353,7183030.20000
2640,0.59191,0.30110,0.28367,7199975.40000
2650,0.57745,0.28692,0.28377,7203627.00000
2660,0.56372,0.27307,0.28375,7203627.00000
2670,0.56295,0.27207,0.28376,7201927.80000
2680,0.56417,0.27280,0.28369,7199379.00000
2690,0.56591,0.27554,0.28369,7191180.60000
2700,0.58860,0.27856,0.28382,7147927.20000
2710,0.56056,0.26978,0.28378,6927421.20000
2720,0.54523,0.25557,0.28309,6801102.00000
2730,0.53690,0.24670,0.28348,6677148.00000
2740,0.53608,0.24593,0.28329,6599951.40000
2750,0.53630,0.24533,0.28364,6542559.00000
2760,0.53236,0.24186,0.28371,6506229.60000
2770,0.52708,0.23736,0.28291,6452277.00000
2780,0.52465,0.23449,0.28298,6486535.80000
2790,0.52151,0.23276,0.28205,6509119.20000
2800,0.52496,0.23448,0.28334,6503435.40000
2810,0.52363,0.23368,0.28334,6506247.00000
2820,0.52386,0.23363,0.28347,6470295.00000
2830,0.52123,0.23149,0.28320,6380098.80000
2840,0.51762,0.22749,0.28326,6299280.00000
2850,0.51571,0.22543,0.28323,6291247.20000
2860,0.51352,0.22328,0.28362,6287307.00000
2870,0.51342,0.22253,0.28392,6269037.00000
2880,0.51136,0.22120,0.28366,6228684.00000
2890,0.51341,0.22314,0.28352,6224199.00000
2900,0.51454,0.22422,0.28358,6216471.00000
2910,0.51312,0.22326,0.28318,6183156.60000
2920,0.49630,0.20655,0.28316,6158480.40000
2930,0.49176,0.20146,0.28337,6132285.00000
2940,0.49504,0.20512,0.28329,6233439.00000
2950,0.50205,0.21182,0.28337,6307221.00000
2960,0.50087,0.21109,0.28303,6307221.00000
2970,0.50331,0.21288,0.28346,6307221.00000
2980,0.50209,0.21421,0.28131,6311469.00000
2990,0.49214,0.21252,0.27302,6311469.00000
3000,0.48721,0.21393,0.26632,6368460.90000
3010,0.48520,0.21552,0.26291,6468307.50000
3020,0.54505,0.26886,0.26930,7368027.00000
3030,0.60548,0.31414,0.28432,8190630.00000
3040,0.58646,0.29509,0.28394,7983019.20000
3050,0.58685,0.29557,0.28401,7984668.00000
3060,0.58543,0.29494,0.28354,7984668.00000
3070,0.58822,0.29763,0.28378,8044923.00000
3080,0.59139,0.30205,0.28205,8131549.20000
3090,0.59226,0.30324,0.28264,8141701.20000
3100,0.58920,0.30118,0.28068,8144034.00000
3110,0.59464,0.30378,0.28388,8144147.40000
3120,0.59325,0.30218,0.28386,8144160.00000
3130,0.59341,0.30249,0.28379,8144160.00000
3140,0.59313,0.30230,0.28369,8144097.00000
3150,0.59212,0.30107,0.28374,8144034.00000
3160,0.59246,0.30150,0.28389,8144034.00000
3170,0.59129,0.30036,0.28369,8144034.00000
3180,0.59200,0.30091,0.28395,8144034.00000
3190,0.59107,0.30029,0.28394,8144034.00000
3200,0.59180,0.30104,0.28393,8144034.00000
3210,0.59139,0.30033,0.28381,8144034.00000
3220,0.59346,0.30233,0.28374,8143638.00000
3230,0.59074,0.29994,0.28378,8132722.80000
3240,0.59120,0.30041,0.28372,8127407.40000
3250,0.59159,0.30094,0.28356,8126328.00000
3260,0.58902,0.29824,0.28377,8125111.20000
3270,0.58968,0.29859,0.28368,8104036.80000
3280,0.58590,0.29524,0.28349,7920713.10000
3290,0.58645,0.29578,0.28356,7903594.80000
3300,0.58424,0.29393,0.28346,7897557.60000
3310,0.58556,0.29536,0.28321,7888524.00000
3320,0.58361,0.29330,0.28340,7877561.40000
3330,0.58235,0.29206,0.28309,7861951.20000
3340,0.58345,0.29253,0.28344,7818999.60000
3350,0.58191,0.29118,0.28358,7813254.00000
3360,0.58294,0.29198,0.28381,7813254.00000
3370,0.57975,0.28915,0.28372,7806210.00000
3380,0.58069,0.28905,0.28373,7763146.80000
3390,0.57803,0.28759,0.28368,7705318.80000
3400,0.57763,0.28689,0.28357,7672203.60000
3410,0.57749,0.28661,0.28356,7634994.00000
3420,0.57579,0.28471,0.28334,7634994.00000
3430,0.57419,0.28414,0.28304,7634994.00000
3440,0.57502,0.28424,0.28358,7632596.40000
3450,0.57348,0.28392,0.28274,7632330.00000
3460,0.57343,0.28318,0.28331,7632286.80000
3470,0.57362,0.28303,0.28342,7602006.00000
3480,0.56904,0.27838,0.28346,7516605.60000
3490,0.56542,0.27516,0.28326,7377719.40000
3500,0.56076,0.27089,0.28292,7167958.50000
3510,0.55823,0.26849,0.28275,7055791.20000
3520,0.56023,0.27022,0.28264,7035301.20000
3530,0.55792,0.26838,0.28253,7009089.00000
3540,0.55908,0.26969,0.28256,7005777.00000
3550,0.56241,0.27286,0.28266,6999966.00000
3560,0.56097,0.27159,0.28242,6990720.00000
3570,0.56293,0.27296,0.28244,6989616.00000
3580,0.56296,0.27383,0.28226,6989616.00000
3590,0.56448,0.27489,0.28260,6980094.00000
3600,0.56091,0.27144,0.28258,6944433.60000
3610,0.56009,0.27066,0.28258,6930984.00000
3620,0.55976,0.27050,0.28248,6930984.00000
3630,0.56006,0.27009,0.28259,6930984.00000
3640,0.55877,0.26899,0.28277,6930984.00000
3650,0.54900,0.25964,0.28270,6651048.00000
3660,0.53907,0.25134,0.28076,6464424.00000
3670,0.52935,0.24705,0.27564,6459480.00000
3680,0.52264,0.24299,0.27238,6452777.40000
3690,0.51662,0.24122,0.26830,6452664.00000
3700,0.50953,0.23790,0.26458,6452664.00000
3710,0.50550,0.23610,0.26251,6452664.00000
3720,0.50057,0.23269,0.26082,6452664.00000
3730,0.49661,0.23182,0.25795,6452664.00000
3740,0.49355,0.23165,0.25500,6452664.00000
3750,0.49167,0.23088,0.25377,6452664.00000
3760,0.48906,0.23041,0.25201,6452664.00000
3770,0.48386,0.22897,0.24816,6448958.40000
3780,0.47924,0.22821,0.24422,6433632.00000
3790,0.47370,0.22530,0.24139,6372072.00000
3800,0.47053,0.22439,0.23974,6372072.00000
3810,0.46903,0.22454,0.23735,6372072.00000
3820,0.46665,0.22303,0.23590,6372072.00000
3830,0.46218,0.22130,0.23389,6318108.00000
3840,0.45898,0.21995,0.23193,6282132.00000
3850,0.45745,0.21908,0.23162,6282132.00000
3860,0.45642,0.21964,0.22980,6282132.00000
3870,0.45541,0.22003,0.22886,6282132.00000
3880,0.45456,0.22102,0.22647,6282132.00000
3890,0.45246,0.22100,0.22402,6276831.00000
3900,0.44495,0.21710,0.22115,6200374.80000
3910,0.43810,0.21166,0.21937,6087040.50000
3920,0.44055,0.21182,0.22184,6079239.00000
3930,0.44368,0.21262,0.22404,6079125.60000
3940,0.44777,0.21282,0.22762,6076897.80000
3950,0.45204,0.21373,0.23136,6076353.00000
3960,0.45567,0.21508,0.23376,6076353.00000
3970,0.46013,0.21742,0.23596,6076353.00000
3980,0.45966,0.21676,0.23620,6076353.00000
3990,0.45904,0.21735,0.23452,6076353.00000
4000,0.46045,0.21739,0.23614,6050476.20000
4010,0.46283,0.21648,0.23954,6033225.00000
4020,0.46456,0.21610,0.24182,6000640.20000
4030,0.46707,0.21518,0.24476,5991462.00000
4040,0.47128,0.21574,0.24868,5984371.80000
4050,0.46531,0.20707,0.25078,5635230.90000
4060,0.45636,0.19538,0.25368,5226320.40000
4070,0.46068,0.19792,0.25575,5169763.80000
4080,0.45816,0.19742,0.25424,5126148.00000
4090,0.45684,0.19416,0.25581,5126148.00000
4100,0.45160,0.18866,0.25654,5004235.20000
4110,0.44452,0.18171,0.25529,4923072.00000
4120,0.43952,0.17847,0.25415,4923072.00000
4130,0.43628,0.17719,0.25214,4923072.00000
4140,0.42907,0.17548,0.24663,4912383.60000
4150,0.41669,0.17165,0.23826,4905258.00000
4160,0.41289,0.17168,0.23379,4905258.00000
4170,0.41430,0.17079,0.23635,4905258.00000
4180,0.42402,0.17230,0.24462,4905258.00000
4190,0.44705,0.18088,0.25891,5019477.60000
4200,0.43527,0.17667,0.25166,5139870.00000
4210,0.41426,0.16882,0.23859,5139870.00000
4220,0.40905,0.16579,0.23593,5139870.00000
4230,0.40530,0.16406,0.23418,5103933.60000
4240,0.37642,0.15345,0.21588,4823736.00000
4250,0.35763,0.14738,0.20291,5099514.00000
4260,0.37547,0.17943,0.18939,6096484.20000
4270,0.35740,0.18197,0.16878,6221974.80000
4280,0.34307,0.17997,0.15621,6230358.00000
4290,0.35215,0.18816,0.15726,6476796.00000
4300,0.49975,0.28292,0.20953,8159985.90000
4310,0.58566,0.32243,0.25546,8496360.00000
4320,0.61468,0.32865,0.27898,8496360.00000
4330,0.61776,0.32856,0.28170,8496288.00000
4340,0.61448,0.32715,0.28023,8495880.00000
4350,0.61078,0.32666,0.27685,8495880.00000
4360,0.59807,0.32321,0.26770,8490503.70000
4370,0.59074,0.32693,0.25660,8442945.00000
4380,0.59978,0.33330,0.25982,8453476.80000
4390,0.61308,0.33612,0.27024,8495944.80000
4400,0.61726,0.33232,0.27790,8496360.00000
4410,0.62304,0.33380,0.28198,8496360.00000
4420,0.56252,0.30482,0.25134,7915824.30000
4430,0.45458,0.20863,0.23877,6615084.00000
4440,0.46163,0.21229,0.23878,6617215.20000
4450,0.45116,0.20498,0.23915,6452835.00000
4460,0.43644,0.18853,0.24070,5651602.20000
4470,0.39075,0.13904,0.24498,4597902.00000
4480,0.38501,0.13957,0.23860,4566676.80000
4490,0.35448,0.10806,0.23922,3067423.80000
4500,0.36555,0.10617,0.24823,3199647.00000
4510,0.37486,0.12570,0.24213,3932214.30000
4520,0.37477,0.12335,0.24558,3428912.40000
4530,0.36478,0.09022,0.26689,2159299.80000
4540,0.35322,0.08595,0.26019,2053662.00000
4550,0.33201,0.08318,0.24186,2044755.00000
4560,0.31376,0.08067,0.22547,2044755.00000
4570,0.29605,0.07607,0.21304,2044755.00000
4580,0.29166,0.07697,0.20788,2050099.20000
4590,0.30714,0.08015,0.22018,2082149.40000
4600,0.32618,0.08239,0.23614,2095203.00000
4610,0.33421,0.08620,0.24150,2226598.80000
4620,0.38467,0.13074,0.24715,4079065.50000
4630,0.39681,0.14645,0.24269,4596558.00000
4640,0.39163,0.14623,0.23845,4597722.00000
4650,0.39402,0.14925,0.23823,4583455.80000
4660,0.34966,0.10906,0.23318,2942640.30000
4670,0.39046,0.14997,0.23389,4625065.50000
4680,0.43559,0.20804,0.21943,6070687.20000
4690,0.44555,0.22176,0.21686,6354876.00000
4700,0.45297,0.22874,0.21744,6592521.90000
4710,0.46215,0.23714,0.21805,6826915.50000
4720,0.50563,0.28014,0.21851,7819448.10000
4730,0.51357,0.29057,0.21608,8158077.60000
4740,0.51873,0.29836,0.21346,8247506.40000
4750,0.51856,0.30144,0.21035,8262054.00000
4760,0.51399,0.30140,0.20519,8276838.30000
4770,0.51870,0.30926,0.20236,8383267.20000
4780,0.51343,0.30766,0.19897,8417616.30000
4790,0.51328,0.31155,0.19450,8495486.40000
4800,0.51956,0.31891,0.19343,8496360.00000
4810,0.51388,0.31720,0.18960,8496360.00000
4820,0.51310,0.31870,0.18727,8496360.00000
4830,0.51139,0.31698,0.18728,8496360.00000
4840,0.50459,0.31386,0.18357,8496252.00000
4850,0.49710,0.31304,0.17685,8496000.00000
4860,0.48950,0.31242,0.17016,8496000.00000
4870,0.48915,0.31190,0.16758,8496000.00000
4880,0.47956,0.30968,0.16316,8496000.00000
4890,0.47468,0.30946,0.15830,8496000.00000
4900,0.47046,0.30976,0.15366,8496000.00000
4910,0.46402,0.30613,0.15095,8496000.00000
4920,0.46420,0.30668,0.15085,8496000.00000
4930,0.46854,0.31028,0.15135,8496000.00000
4940,0.46575,0.30976,0.14902,8496144.00000
4950,0.46589,0.30973,0.14947,8496360.00000
4960,0.47143,0.31020,0.15379,8496360.00000
4970,0.47772,0.31208,0.15878,8496360.00000
4980,0.47808,0.31286,0.15808,8496360.00000
4990,0.48184,0.31404,0.16059,8496360.00000
5000,0.49260,0.31608,0.16955,8496360.00000
5010,0.49800,0.31770,0.17316,8496360.00000
5020,0.49323,0.31725,0.16935,8496360.00000
5030,0.49504,0.31793,0.17035,8496360.00000
5040,0.51042,0.32208,0.18117,8496360.00000
5050,0.52075,0.31875,0.19489,8474049.00000
5060,0.50256,0.30312,0.19230,8268436.80000
5070,0.49126,0.29756,0.18670,8262560.40000
5080,0.47616,0.28874,0.18057,8076999.00000
5090,0.46248,0.28104,0.17464,7987500.00000
5100,0.45795,0.27969,0.17122,7994814.00000
5110,0.47444,0.29412,0.17336,8265461.10000
5120,0.49905,0.31282,0.17914,8496297.60000
5130,0.50071,0.31522,0.17885,8496360.00000
5140,0.49932,0.31462,0.17791,8496360.00000
5150,0.50190,0.31700,0.17752,8496360.00000
5160,0.50644,0.32236,0.17707,8496360.00000
5170,0.50378,0.32115,0.17582,8496360.00000
5180,0.50080,0.32143,0.17225,8496360.00000
5190,0.50330,0.32262,0.17388,8496360.00000
5200,0.49740,0.32072,0.16965,8496360.00000
5210,0.49759,0.32130,0.16966,8496360.00000
5220,0.49863,0.32013,0.17106,8496360.00000
5230,0.49322,0.31998,0.16676,8496360.00000
5240,0.49365,0.32110,0.16382,8496360.00000
5250,0.48796,0.31776,0.16305,8496360.00000
5260,0.48591,0.31738,0.16146,8496360.00000
5270,0.48945,0.31975,0.16115,8496360.00000
5280,0.48056,0.31689,0.15695,8496360.00000
5290,0.47674,0.31891,0.15037,8496360.00000
5300,0.46896,0.31690,0.14487,8496360.00000
5310,0.46196,0.31536,0.13986,8496360.00000
5320,0.45130,0.31396,0.13020,8496360.00000
5330,0.44490,0.31108,0.12696,8496360.00000
5340,0.43671,0.30702,0.12262,8496360.00000
5350,0.42653,0.30078,0.11790,8379258.90000
5360,0.41089,0.29490,0.10938,8351670.00000
5370,0.39588,0.29187,0.09700,8350830.00000
5380,0.38339,0.28974,0.08643,8350738.80000
5390,0.35571,0.27536,0.07356,8267036.40000
5400,0.28914,0.22419,0.05796,7239257.70000
5410,0.24830,0.18904,0.05281,6466446.90000
5420,0.22538,0.17110,0.04743,6131542.20000
5430,0.20428,0.16128,0.03604,6009596.10000
5440,0.18202,0.15513,0.02005,5759880.90000
5450,0.15429,0.12974,0.01766,5172768.00000
5460,0.15452,0.13010,0.01764,5172768.00000
5470,0.15493,0.13101,0.01704,5172768.00000
5480,0.15409,0.12999,0.01733,5172768.00000
5490,0.15396,0.13009,0.01691,5172768.00000
