frame,total,visibility,gbuffer,lighting,index_count
0,0.58833,0.29223,0.27040,0.01603,8231199.00000
10,0.59229,0.29589,0.27041,0.01620,8231199.00000
20,0.58806,0.29170,0.27038,0.01619,8234561.10000
30,0.58867,0.29243,0.27038,0.01608,8236002.00000
40,0.58929,0.29230,0.27058,0.01615,8236002.00000
50,0.59070,0.29425,0.27046,0.01609,8236002.00000
60,0.58863,0.29219,0.27067,0.01609,8236002.00000
70,0.59036,0.29386,0.27074,0.01612,8236002.00000
80,0.59072,0.29270,0.27200,0.01614,8236002.00000
90,0.76591,0.30162,0.43536,0.01792,8237667.00000
100,0.84294,0.31606,0.49754,0.01965,8329675.20000
110,0.84859,0.31956,0.49761,0.02066,8334444.00000
120,0.85546,0.32551,0.49773,0.02209,8317910.40000
130,0.84494,0.31509,0.49772,0.02230,8139647.40000
140,0.82932,0.29792,0.49774,0.02132,7834020.30000
150,0.79675,0.26924,0.49764,0.02008,7424970.00000
160,0.79203,0.26461,0.49757,0.01978,7313065.20000
170,0.78266,0.25596,0.49759,0.01898,7154175.00000
180,0.79523,0.26869,0.49745,0.01914,7421709.90000
190,0.81026,0.28406,0.49749,0.01890,7716846.60000
200,0.80966,0.28287,0.49752,0.01937,7789365.60000
210,0.80916,0.28185,0.49743,0.01968,7826196.60000
220,0.80505,0.27797,0.49762,0.01948,7722507.90000
230,0.81125,0.28387,0.49753,0.01973,7757628.60000
240,0.81239,0.28388,0.49754,0.02073,7718556.00000
250,0.81958,0.28708,0.49754,0.02488,7713440.40000
260,0.82702,0.29262,0.49790,0.02633,7695356.40000
270,0.83014,0.29560,0.49731,0.02696,7698819.00000
280,0.83055,0.29705,0.49683,0.02675,7700268.00000
290,0.83189,0.29833,0.49697,0.02663,7720264.80000
300,0.83244,0.29788,0.49728,0.02696,7730274.00000
310,0.83304,0.29924,0.49687,0.02692,7730274.00000
320,0.83414,0.29894,0.49767,0.02734,7744542.00000
330,0.83976,0.30468,0.49697,0.02762,7870452.00000
340,0.83975,0.30499,0.49723,0.02724,7870452.00000
350,0.84016,0.30552,0.49708,0.02709,7860626.40000
360,0.83695,0.30357,0.49694,0.02663,7803858.00000
370,0.83650,0.30249,0.49731,0.02637,7800402.00000
380,0.83541,0.30224,0.49733,0.02548,7791610.80000
390,0.83663,0.30365,0.49761,0.02521,7793692.20000
400,0.83570,0.30271,0.49709,0.02588,7792572.00000
410,0.83480,0.30104,0.49715,0.02663,7790788.80000
420,0.83677,0.30211,0.49762,0.02702,7774376.10000
430,0.82842,0.29440,0.49670,0.02702,7465851.00000
440,0.80518,0.27233,0.49705,0.02596,7100517.00000
450,0.79392,0.26703,0.49366,0.02332,7082915.40000
460,0.77152,0.26148,0.47994,0.02044,7070199.60000
470,0.76478,0.26100,0.47346,0.02007,7068315.60000
480,0.75068,0.25687,0.46486,0.01970,6944262.90000
490,0.75362,0.25868,0.46544,0.01994,6947631.00000
500,0.79572,0.26956,0.49298,0.02336,7164264.60000
510,0.81954,0.28441,0.49714,0.02777,7409877.60000
520,0.83673,0.30257,0.49670,0.02752,7792772.10000
530,0.83463,0.30150,0.49718,0.02567,7782946.20000
540,0.83040,0.29850,0.49689,0.02498,7708882.20000
550,0.82817,0.29579,0.49669,0.02601,7631395.80000
560,0.82714,0.29332,0.49746,0.02679,7774871.40000
570,0.81920,0.29254,0.49671,0.01934,7833945.00000
580,0.83935,0.31392,0.49682,0.01881,8015462.10000
590,0.84351,0.32269,0.49257,0.01972,8052279.90000
600,0.83390,0.32944,0.47314,0.02133,8120811.00000
610,0.82981,0.32754,0.47100,0.02166,8118021.00000
620,0.84126,0.31981,0.49164,0.02082,8111811.90000
630,0.82948,0.30295,0.49724,0.01917,7943511.60000
640,0.81726,0.29008,0.49730,0.02006,7721718.60000
650,0.81392,0.28577,0.49742,0.02084,7634876.10000
660,0.81802,0.28861,0.49750,0.02194,7668963.00000
670,0.81214,0.28263,0.49758,0.02168,7623788.40000
680,0.81188,0.28210,0.49750,0.02173,7621869.00000
690,0.80650,0.27760,0.49742,0.02148,7621161.00000
700,0.80398,0.27634,0.49749,0.02015,7657194.90000
710,0.81058,0.28358,0.49740,0.01942,7685407.80000
720,0.81294,0.28772,0.49667,0.01904,7674967.20000
730,0.81226,0.28628,0.49695,0.01908,7627148.40000
740,0.81029,0.28540,0.49551,0.01956,7612737.60000
750,0.81590,0.28867,0.49735,0.02008,7626187.20000
760,0.81549,0.28767,0.49774,0.01966,7597246.20000
770,0.81184,0.28582,0.49687,0.01920,7594820.40000
780,0.81254,0.28603,0.49747,0.01883,7589790.60000
790,0.81017,0.28490,0.49656,0.01868,7538191.80000
800,0.80888,0.28403,0.49636,0.01866,7376284.80000
810,0.79957,0.27430,0.49697,0.01826,7196946.00000
820,0.79530,0.26964,0.49745,0.01834,7066977.00000
830,0.79002,0.26476,0.49730,0.01817,6851366.40000
840,0.78631,0.26059,0.49732,0.01856,6848332.80000
850,0.78668,0.26068,0.49738,0.01864,6847776.00000
860,0.78716,0.26148,0.49733,0.01836,6847488.00000
870,0.79336,0.26761,0.49732,0.01815,6847718.40000
880,0.79363,0.26782,0.49729,0.01843,6847878.00000
890,0.78618,0.26076,0.49738,0.01831,6773436.30000
900,0.78414,0.26049,0.49661,0.01721,6977846.70000
910,0.81708,0.29402,0.49666,0.01670,8005858.80000
920,0.83602,0.31254,0.49646,0.01692,8114672.70000
930,0.84580,0.32249,0.49646,0.01709,8255881.50000
940,0.84148,0.31605,0.49696,0.01835,8315368.80000
950,0.83879,0.31240,0.49668,0.02008,8294084.40000
960,0.83622,0.30852,0.49715,0.02074,8262489.00000
970,0.83978,0.31061,0.49677,0.02184,8262258.60000
980,0.83936,0.31040,0.49673,0.02217,8260713.00000
990,0.84009,0.30951,0.49701,0.02292,8260413.00000
1000,0.83579,0.30630,0.49648,0.02274,8209144.20000
1010,0.83587,0.30596,0.49703,0.02297,8169582.60000
1020,0.83387,0.30376,0.49649,0.02315,8152836.60000
1030,0.82905,0.29945,0.49671,0.02290,8064639.00000
1040,0.82828,0.29774,0.49690,0.02306,8008168.20000
1050,0.82310,0.29252,0.49808,0.02276,7889277.00000
1060,0.82373,0.29206,0.49879,0.02288,7874770.80000
1070,0.83120,0.29830,0.49803,0.02400,7857863.40000
1080,0.83376,0.30117,0.49784,0.02452,7844651.40000
1090,0.82660,0.29360,0.49556,0.02704,7767534.90000
1100,0.82420,0.29308,0.49501,0.02630,7719672.60000
1110,0.81057,0.27961,0.49562,0.02542,7176438.30000
1120,0.80549,0.27521,0.49534,0.02524,6990166.80000
1130,0.79690,0.26696,0.49548,0.02459,6758233.20000
1140,0.80908,0.27882,0.49592,0.02460,7029954.30000
1150,0.83061,0.29797,0.49747,0.02529,7408249.20000
1160,0.84389,0.30796,0.49830,0.02792,7500250.20000
1170,0.86336,0.32623,0.49828,0.02925,7953082.20000
1180,0.86331,0.32687,0.49729,0.02954,7999884.00000
1190,0.86055,0.32596,0.49536,0.02959,8001468.00000
1200,0.85888,0.32482,0.49496,0.02906,8001468.00000
1210,0.84318,0.31359,0.49246,0.02747,8001468.00000
1220,0.83403,0.30726,0.49040,0.02673,8001468.00000
1230,0.83292,0.30674,0.49025,0.02602,8001480.60000
1240,0.83143,0.30636,0.49036,0.02531,8003038.20000
1250,0.82896,0.30422,0.49055,0.02464,8001468.00000
1260,0.82639,0.30320,0.48900,0.02449,8001473.40000
1270,0.82038,0.30071,0.48622,0.02419,7966094.40000
1280,0.81138,0.29418,0.48391,0.02395,7745203.20000
1290,0.79746,0.28896,0.47495,0.02361,7579748.40000
1300,0.78800,0.28618,0.46881,0.02354,7498017.00000
1310,0.80150,0.28936,0.47728,0.02504,7510593.30000
1320,0.81246,0.28304,0.49440,0.02550,7033727.70000
1330,0.80922,0.28064,0.49502,0.02374,6970671.00000
1340,0.80334,0.27713,0.49244,0.02401,6970383.00000
1350,0.79840,0.27426,0.49116,0.02364,6970383.00000
1360,0.79556,0.27168,0.49012,0.02414,6970383.00000
1370,0.79615,0.27143,0.49043,0.02443,6970383.00000
1380,0.79766,0.27125,0.49242,0.02390,6970383.00000
1390,0.80271,0.27285,0.49608,0.02401,6970383.00000
1400,0.82530,0.28671,0.49842,0.02712,7212977.40000
1410,0.84650,0.30991,0.49883,0.02778,8001493.20000
1420,0.84489,0.30895,0.49858,0.02758,8001594.00000
1430,0.84080,0.30432,0.49914,0.02742,7931326.20000
1440,0.83140,0.29544,0.49912,0.02690,7829976.00000
1450,0.83204,0.29648,0.49904,0.02631,7834560.60000
1460,0.83507,0.29947,0.49934,0.02653,7925053.80000
1470,0.83716,0.30151,0.49912,0.02688,7991727.00000
1480,0.83976,0.30273,0.49931,0.02800,7999516.80000
1490,0.84190,0.30309,0.49836,0.03062,8090580.60000
1500,0.85774,0.31510,0.49894,0.03336,8357266.20000
1510,0.86147,0.31976,0.49828,0.03374,8470036.80000
1520,0.86269,0.32022,0.49912,0.03370,8477401.20000
1530,0.86592,0.32275,0.49885,0.03441,8489996.40000
1540,0.86934,0.32568,0.49846,0.03518,8495800.80000
1550,0.87445,0.33035,0.49892,0.03529,8494414.20000
1560,0.86882,0.33438,0.49819,0.02539,8494104.00000
1570,0.86905,0.33446,0.49851,0.02602,8494104.00000
1580,0.86901,0.33402,0.49912,0.02614,8494104.00000
1590,0.86878,0.33301,0.49935,0.02659,8494104.00000
1600,0.87056,0.33057,0.49817,0.03180,8494104.00000
1610,0.87231,0.32864,0.49912,0.03470,8494104.00000
1620,0.86939,0.32647,0.49817,0.03485,8492731.20000
1630,0.86942,0.32529,0.49933,0.03462,8491920.00000
1640,0.87059,0.32654,0.49907,0.03440,8492370.00000
1650,0.87222,0.32764,0.49928,0.03489,8449743.60000
1660,0.87040,0.32590,0.49927,0.03501,8384289.00000
1670,0.86839,0.32412,0.49936,0.03442,8374041.00000
1680,0.86360,0.32280,0.49926,0.03162,8367843.60000
1690,0.85311,0.31670,0.49896,0.02763,8358251.40000
1700,0.84513,0.31303,0.49546,0.02657,8295681.00000
1710,0.84041,0.30999,0.49420,0.02616,8261586.00000
1720,0.83736,0.30593,0.49639,0.02511,8187317.10000
1730,0.83248,0.29902,0.49911,0.02470,8043384.00000
1740,0.83206,0.29825,0.49922,0.02468,8041504.80000
1750,0.83103,0.29726,0.49902,0.02460,7985956.20000
1760,0.82428,0.29021,0.49907,0.02457,7787619.60000
1770,0.81593,0.28214,0.49897,0.02477,7530717.00000
1780,0.81283,0.27994,0.49838,0.02466,7427402.40000
1790,0.79914,0.26573,0.49883,0.02488,6990182.40000
1800,0.80042,0.26665,0.49913,0.02463,6983793.00000
1810,0.80179,0.26813,0.49903,0.02479,6983793.00000
1820,0.80256,0.26922,0.49906,0.02460,6973673.70000
1830,0.80184,0.26896,0.49900,0.02432,6963402.00000
1840,0.80132,0.26855,0.49908,0.02400,6963356.40000
1850,0.79971,0.26712,0.49904,0.02386,6962112.00000
1860,0.79790,0.26569,0.49890,0.02352,6953349.00000
1870,0.79871,0.26690,0.49851,0.02336,6944862.00000
1880,0.79704,0.26565,0.49892,0.02262,6944862.00000
1890,0.78586,0.25484,0.49902,0.02224,6558870.00000
1900,0.78400,0.25312,0.49900,0.02200,6558870.00000
1910,0.78354,0.25265,0.49900,0.02223,6558870.00000
1920,0.76773,0.23707,0.49896,0.02198,6046112.40000
1930,0.76822,0.23736,0.49896,0.02198,6034722.00000
1940,0.76784,0.23692,0.49898,0.02219,6034722.00000
1950,0.76494,0.23402,0.49890,0.02240,5990710.80000
1960,0.76588,0.23451,0.49896,0.02266,5990314.80000
1970,0.76471,0.23337,0.49896,0.02276,5842207.80000
1980,0.74301,0.21091,0.49895,0.02327,5447708.70000
1990,0.74180,0.21025,0.49876,0.02316,5451609.00000
2000,0.74070,0.20912,0.49892,0.02284,5451609.00000
2010,0.73910,0.20774,0.49902,0.02270,5444671.80000
2020,0.73748,0.20671,0.49900,0.02210,5444901.00000
2030,0.73272,0.20235,0.49894,0.02176,5297904.60000
2040,0.72884,0.19848,0.49897,0.02179,5208151.80000
2050,0.72851,0.19833,0.49887,0.02170,5207691.00000
2060,0.72825,0.19788,0.49905,0.02149,5207691.00000
2070,0.69511,0.16478,0.49898,0.02137,4036655.40000
2080,0.68539,0.15522,0.49888,0.02130,3727287.00000
2090,0.68530,0.15566,0.49894,0.02102,3727287.00000
2100,0.68531,0.15573,0.49894,0.02098,3705588.60000
2110,0.68091,0.15157,0.49889,0.02083,3618915.00000
2120,0.68021,0.15070,0.49886,0.02080,3618915.00000
2130,0.67976,0.15055,0.49888,0.02065,3585544.50000
2140,0.67873,0.14960,0.49884,0.02055,3499356.00000
2150,0.67919,0.14986,0.49888,0.02041,3499356.00000
2160,0.67594,0.14675,0.49890,0.02016,3434960.40000
2170,0.67016,0.14166,0.49891,0.02029,3337312.20000
2180,0.67080,0.14235,0.49895,0.02006,3327910.80000
2190,0.67398,0.14565,0.49888,0.01990,3326756.40000
2200,0.67048,0.14266,0.49898,0.01954,3284885.40000
2210,0.66847,0.14035,0.49890,0.01968,3266988.00000
2220,0.66797,0.14033,0.49880,0.01946,3266988.00000
2230,0.66702,0.13860,0.49893,0.01983,3195621.00000
2240,0.66376,0.13568,0.49875,0.01970,3114666.00000
2250,0.66438,0.13638,0.49881,0.01980,3110658.00000
2260,0.66437,0.13623,0.49876,0.01930,3110223.60000
2270,0.66096,0.13307,0.49878,0.01934,3107632.20000
2280,0.64533,0.12955,0.48706,0.01910,3061461.60000
2290,0.53980,0.11628,0.39689,0.01744,2951409.30000
2300,0.43069,0.09580,0.30684,0.01697,2661215.40000
2310,0.34676,0.08670,0.23412,0.01646,2830292.40000
2320,0.34552,0.08780,0.23280,0.01516,2955202.80000
2330,0.37732,0.08990,0.26190,0.01568,2936598.00000
2340,0.36836,0.08895,0.25427,0.01545,2925376.80000
2350,0.53077,0.13918,0.36552,0.01657,4447362.90000
2360,0.79830,0.27122,0.49892,0.01834,6957913.50000
